#榜单	机器人id	机器人排名
ranktype	id	pos
3	10552	188
3	10548	189
3	10544	190
3	10540	191
3	10536	192
3	10532	193
3	10528	194
3	10524	195
3	10520	196
3	10516	197
3	10512	198
3	10508	199
3	10504	200
4	11000	1
4	10999	6
4	10998	4
4	10997	2
4	10996	7
4	10995	3
4	10994	5
4	10993	8
4	10992	10
4	10991	9
4	10990	11
4	10989	12
4	10988	13
4	10987	14
4	10986	15
4	10985	16
4	10984	17
4	10983	18
4	10982	19
4	10981	20
4	10980	21
4	10979	22
4	10978	23
4	10977	24
4	10976	25
4	10975	26
4	10974	27
4	10973	28
4	10972	29
4	10971	30
4	10970	31
4	10969	32
4	10968	33
4	10967	34
4	10966	35
4	10965	36
4	10964	37
4	10963	38
4	10962	39
4	10961	40
4	10960	41
4	10959	42
4	10958	43
4	10957	44
4	10956	45
4	10955	46
4	10954	47
4	10953	48
4	10952	49
4	10951	50
4	10950	51
4	10948	52
4	10946	53
4	10944	54
4	10942	55
4	10940	56
4	10938	57
4	10936	58
4	10934	59
4	10932	60
4	10930	61
4	10928	62
4	10926	63
4	10924	64
4	10922	65
4	10920	66
4	10918	67
4	10916	68
4	10914	69
4	10912	70
4	10910	71
4	10908	72
4	10906	73
4	10904	74
4	10902	75
4	10900	76
4	10898	77
4	10896	78
4	10894	79
4	10892	80
4	10890	81
4	10888	82
4	10886	83
4	10884	84
4	10882	85
4	10880	86
4	10878	87
4	10876	88
4	10874	89
4	10872	90
4	10870	91
4	10868	92
4	10866	93
4	10864	94
4	10862	95
4	10860	96
4	10858	97
4	10856	98
4	10854	99
4	10852	100
4	10850	101
4	10847	102
4	10844	103
4	10841	104
4	10838	105
4	10835	106
4	10832	107
4	10829	108
4	10826	109
4	10823	110
4	10820	111
4	10817	112
4	10814	113
4	10811	114
4	10808	115
4	10805	116
4	10802	117
4	10799	118
4	10796	119
4	10793	120
4	10790	121
4	10787	122
4	10784	123
4	10781	124
4	10778	125
4	10775	126
4	10772	127
4	10769	128
4	10766	129
4	10763	130
4	10760	131
4	10757	132
4	10754	133
4	10751	134
4	10748	135
4	10745	136
4	10742	137
4	10739	138
4	10736	139
4	10733	140
4	10730	141
4	10727	142
4	10724	143
4	10721	144
4	10718	145
4	10715	146
4	10712	147
4	10709	148
4	10706	149
4	10703	150
4	10700	151
4	10696	152
4	10692	153
4	10688	154
4	10684	155
4	10680	156
4	10676	157
4	10672	158
4	10668	159
4	10664	160
4	10660	161
4	10656	162
4	10652	163
4	10648	164
4	10644	165
4	10640	166
4	10636	167
4	10632	168
4	10628	169
4	10624	170
4	10620	171
4	10616	172
4	10612	173
4	10608	174
4	10604	175
4	10600	176
4	10596	177
4	10592	178
4	10588	179
4	10584	180
4	10580	181
4	10576	182
4	10572	183
4	10568	184
4	10564	185
4	10560	186
4	10556	187
4	10552	188
4	10548	189
4	10544	190
4	10540	191
4	10536	192
4	10532	193
4	10528	194
4	10524	195
4	10520	196
4	10516	197
4	10512	198
4	10508	199
4	10504	200
5	11000	5
5	10999	10
5	10998	1
5	10997	7
5	10996	6
5	10995	3
5	10994	2
5	10993	9
5	10992	4
5	10991	8
5	10990	11
5	10989	12
5	10988	13
5	10987	14
5	10986	15
5	10985	16
5	10984	17
5	10983	18
5	10982	19
5	10981	20
5	10980	21
5	10979	22
5	10978	23
5	10977	24
5	10976	25
5	10975	26
5	10974	27
5	10973	28
5	10972	29
5	10971	30
5	10970	31
5	10969	32
5	10968	33
5	10967	34
5	10966	35
5	10965	36
5	10964	37
5	10963	38
5	10962	39
5	10961	40
5	10960	41
5	10959	42
5	10958	43
5	10957	44
5	10956	45
5	10955	46
5	10954	47
5	10953	48
5	10952	49
5	10951	50
5	10950	51
5	10948	52
5	10946	53
5	10944	54
5	10942	55
5	10940	56
5	10938	57
5	10936	58
5	10934	59
5	10932	60
5	10930	61
5	10928	62
5	10926	63
5	10924	64
5	10922	65
5	10920	66
5	10918	67
5	10916	68
5	10914	69
5	10912	70
5	10910	71
5	10908	72
5	10906	73
5	10904	74
5	10902	75
5	10900	76
5	10898	77
5	10896	78
5	10894	79
5	10892	80
5	10890	81
5	10888	82
5	10886	83
5	10884	84
5	10882	85
5	10880	86
5	10878	87
5	10876	88
5	10874	89
5	10872	90
5	10870	91
5	10868	92
5	10866	93
5	10864	94
5	10862	95
5	10860	96
5	10858	97
5	10856	98
5	10854	99
5	10852	100
5	10850	101
5	10847	102
5	10844	103
5	10841	104
5	10838	105
5	10835	106
5	10832	107
5	10829	108
5	10826	109
5	10823	110
5	10820	111
5	10817	112
5	10814	113
5	10811	114
5	10808	115
5	10805	116
5	10802	117
5	10799	118
5	10796	119
5	10793	120
5	10790	121
5	10787	122
5	10784	123
5	10781	124
5	10778	125
5	10775	126
5	10772	127
5	10769	128
5	10766	129
5	10763	130
5	10760	131
5	10757	132
5	10754	133
5	10751	134
5	10748	135
5	10745	136
5	10742	137
5	10739	138
5	10736	139
5	10733	140
5	10730	141
5	10727	142
5	10724	143
5	10721	144
5	10718	145
5	10715	146
5	10712	147
5	10709	148
5	10706	149
5	10703	150
5	10700	151
5	10696	152
5	10692	153
5	10688	154
5	10684	155
5	10680	156
5	10676	157
5	10672	158
5	10668	159
5	10664	160
5	10660	161
5	10656	162
5	10652	163
5	10648	164
5	10644	165
5	10640	166
5	10636	167
5	10632	168
5	10628	169
5	10624	170
5	10620	171
5	10616	172
5	10612	173
5	10608	174
5	10604	175
5	10600	176
5	10596	177
5	10592	178
5	10588	179
5	10584	180
5	10580	181
5	10576	182
5	10572	183
5	10568	184
5	10564	185
5	10560	186
5	10556	187
5	10552	188
5	10548	189
5	10544	190
5	10540	191
5	10536	192
5	10532	193
5	10528	194
5	10524	195
5	10520	196
5	10516	197
5	10512	198
5	10508	199
5	10504	200
6	11000	4
6	10999	7
6	10998	5
6	10997	8
6	10996	1
6	10995	3
6	10994	6
6	10993	2
6	10992	10
6	10991	9
6	10990	11
6	10989	12
6	10988	13
6	10987	14
6	10986	15
6	10985	16
6	10984	17
6	10983	18
6	10982	19
6	10981	20
6	10980	21
6	10979	22
6	10978	23
6	10977	24
6	10976	25
6	10975	26
6	10974	27
6	10973	28
6	10972	29
6	10971	30
6	10970	31
6	10969	32
6	10968	33
6	10967	34
6	10966	35
6	10965	36
6	10964	37
6	10963	38
6	10962	39
6	10961	40
6	10960	41
6	10959	42
6	10958	43
6	10957	44
6	10956	45
6	10955	46
6	10954	47
6	10953	48
6	10952	49
6	10951	50
6	10950	51
6	10948	52
6	10946	53
6	10944	54
6	10942	55
6	10940	56
6	10938	57
6	10936	58
6	10934	59
6	10932	60
6	10930	61
6	10928	62
6	10926	63
6	10924	64
6	10922	65
6	10920	66
6	10918	67
6	10916	68
6	10914	69
6	10912	70
6	10910	71
6	10908	72
6	10906	73
6	10904	74
6	10902	75
6	10900	76
6	10898	77
6	10896	78
6	10894	79
6	10892	80
6	10890	81
6	10888	82
6	10886	83
6	10884	84
6	10882	85
6	10880	86
6	10878	87
6	10876	88
6	10874	89
6	10872	90
6	10870	91
6	10868	92
6	10866	93
6	10864	94
6	10862	95
6	10860	96
6	10858	97
6	10856	98
6	10854	99
6	10852	100
6	10850	101
6	10847	102
6	10844	103
6	10841	104
6	10838	105
6	10835	106
6	10832	107
6	10829	108
6	10826	109
6	10823	110
6	10820	111
6	10817	112
6	10814	113
6	10811	114
6	10808	115
6	10805	116
6	10802	117
6	10799	118
6	10796	119
6	10793	120
6	10790	121
6	10787	122
6	10784	123
6	10781	124
6	10778	125
6	10775	126
6	10772	127
6	10769	128
6	10766	129
6	10763	130
6	10760	131
6	10757	132
6	10754	133
6	10751	134
6	10748	135
6	10745	136
6	10742	137
6	10739	138
6	10736	139
6	10733	140
6	10730	141
6	10727	142
6	10724	143
6	10721	144
6	10718	145
6	10715	146
6	10712	147
6	10709	148
6	10706	149
6	10703	150
6	10700	151
6	10696	152
6	10692	153
6	10688	154
6	10684	155
6	10680	156
6	10676	157
6	10672	158
6	10668	159
6	10664	160
6	10660	161
6	10656	162
6	10652	163
6	10648	164
6	10644	165
6	10640	166
6	10636	167
6	10632	168
6	10628	169
6	10624	170
6	10620	171
6	10616	172
6	10612	173
6	10608	174
6	10604	175
6	10600	176
6	10596	177
6	10592	178
6	10588	179
6	10584	180
6	10580	181
6	10576	182
6	10572	183
6	10568	184
6	10564	185
6	10560	186
6	10556	187
6	10552	188
6	10548	189
6	10544	190
6	10540	191
6	10536	192
6	10532	193
6	10528	194
6	10524	195
6	10520	196
6	10516	197
6	10512	198
6	10508	199
6	10504	200
