#机器人id	阵型类型	阵型ID	位置	武将id
id	type	formation	pos	role
27	2	16000101	5	12000048
27	2	16000101	7	12000045
28	2	16000101	2	12000047
28	2	16000101	4	12000048
28	2	16000101	6	12000044
29	2	16000101	1	12000047
29	2	16000101	5	12000048
29	2	16000101	7	12000044
30	2	16000101	2	12000047
30	2	16000101	5	12000048
30	2	16000101	8	12000044
31	2	16000101	2	12000047
31	2	16000101	5	12000048
31	2	16000101	7	12000044
32	2	16000101	2	12000047
32	2	16000101	4	12000048
32	2	16000101	6	12000042
32	2	16000101	8	12000043
33	2	16000101	1	12000047
33	2	16000101	5	12000048
33	2	16000101	7	12000042
33	2	16000101	8	12000043
34	2	16000101	2	12000047
34	2	16000101	5	12000048
34	2	16000101	8	12000042
34	2	16000101	6	12000043
35	2	16000101	2	12000047
35	2	16000101	5	12000048
35	2	16000101	7	12000042
35	2	16000101	9	12000043
36	2	16000101	2	12000047
36	2	16000101	5	12000048
36	2	16000101	8	12000042
36	2	16000101	4	12000043
37	2	16000101	2	12000047
37	2	16000101	5	12000048
37	2	16000101	6	12000043
37	2	16000101	3	12000049
38	2	16000101	2	12000047
38	2	16000101	5	12000048
38	2	16000101	4	12000043
38	2	16000101	1	12000049
39	2	16000101	1	12000047
39	2	16000101	5	12000048
39	2	16000101	6	12000043
39	2	16000101	3	12000049
40	2	16000101	1	12000047
40	2	16000101	5	12000048
40	2	16000101	7	12000043
40	2	16000101	2	12000049
41	2	16000101	2	12000047
41	2	16000101	5	12000048
41	2	16000101	1	12000046
41	2	16000101	6	12000042
42	2	16000101	2	12000047
42	2	16000101	5	12000048
42	2	16000101	1	12000046
42	2	16000101	7	12000042
43	2	16000101	2	12000047
43	2	16000101	6	12000048
43	2	16000101	3	12000046
43	2	16000101	9	12000042
44	2	16000101	1	12000047
44	2	16000101	5	12000048
44	2	16000101	3	12000046
44	2	16000101	8	12000042
45	2	16000101	2	12000047
45	2	16000101	6	12000048
45	2	16000101	3	12000049
45	2	16000101	9	12000045
46	2	16000101	1	12000047
46	2	16000101	5	12000048
46	2	16000101	3	12000049
46	2	16000101	8	12000045
47	2	16000101	2	12000047
47	2	16000101	5	12000048
47	2	16000101	1	12000049
47	2	16000101	6	12000045
48	2	16000101	2	12000047
48	2	16000101	5	12000048
48	2	16000101	1	12000049
48	2	16000101	7	12000045
49	2	16000101	2	12000047
49	2	16000101	5	12000048
49	2	16000101	3	12000049
49	2	16000101	6	12000045
50	2	16000101	2	12000047
50	2	16000101	5	12000048
50	2	16000101	6	12000045
50	2	16000101	1	12000046
51	2	16000101	2	12000047
51	2	16000101	5	12000048
51	2	16000101	7	12000045
51	2	16000101	1	12000046
52	2	16000101	2	12000047
52	2	16000101	5	12000048
52	2	16000101	6	12000045
52	2	16000101	3	12000046
53	2	16000101	2	12000047
53	2	16000101	6	12000048
53	2	16000101	9	12000045
53	2	16000101	3	12000046
54	2	16000101	1	12000047
54	2	16000101	5	12000048
54	2	16000101	8	12000045
54	2	16000101	3	12000046
55	2	16000101	2	12000047
55	2	16000101	5	12000048
55	2	16000101	6	12000044
55	2	16000101	7	12000043
56	2	16000101	2	12000047
56	2	16000101	5	12000048
56	2	16000101	7	12000044
56	2	16000101	8	12000043
57	2	16000101	2	12000047
57	2	16000101	5	12000048
57	2	16000101	6	12000044
57	2	16000101	9	12000043
58	2	16000101	2	12000047
58	2	16000101	6	12000048
58	2	16000101	9	12000044
58	2	16000101	4	12000043
59	2	16000101	1	12000047
59	2	16000101	5	12000048
59	2	16000101	8	12000044
59	2	16000101	6	12000043
60	2	16000101	2	12000047
60	2	16000101	5	12000043
60	2	16000101	6	12000045
60	2	16000101	9	12000027
10001	8	16000101	5	12000005
10002	8	16000101	5	12000021
10003	8	16000101	5	12000011
10004	8	16000101	5	12000004
10005	8	16000101	5	12000020
10006	8	16000101	5	12000019
10007	8	16000101	5	12000019
10008	8	16000101	5	12000014
10009	8	16000101	5	12000007
10010	8	16000101	5	12000009
10011	8	16000101	5	12000014
10012	8	16000101	5	12000003
10013	8	16000101	5	12000010
10014	8	16000101	5	12000018
10015	8	16000101	5	12000009
10016	8	16000101	5	12000016
10017	8	16000101	5	12000000
10018	8	16000101	5	12000012
10019	8	16000101	5	12000000
10020	8	16000101	5	12000015
10021	8	16000101	5	12000011
10022	8	16000101	5	12000008
10023	8	16000101	5	12000018
10024	8	16000101	5	12000014
10025	8	16000101	5	12000012
10026	8	16000101	5	12000011
10027	8	16000101	5	12000002
10028	8	16000101	5	12000012
10029	8	16000101	5	12000005
10030	8	16000101	5	12000020
10031	8	16000101	5	12000014
10032	8	16000101	5	12000013
10033	8	16000101	5	12000020
10034	8	16000101	5	12000009
10035	8	16000101	5	12000010
10036	8	16000101	5	12000018
10037	8	16000101	5	12000001
10038	8	16000101	5	12000011
10039	8	16000101	5	12000016
10040	8	16000101	5	12000004
10041	8	16000101	5	12000011
10042	8	16000101	5	12000000
10043	8	16000101	5	12000014
10044	8	16000101	5	12000016
10045	8	16000101	5	12000009
10046	8	16000101	5	12000018
10047	8	16000101	5	12000001
10048	8	16000101	5	12000006
10049	8	16000101	5	12000013
10050	8	16000101	5	12000016
10051	8	16000101	5	12000019
10052	8	16000101	5	12000012
10053	8	16000101	5	12000015
10054	8	16000101	5	12000020
10055	8	16000101	5	12000002
10056	8	16000101	5	12000000
10057	8	16000101	5	12000006
10058	8	16000101	5	12000013
10059	8	16000101	5	12000000
10060	8	16000101	5	12000006
10061	8	16000101	5	12000002
10062	8	16000101	5	12000001
10063	8	16000101	5	12000008
10064	8	16000101	5	12000012
10065	8	16000101	5	12000003
10066	8	16000101	5	12000015
10067	8	16000101	5	12000003
10068	8	16000101	5	12000015
10069	8	16000101	5	12000006
10070	8	16000101	5	12000016
10071	8	16000101	5	12000021
10072	8	16000101	5	12000003
10073	8	16000101	5	12000000
10074	8	16000101	5	12000004
10075	8	16000101	5	12000019
10076	8	16000101	5	12000013
10077	8	16000101	5	12000015
10078	8	16000101	5	12000003
10079	8	16000101	5	12000008
10080	8	16000101	5	12000015
10081	8	16000101	5	12000003
10082	8	16000101	5	12000018
10083	8	16000101	5	12000016
10084	8	16000101	5	12000004
10085	8	16000101	5	12000017
10086	8	16000101	5	12000011
10087	8	16000101	5	12000020
10088	8	16000101	5	12000014
10089	8	16000101	5	12000019
10090	8	16000101	5	12000003
10091	8	16000101	5	12000003
10092	8	16000101	5	12000002
10093	8	16000101	5	12000003
10094	8	16000101	5	12000008
10095	8	16000101	5	12000016
10096	8	16000101	5	12000006
10097	8	16000101	5	12000010
10098	8	16000101	5	12000002
10099	8	16000101	5	12000002
10100	8	16000101	5	12000003
10101	8	16000101	5	12000002
10102	8	16000101	5	12000003
10103	8	16000101	5	12000004
10104	8	16000101	5	12000016
10105	8	16000101	5	12000005
10106	8	16000101	5	12000009
10107	8	16000101	5	12000001
10108	8	16000101	5	12000015
10109	8	16000101	5	12000001
10110	8	16000101	5	12000002
10111	8	16000101	5	12000017
10112	8	16000101	5	12000017
10113	8	16000101	5	12000004
10114	8	16000101	5	12000013
10115	8	16000101	5	12000014
10116	8	16000101	5	12000014
10117	8	16000101	5	12000020
10118	8	16000101	5	12000007
10119	8	16000101	5	12000017
10120	8	16000101	5	12000007
10121	8	16000101	5	12000010
10122	8	16000101	5	12000002
10123	8	16000101	5	12000001
10124	8	16000101	5	12000018
10125	8	16000101	5	12000017
10126	8	16000101	5	12000009
10127	8	16000101	5	12000017
10128	8	16000101	5	12000005
10129	8	16000101	5	12000012
10130	8	16000101	5	12000003
10131	8	16000101	5	12000015
10132	8	16000101	5	12000017
10133	8	16000101	5	12000014
10134	8	16000101	5	12000009
10135	8	16000101	5	12000014
10136	8	16000101	5	12000021
10137	8	16000101	5	12000006
10138	8	16000101	5	12000008
10139	8	16000101	5	12000008
10140	8	16000101	5	12000018
10141	8	16000101	5	12000020
10142	8	16000101	5	12000017
10143	8	16000101	5	12000009
10144	8	16000101	5	12000018
10145	8	16000101	5	12000021
10146	8	16000101	5	12000019
10147	8	16000101	5	12000004
10148	8	16000101	5	12000014
10149	8	16000101	5	12000011
10150	8	16000101	5	12000019
10151	8	16000101	5	12000019
10152	8	16000101	5	12000017
10153	8	16000101	5	12000005
10154	8	16000101	5	12000021
10155	8	16000101	5	12000015
10156	8	16000101	5	12000015
10157	8	16000101	5	12000002
10158	8	16000101	5	12000017
10159	8	16000101	5	12000010
10160	8	16000101	5	12000000
10161	8	16000101	5	12000021
10162	8	16000101	5	12000006
10163	8	16000101	5	12000010
10164	8	16000101	5	12000003
10165	8	16000101	5	12000011
10166	8	16000101	5	12000000
10167	8	16000101	5	12000011
10168	8	16000101	5	12000012
10169	8	16000101	5	12000019
10170	8	16000101	5	12000013
10171	8	16000101	5	12000009
10172	8	16000101	5	12000003
10173	8	16000101	5	12000007
10174	8	16000101	5	12000018
10175	8	16000101	5	12000010
10176	8	16000101	5	12000002
10177	8	16000101	5	12000012
10178	8	16000101	5	12000003
10179	8	16000101	5	12000004
10180	8	16000101	5	12000018
10181	8	16000101	5	12000007
10182	8	16000101	5	12000009
10183	8	16000101	5	12000008
10184	8	16000101	5	12000007
10185	8	16000101	5	12000006
10186	8	16000101	5	12000016
10187	8	16000101	5	12000009
10188	8	16000101	5	12000021
10189	8	16000101	5	12000014
10190	8	16000101	5	12000010
10191	8	16000101	5	12000019
10192	8	16000101	5	12000015
10193	8	16000101	5	12000002
10194	8	16000101	5	12000005
10195	8	16000101	5	12000017
10196	8	16000101	5	12000010
10197	8	16000101	5	12000020
10198	8	16000101	5	12000012
10199	8	16000101	5	12000004
10200	8	16000101	5	12000015
10201	8	16000101	5	12000005
10202	8	16000101	5	12000020
10203	8	16000101	5	12000018
10204	8	16000101	5	12000012
10205	8	16000101	5	12000000
10206	8	16000101	5	12000000
10207	8	16000101	5	12000008
10208	8	16000101	5	12000007
10209	8	16000101	5	12000020
10210	8	16000101	5	12000005
10211	8	16000101	5	12000021
10212	8	16000101	5	12000013
10213	8	16000101	5	12000019
10214	8	16000101	5	12000012
10215	8	16000101	5	12000005
10216	8	16000101	5	12000001
10217	8	16000101	5	12000007
10218	8	16000101	5	12000013
10219	8	16000101	5	12000013
10220	8	16000101	5	12000008
10221	8	16000101	5	12000003
10222	8	16000101	5	12000005
10223	8	16000101	5	12000007
10224	8	16000101	5	12000005
10225	8	16000101	5	12000000
10226	8	16000101	5	12000009
10227	8	16000101	5	12000001
10228	8	16000101	5	12000015
10229	8	16000101	5	12000000
10230	8	16000101	5	12000003
10231	8	16000101	5	12000008
10232	8	16000101	5	12000016
10233	8	16000101	5	12000003
10234	8	16000101	5	12000006
10235	8	16000101	5	12000015
10236	8	16000101	5	12000011
10237	8	16000101	5	12000015
10238	8	16000101	5	12000002
10239	8	16000101	5	12000010
10240	8	16000101	5	12000008
10241	8	16000101	5	12000015
10242	8	16000101	5	12000016
10243	8	16000101	5	12000018
10244	8	16000101	5	12000011
10245	8	16000101	5	12000002
10246	8	16000101	5	12000001
10247	8	16000101	5	12000009
10248	8	16000101	5	12000003
10249	8	16000101	5	12000016
10250	8	16000101	5	12000006
10251	8	16000101	5	12000007
10252	8	16000101	5	12000011
10253	8	16000101	5	12000021
10254	8	16000101	5	12000015
10255	8	16000101	5	12000014
10256	8	16000101	5	12000011
10257	8	16000101	5	12000012
10258	8	16000101	5	12000003
10259	8	16000101	5	12000016
10260	8	16000101	5	12000016
10261	8	16000101	5	12000013
10262	8	16000101	5	12000014
10263	8	16000101	5	12000021
10264	8	16000101	5	12000005
10265	8	16000101	5	12000016
10266	8	16000101	5	12000008
10267	8	16000101	5	12000003
10268	8	16000101	5	12000018
10269	8	16000101	5	12000005
10270	8	16000101	5	12000011
10271	8	16000101	5	12000005
10272	8	16000101	5	12000017
10273	8	16000101	5	12000019
10273	8	16000101	2	12000014
10274	8	16000101	5	12000006
10274	8	16000101	2	12000017
10275	8	16000101	5	12000011
10275	8	16000101	2	12000007
10276	8	16000101	5	12000012
10276	8	16000101	2	12000002
10277	8	16000101	5	12000001
10277	8	16000101	2	12000003
10278	8	16000101	5	12000014
10278	8	16000101	2	12000001
10279	8	16000101	5	12000013
10279	8	16000101	2	12000017
10280	8	16000101	5	12000019
10280	8	16000101	2	12000007
10281	8	16000101	5	12000007
10281	8	16000101	2	12000011
10282	8	16000101	5	12000005
10282	8	16000101	2	12000020
10283	8	16000101	5	12000013
10283	8	16000101	2	12000015
10284	8	16000101	5	12000019
10284	8	16000101	2	12000013
10285	8	16000101	5	12000000
10285	8	16000101	2	12000003
10286	8	16000101	5	12000018
10286	8	16000101	2	12000011
10287	8	16000101	5	12000016
10287	8	16000101	2	12000000
10288	8	16000101	5	12000003
10288	8	16000101	2	12000009
10289	8	16000101	5	12000009
10289	8	16000101	2	12000015
10290	8	16000101	5	12000010
10290	8	16000101	2	12000014
10291	8	16000101	5	12000006
10291	8	16000101	2	12000015
10292	8	16000101	5	12000009
10292	8	16000101	2	12000001
10293	8	16000101	5	12000012
10293	8	16000101	2	12000013
10294	8	16000101	5	12000015
10294	8	16000101	2	12000006
10295	8	16000101	5	12000010
10295	8	16000101	2	12000002
10296	8	16000101	5	12000011
10296	8	16000101	2	12000002
10297	8	16000101	5	12000013
10297	8	16000101	2	12000006
10298	8	16000101	5	12000013
10298	8	16000101	2	12000006
10299	8	16000101	5	12000002
10299	8	16000101	2	12000021
10300	8	16000101	5	12000009
10300	8	16000101	2	12000020
10301	8	16000101	5	12000020
10301	8	16000101	2	12000005
10302	8	16000101	5	12000020
10302	8	16000101	2	12000007
10303	8	16000101	5	12000000
10303	8	16000101	2	12000009
10304	8	16000101	5	12000015
10304	8	16000101	2	12000016
10305	8	16000101	5	12000012
10305	8	16000101	2	12000017
10306	8	16000101	5	12000009
10306	8	16000101	2	12000020
10307	8	16000101	5	12000014
10307	8	16000101	2	12000013
10308	8	16000101	5	12000005
10308	8	16000101	2	12000021
10309	8	16000101	5	12000021
10309	8	16000101	2	12000011
10310	8	16000101	5	12000021
10310	8	16000101	2	12000009
10311	8	16000101	5	12000006
10311	8	16000101	2	12000012
10312	8	16000101	5	12000000
10312	8	16000101	2	12000012
10313	8	16000101	5	12000004
10313	8	16000101	2	12000014
10314	8	16000101	5	12000021
10314	8	16000101	2	12000020
10315	8	16000101	5	12000003
10315	8	16000101	2	12000000
10316	8	16000101	5	12000001
10316	8	16000101	2	12000017
10317	8	16000101	5	12000015
10317	8	16000101	2	12000016
10318	8	16000101	5	12000017
10318	8	16000101	2	12000006
10319	8	16000101	5	12000017
10319	8	16000101	2	12000000
10320	8	16000101	5	12000018
10320	8	16000101	2	12000019
10321	8	16000101	5	12000021
10321	8	16000101	2	12000019
10322	8	16000101	5	12000007
10322	8	16000101	2	12000008
10323	8	16000101	5	12000009
10323	8	16000101	2	12000007
10324	8	16000101	5	12000006
10324	8	16000101	2	12000018
10325	8	16000101	5	12000004
10325	8	16000101	2	12000001
10326	8	16000101	5	12000004
10326	8	16000101	2	12000005
10327	8	16000101	5	12000019
10327	8	16000101	2	12000007
10328	8	16000101	5	12000011
10328	8	16000101	2	12000002
10329	8	16000101	5	12000017
10329	8	16000101	2	12000001
10330	8	16000101	5	12000019
10330	8	16000101	2	12000020
10331	8	16000101	5	12000000
10331	8	16000101	2	12000018
10332	8	16000101	5	12000017
10332	8	16000101	2	12000019
10333	8	16000101	5	12000000
10333	8	16000101	2	12000007
10334	8	16000101	5	12000001
10334	8	16000101	2	12000008
10335	8	16000101	5	12000003
10335	8	16000101	2	12000009
10336	8	16000101	5	12000013
10336	8	16000101	2	12000016
10337	8	16000101	5	12000012
10337	8	16000101	2	12000014
10338	8	16000101	5	12000012
10338	8	16000101	2	12000006
10339	8	16000101	5	12000013
10339	8	16000101	2	12000004
10340	8	16000101	5	12000016
10340	8	16000101	2	12000009
10341	8	16000101	5	12000006
10341	8	16000101	2	12000013
10342	8	16000101	5	12000015
10342	8	16000101	2	12000001
10343	8	16000101	5	12000002
10343	8	16000101	2	12000009
10344	8	16000101	5	12000007
10344	8	16000101	2	12000005
10345	8	16000101	5	12000017
10345	8	16000101	2	12000008
10346	8	16000101	5	12000003
10346	8	16000101	2	12000011
10347	8	16000101	5	12000014
10347	8	16000101	2	12000017
10348	8	16000101	5	12000003
10348	8	16000101	2	12000019
10349	8	16000101	5	12000016
10349	8	16000101	2	12000008
10350	8	16000101	5	12000020
10350	8	16000101	2	12000021
10351	8	16000101	5	12000013
10351	8	16000101	2	12000014
10352	8	16000101	5	12000015
10352	8	16000101	2	12000000
10353	8	16000101	5	12000014
10353	8	16000101	2	12000007
10354	8	16000101	5	12000007
10354	8	16000101	2	12000003
10355	8	16000101	5	12000017
10355	8	16000101	2	12000001
10356	8	16000101	5	12000002
10356	8	16000101	2	12000017
10357	8	16000101	5	12000000
10357	8	16000101	2	12000021
10358	8	16000101	5	12000012
10358	8	16000101	2	12000021
10359	8	16000101	5	12000004
10359	8	16000101	2	12000001
10360	8	16000101	5	12000017
10360	8	16000101	2	12000000
10361	8	16000101	5	12000004
10361	8	16000101	2	12000000
10362	8	16000101	5	12000020
10362	8	16000101	2	12000015
10363	8	16000101	5	12000015
10363	8	16000101	2	12000011
10364	8	16000101	5	12000002
10364	8	16000101	2	12000012
10365	8	16000101	5	12000019
10365	8	16000101	2	12000003
10366	8	16000101	5	12000008
10366	8	16000101	2	12000013
10367	8	16000101	5	12000001
10367	8	16000101	2	12000006
10368	8	16000101	5	12000011
10368	8	16000101	2	12000000
10369	8	16000101	5	12000010
10369	8	16000101	2	12000006
10370	8	16000101	5	12000001
10370	8	16000101	2	12000009
10371	8	16000101	5	12000015
10371	8	16000101	2	12000014
10372	8	16000101	5	12000019
10372	8	16000101	2	12000015
10373	8	16000101	5	12000018
10373	8	16000101	2	12000019
10374	8	16000101	5	12000002
10374	8	16000101	2	12000016
10375	8	16000101	5	12000003
10375	8	16000101	2	12000001
10376	8	16000101	5	12000014
10376	8	16000101	2	12000017
10377	8	16000101	5	12000018
10377	8	16000101	2	12000010
10378	8	16000101	5	12000002
10378	8	16000101	2	12000009
10379	8	16000101	5	12000000
10379	8	16000101	2	12000015
10380	8	16000101	5	12000016
10380	8	16000101	2	12000019
10381	8	16000101	5	12000001
10381	8	16000101	2	12000011
10382	8	16000101	5	12000001
10382	8	16000101	2	12000016
10383	8	16000101	5	12000003
10383	8	16000101	2	12000016
10384	8	16000101	5	12000004
10384	8	16000101	2	12000012
10385	8	16000101	5	12000018
10385	8	16000101	2	12000013
10386	8	16000101	5	12000012
10386	8	16000101	2	12000015
10387	8	16000101	5	12000015
10387	8	16000101	2	12000000
10388	8	16000101	5	12000004
10388	8	16000101	2	12000016
10389	8	16000101	5	12000019
10389	8	16000101	2	12000008
10390	8	16000101	5	12000016
10390	8	16000101	2	12000012
10391	8	16000101	5	12000005
10391	8	16000101	2	12000021
10392	8	16000101	5	12000021
10392	8	16000101	2	12000005
10393	8	16000101	5	12000007
10393	8	16000101	2	12000006
10394	8	16000101	5	12000007
10394	8	16000101	2	12000001
10395	8	16000101	5	12000002
10395	8	16000101	2	12000011
10396	8	16000101	5	12000021
10396	8	16000101	2	12000016
10397	8	16000101	5	12000011
10397	8	16000101	2	12000017
10398	8	16000101	5	12000018
10398	8	16000101	2	12000016
10399	8	16000101	5	12000008
10399	8	16000101	2	12000019
10400	8	16000101	5	12000012
10400	8	16000101	2	12000014
10401	8	16000101	5	12000013
10401	8	16000101	2	12000005
10402	8	16000101	5	12000003
10402	8	16000101	2	12000021
10403	8	16000101	5	12000021
10403	8	16000101	2	12000015
10404	8	16000101	5	12000010
10404	8	16000101	2	12000020
10405	8	16000101	5	12000009
10405	8	16000101	2	12000018
10406	8	16000101	5	12000005
10406	8	16000101	2	12000008
10407	8	16000101	5	12000002
10407	8	16000101	2	12000001
10408	8	16000101	5	12000016
10408	8	16000101	2	12000020
10409	8	16000101	5	12000016
10409	8	16000101	2	12000004
10410	8	16000101	5	12000019
10410	8	16000101	2	12000002
10411	8	16000101	5	12000016
10411	8	16000101	2	12000001
10412	8	16000101	5	12000021
10412	8	16000101	2	12000019
10413	8	16000101	5	12000015
10413	8	16000101	2	12000011
10414	8	16000101	5	12000015
10414	8	16000101	2	12000011
10415	8	16000101	5	12000000
10415	8	16000101	2	12000009
10416	8	16000101	5	12000021
10416	8	16000101	2	12000007
10417	8	16000101	5	12000015
10417	8	16000101	2	12000017
10418	8	16000101	5	12000016
10418	8	16000101	2	12000009
10419	8	16000101	5	12000019
10419	8	16000101	2	12000013
10420	8	16000101	5	12000004
10420	8	16000101	2	12000021
10421	8	16000101	5	12000020
10421	8	16000101	2	12000010
10422	8	16000101	5	12000007
10422	8	16000101	2	12000011
10423	8	16000101	5	12000013
10423	8	16000101	2	12000017
10424	8	16000101	5	12000007
10424	8	16000101	2	12000002
10425	8	16000101	5	12000021
10425	8	16000101	2	12000017
10426	8	16000101	5	12000010
10426	8	16000101	2	12000008
10427	8	16000101	5	12000018
10427	8	16000101	2	12000003
10428	8	16000101	5	12000002
10428	8	16000101	2	12000010
10429	8	16000101	5	12000016
10429	8	16000101	2	12000008
10430	8	16000101	5	12000003
10430	8	16000101	2	12000016
10431	8	16000101	5	12000008
10431	8	16000101	2	12000010
10432	8	16000101	5	12000002
10432	8	16000101	2	12000006
10433	8	16000101	5	12000010
10433	8	16000101	2	12000001
10434	8	16000101	5	12000007
10434	8	16000101	2	12000002
10435	8	16000101	5	12000016
10435	8	16000101	2	12000009
10436	8	16000101	5	12000010
10436	8	16000101	2	12000014
10437	8	16000101	5	12000006
10437	8	16000101	2	12000016
10438	8	16000101	5	12000014
10438	8	16000101	2	12000000
10439	8	16000101	5	12000001
10439	8	16000101	2	12000011
10440	8	16000101	5	12000013
10440	8	16000101	2	12000004
10441	8	16000101	5	12000000
10441	8	16000101	2	12000003
10442	8	16000101	5	12000015
10442	8	16000101	2	12000017
10443	8	16000101	5	12000002
10443	8	16000101	2	12000004
10444	8	16000101	5	12000011
10444	8	16000101	2	12000021
10445	8	16000101	5	12000002
10445	8	16000101	2	12000018
10446	8	16000101	5	12000003
10446	8	16000101	2	12000000
10447	8	16000101	5	12000016
10447	8	16000101	2	12000002
10448	8	16000101	5	12000015
10448	8	16000101	2	12000012
10449	8	16000101	5	12000014
10449	8	16000101	2	12000018
10450	8	16000101	5	12000005
10450	8	16000101	2	12000001
10451	8	16000101	5	12000014
10451	8	16000101	2	12000009
10452	8	16000101	5	12000013
10452	8	16000101	2	12000005
10453	8	16000101	5	12000007
10453	8	16000101	2	12000002
10454	8	16000101	5	12000018
10454	8	16000101	2	12000006
10455	8	16000101	5	12000011
10455	8	16000101	2	12000006
10456	8	16000101	5	12000015
10456	8	16000101	2	12000018
10457	8	16000101	5	12000015
10457	8	16000101	2	12000001
10458	8	16000101	5	12000009
10458	8	16000101	2	12000008
10459	8	16000101	5	12000017
10459	8	16000101	2	12000005
10460	8	16000101	5	12000014
10460	8	16000101	2	12000006
10461	8	16000101	5	12000009
10461	8	16000101	2	12000008
10462	8	16000101	5	12000010
10462	8	16000101	2	12000005
10463	8	16000101	5	12000005
10463	8	16000101	2	12000021
10464	8	16000101	5	12000014
10464	8	16000101	2	12000017
10465	8	16000101	5	12000020
10465	8	16000101	2	12000006
10466	8	16000101	5	12000003
10466	8	16000101	2	12000001
10467	8	16000101	5	12000005
10467	8	16000101	2	12000003
10468	8	16000101	5	12000020
10468	8	16000101	2	12000006
10469	8	16000101	5	12000003
10469	8	16000101	2	12000011
10470	8	16000101	5	12000008
10470	8	16000101	2	12000001
10471	8	16000101	5	12000010
10471	8	16000101	2	12000011
10472	8	16000101	5	12000018
10472	8	16000101	2	12000000
10473	8	16000101	5	12000015
10473	8	16000101	2	12000000
10474	8	16000101	5	12000016
10474	8	16000101	2	12000013
10475	8	16000101	5	12000015
10475	8	16000101	2	12000003
10476	8	16000101	5	12000006
10476	8	16000101	2	12000007
10477	8	16000101	5	12000009
10477	8	16000101	2	12000014
10478	8	16000101	5	12000003
10478	8	16000101	2	12000006
10479	8	16000101	5	12000011
10479	8	16000101	2	12000016
10480	8	16000101	5	12000006
10480	8	16000101	2	12000010
10481	8	16000101	5	12000003
10481	8	16000101	2	12000007
10482	8	16000101	5	12000005
10482	8	16000101	2	12000018
10483	8	16000101	5	12000014
10483	8	16000101	2	12000006
10484	8	16000101	5	12000016
10484	8	16000101	2	12000002
10485	8	16000101	5	12000005
10485	8	16000101	2	12000001
10486	8	16000101	5	12000007
10486	8	16000101	2	12000015
10487	8	16000101	5	12000017
10487	8	16000101	2	12000008
10488	8	16000101	5	12000005
10488	8	16000101	2	12000008
10489	8	16000101	5	12000021
10489	8	16000101	2	12000001
10490	8	16000101	5	12000018
10490	8	16000101	2	12000002
10491	8	16000101	5	12000019
10491	8	16000101	2	12000008
10492	8	16000101	5	12000008
10492	8	16000101	2	12000020
10493	8	16000101	5	12000007
10493	8	16000101	2	12000012
10494	8	16000101	5	12000017
10494	8	16000101	2	12000016
10495	8	16000101	5	12000001
10495	8	16000101	2	12000018
10496	8	16000101	5	12000010
10496	8	16000101	2	12000017
10497	8	16000101	5	12000018
10497	8	16000101	2	12000003
10498	8	16000101	5	12000008
10498	8	16000101	2	12000016
10499	8	16000101	5	12000000
10499	8	16000101	2	12000004
10500	8	16000101	5	12000019
10500	8	16000101	2	12000012
10501	8	16000101	5	12000017
10501	8	16000101	2	12000021
10502	8	16000101	5	12000015
10502	8	16000101	2	12000017
10503	8	16000101	5	12000017
10503	8	16000101	2	12000006
10504	8	16000101	5	12000010
10504	8	16000101	2	12000008
10505	8	16000101	5	12000006
10505	8	16000101	2	12000002
