#机器人id	武将ID	等级	颜色	技能ID	培养等级
id	role	level	color	skillid	edulevel
10029	12000027	26	1	14010027	1
10029	12000029	26	1	14010029	1
10030	12000020	26	2	14010020	1
10030	12000026	26	2	14010026	1
10030	12000023	26	1	14010023	1
10030	12000037	26	1	14010037	1
10031	12000014	26	2	14010014	1
10031	12000024	26	2	14010024	1
10031	12000041	26	1	14010041	1
10031	12000027	26	1	14010027	1
10032	12000013	26	2	14010013	1
10032	12000024	26	2	14010024	1
10032	12000038	26	1	14010038	1
10032	12000049	26	1	14010049	1
10033	12000020	26	2	14010020	1
10033	12000046	26	2	14010046	1
10033	12000034	26	1	14010034	1
10033	12000026	26	1	14010026	1
10034	12000009	26	2	14010009	1
10034	12000030	26	2	14010030	1
10034	12000037	26	1	14010037	1
10034	12000031	26	1	14010031	1
10035	12000010	26	2	14010010	1
10035	12000041	26	2	14010041	1
10035	12000042	26	1	14010042	1
10035	12000036	26	1	14010036	1
10036	12000018	26	2	14010018	1
10036	12000031	26	2	14010031	1
10036	12000041	26	1	14010041	1
10036	12000042	26	1	14010042	1
10037	12000001	26	2	14010001	1
10037	12000023	26	2	14010023	1
10037	12000043	26	1	14010043	1
10037	12000035	26	1	14010035	1
10038	12000011	26	2	14010011	1
10038	12000027	26	2	14010027	1
10038	12000032	26	1	14010032	1
10038	12000037	26	1	14010037	1
10039	12000016	26	2	14010016	1
10039	12000049	26	2	14010049	1
10039	12000038	26	1	14010038	1
10039	12000024	26	1	14010024	1
10040	12000004	26	2	14010004	1
10040	12000031	26	2	14010031	1
10040	12000022	26	1	14010022	1
10040	12000026	26	1	14010026	1
10041	12000011	26	2	14010011	1
10041	12000036	26	2	14010036	1
10041	12000045	26	1	14010045	1
10041	12000040	26	1	14010040	1
10042	12000000	26	2	14010000	1
10042	12000036	26	2	14010036	1
10042	12000034	26	1	14010034	1
10042	12000029	26	1	14010029	1
10043	12000014	26	2	14010014	1
10043	12000049	26	2	14010049	1
10043	12000048	26	1	14010048	1
10043	12000034	26	1	14010034	1
10044	12000016	27	2	14010016	3
10044	12000026	27	2	14010026	3
10044	12000044	27	1	14010044	3
10044	12000038	27	1	14010038	3
10045	12000009	27	2	14010009	3
10045	12000033	27	2	14010033	3
10045	12000027	27	1	14010027	3
10045	12000037	27	1	14010037	3
10046	12000018	27	2	14010018	3
10046	12000036	27	2	14010036	3
10046	12000031	27	1	14010031	3
10046	12000023	27	1	14010023	3
10047	12000001	27	2	14010001	3
10047	12000023	27	2	14010023	3
10047	12000044	27	1	14010044	3
10047	12000034	27	1	14010034	3
10048	12000006	27	2	14010006	3
10048	12000036	27	2	14010036	3
10048	12000035	27	1	14010035	3
10048	12000040	27	1	14010040	3
10049	12000013	27	2	14010013	3
10049	12000043	27	2	14010043	3
10049	12000025	27	1	14010025	3
10049	12000035	27	1	14010035	3
10050	12000016	27	2	14010016	3
10050	12000032	27	2	14010032	3
10050	12000034	27	1	14010034	3
10050	12000048	27	1	14010048	3
10051	12000019	27	2	14010019	3
10051	12000025	27	2	14010025	3
10051	12000032	27	1	14010032	3
10051	12000035	27	1	14010035	3
10052	12000012	27	2	14010012	3
10052	12000045	27	2	14010045	3
10052	12000039	27	1	14010039	3
10052	12000028	27	1	14010028	3
10053	12000015	27	2	14010015	3
10053	12000022	27	2	14010022	3
10053	12000040	27	1	14010040	3
10053	12000025	27	1	14010025	3
10054	12000020	27	2	14010020	3
10054	12000046	27	2	14010046	3
10054	12000045	27	1	14010045	3
10054	12000038	27	1	14010038	3
10055	12000002	27	2	14010002	3
10055	12000030	27	2	14010030	3
10055	12000024	27	1	14010024	3
10055	12000039	27	1	14010039	3
10056	12000000	27	2	14010000	3
10056	12000022	27	2	14010022	3
10056	12000037	27	1	14010037	3
10056	12000041	27	1	14010041	3
10057	12000006	27	2	14010006	3
10057	12000043	27	2	14010043	3
10057	12000033	27	1	14010033	3
10057	12000024	27	1	14010024	3
10058	12000013	27	2	14010013	3
10058	12000048	27	2	14010048	3
10058	12000032	27	1	14010032	3
10058	12000024	27	1	14010024	3
10059	12000000	27	2	14010000	3
10059	12000033	27	2	14010033	3
10059	12000031	27	1	14010031	3
10059	12000049	27	1	14010049	3
10060	12000006	27	2	14010006	3
10060	12000034	27	2	14010034	3
10060	12000039	27	1	14010039	3
10060	12000032	27	1	14010032	3
10061	12000002	27	2	14010002	3
10061	12000023	27	2	14010023	3
10061	12000030	27	1	14010030	3
10061	12000036	27	1	14010036	3
10062	12000001	27	2	14010001	3
10062	12000030	27	2	14010030	3
10062	12000031	27	1	14010031	3
10062	12000026	27	1	14010026	3
10063	12000008	27	2	14010008	3
10063	12000039	27	2	14010039	3
10063	12000032	27	1	14010032	3
10063	12000029	27	1	14010029	3
10064	12000012	27	2	14010012	3
10064	12000035	27	2	14010035	3
10064	12000036	27	1	14010036	3
10064	12000042	27	1	14010042	3
10065	12000003	27	2	14010003	3
10065	12000042	27	2	14010042	3
10065	12000036	27	1	14010036	3
10065	12000035	27	1	14010035	3
10066	12000015	27	2	14010015	3
10066	12000025	27	2	14010025	3
10066	12000047	27	1	14010047	3
10066	12000027	27	1	14010027	3
10067	12000003	27	2	14010003	3
10067	12000037	27	2	14010037	3
10067	12000043	27	1	14010043	3
10067	12000036	27	1	14010036	3
10068	12000015	27	2	14010015	3
10068	12000044	27	2	14010044	3
10068	12000025	27	1	14010025	3
10068	12000045	27	1	14010045	3
10069	12000006	27	2	14010006	3
10069	12000036	27	2	14010036	3
10069	12000046	27	1	14010046	3
10069	12000023	27	1	14010023	3
10070	12000016	27	2	14010016	3
10070	12000026	27	2	14010026	3
10070	12000047	27	1	14010047	3
10070	12000045	27	1	14010045	3
10071	12000021	27	2	14010021	3
10071	12000031	27	2	14010031	3
10071	12000032	27	1	14010032	3
10071	12000046	27	1	14010046	3
10072	12000003	28	2	14010003	4
10072	12000048	28	2	14010048	4
10072	12000024	28	1	14010024	4
10072	12000047	28	1	14010047	4
10073	12000000	28	2	14010000	4
10073	12000034	28	2	14010034	4
10073	12000046	28	1	14010046	4
10073	12000029	28	1	14010029	4
10074	12000004	28	2	14010004	4
10074	12000038	28	2	14010038	4
10074	12000046	28	1	14010046	4
10074	12000037	28	1	14010037	4
10075	12000019	28	2	14010019	4
10075	12000038	28	2	14010038	4
10075	12000046	28	1	14010046	4
10075	12000040	28	1	14010040	4
10076	12000013	28	2	14010013	4
10076	12000024	28	2	14010024	4
10076	12000044	28	1	14010044	4
10076	12000037	28	1	14010037	4
10077	12000015	28	2	14010015	4
10077	12000036	28	2	14010036	4
10077	12000038	28	1	14010038	4
10077	12000048	28	1	14010048	4
10078	12000003	28	2	14010003	4
10078	12000045	28	2	14010045	4
10078	12000047	28	1	14010047	4
10078	12000041	28	1	14010041	4
10079	12000008	28	2	14010008	4
10079	12000042	28	2	14010042	4
10079	12000038	28	1	14010038	4
10079	12000035	28	1	14010035	4
10080	12000015	28	2	14010015	4
10080	12000039	28	2	14010039	4
10080	12000025	28	1	14010025	4
10080	12000023	28	1	14010023	4
10081	12000003	28	2	14010003	4
10081	12000022	28	2	14010022	4
10081	12000030	28	1	14010030	4
10081	12000046	28	1	14010046	4
10082	12000018	28	2	14010018	4
10082	12000027	28	2	14010027	4
10082	12000036	28	1	14010036	4
10082	12000042	28	1	14010042	4
10083	12000016	28	2	14010016	4
10083	12000038	28	2	14010038	4
10083	12000026	28	1	14010026	4
10083	12000035	28	1	14010035	4
10084	12000004	28	2	14010004	4
10084	12000025	28	2	14010025	4
10084	12000033	28	1	14010033	4
10084	12000048	28	1	14010048	4
10085	12000017	28	2	14010017	4
10085	12000041	28	2	14010041	4
10085	12000048	28	1	14010048	4
10085	12000032	28	1	14010032	4
10086	12000011	28	2	14010011	4
10086	12000029	28	2	14010029	4
10086	12000046	28	1	14010046	4
10086	12000033	28	1	14010033	4
10087	12000020	28	2	14010020	4
10087	12000029	28	2	14010029	4
10087	12000028	28	1	14010028	4
10087	12000045	28	1	14010045	4
10088	12000014	28	2	14010014	4
10088	12000044	28	2	14010044	4
10088	12000029	28	1	14010029	4
10088	12000048	28	1	14010048	4
10089	12000019	28	2	14010019	4
10089	12000037	28	2	14010037	4
10089	12000048	28	1	14010048	4
10089	12000022	28	1	14010022	4
10090	12000003	28	2	14010003	4
10090	12000049	28	2	14010049	4
10090	12000038	28	1	14010038	4
10090	12000026	28	1	14010026	4
10091	12000003	28	2	14010003	4
10091	12000041	28	2	14010041	4
10091	12000022	28	1	14010022	4
10091	12000045	28	1	14010045	4
10092	12000002	28	2	14010002	4
10092	12000027	28	2	14010027	4
10092	12000025	28	1	14010025	4
10092	12000049	28	1	14010049	4
10093	12000003	28	2	14010003	4
10093	12000038	28	2	14010038	4
10093	12000041	28	1	14010041	4
10093	12000034	28	1	14010034	4
10094	12000008	28	2	14010008	4
10094	12000032	28	2	14010032	4
10094	12000030	28	1	14010030	4
10094	12000035	28	1	14010035	4
10095	12000016	28	2	14010016	4
10095	12000030	28	2	14010030	4
10095	12000043	28	1	14010043	4
10095	12000040	28	1	14010040	4
10096	12000006	28	2	14010006	4
10096	12000022	28	2	14010022	4
10096	12000043	28	1	14010043	4
10096	12000028	28	1	14010028	4
10097	12000010	28	2	14010010	4
10097	12000022	28	2	14010022	4
10097	12000027	28	1	14010027	4
10097	12000041	28	1	14010041	4
10098	12000002	28	2	14010002	4
10098	12000023	28	2	14010023	4
10098	12000047	28	1	14010047	4
10098	12000032	28	1	14010032	4
10099	12000002	28	2	14010002	4
10099	12000045	28	2	14010045	4
10099	12000038	28	1	14010038	4
10099	12000029	28	1	14010029	4
10100	12000003	28	2	14010003	4
10100	12000033	28	2	14010033	4
10100	12000030	28	1	14010030	4
10100	12000045	28	1	14010045	4
10101	12000002	29	2	14010002	5
10101	12000034	29	2	14010034	5
10101	12000039	29	1	14010039	5
10101	12000022	29	1	14010022	5
10102	12000003	29	2	14010003	5
10102	12000049	29	2	14010049	5
10102	12000040	29	1	14010040	5
10102	12000033	29	1	14010033	5
10103	12000004	29	2	14010004	5
10103	12000049	29	2	14010049	5
10103	12000036	29	1	14010036	5
10103	12000043	29	1	14010043	5
10104	12000016	29	2	14010016	5
10104	12000049	29	2	14010049	5
10104	12000034	29	1	14010034	5
10104	12000031	29	1	14010031	5
10105	12000005	29	2	14010005	5
10105	12000023	29	2	14010023	5
10105	12000049	29	1	14010049	5
10105	12000028	29	1	14010028	5
10106	12000009	29	2	14010009	5
10106	12000034	29	2	14010034	5
10106	12000042	29	1	14010042	5
10106	12000037	29	1	14010037	5
10107	12000001	29	2	14010001	5
10107	12000029	29	2	14010029	5
10107	12000023	29	1	14010023	5
10107	12000049	29	1	14010049	5
10108	12000015	29	2	14010015	5
10108	12000049	29	2	14010049	5
10108	12000027	29	1	14010027	5
10108	12000029	29	1	14010029	5
10109	12000001	29	2	14010001	5
10109	12000027	29	2	14010027	5
10109	12000028	29	1	14010028	5
10109	12000042	29	1	14010042	5
10110	12000002	29	2	14010002	5
10110	12000049	29	2	14010049	5
10110	12000034	29	1	14010034	5
10110	12000022	29	1	14010022	5
10111	12000017	29	2	14010017	5
10111	12000033	29	2	14010033	5
10111	12000028	29	1	14010028	5
10111	12000043	29	1	14010043	5
10112	12000017	29	2	14010017	5
10112	12000039	29	2	14010039	5
10112	12000036	29	1	14010036	5
10112	12000032	29	1	14010032	5
10113	12000004	29	2	14010004	5
10113	12000036	29	2	14010036	5
10113	12000030	29	1	14010030	5
10113	12000043	29	1	14010043	5
10114	12000013	29	2	14010013	5
10114	12000025	29	2	14010025	5
10114	12000043	29	1	14010043	5
10114	12000036	29	1	14010036	5
10115	12000014	29	2	14010014	5
10115	12000034	29	2	14010034	5
10115	12000049	29	1	14010049	5
10115	12000038	29	1	14010038	5
10116	12000014	29	2	14010014	5
10116	12000026	29	2	14010026	5
10116	12000029	29	1	14010029	5
10116	12000036	29	1	14010036	5
10117	12000020	29	2	14010020	5
10117	12000022	29	2	14010022	5
10117	12000025	29	1	14010025	5
10117	12000048	29	1	14010048	5
10118	12000007	29	2	14010007	5
10118	12000043	29	2	14010043	5
10118	12000030	29	1	14010030	5
10118	12000033	29	1	14010033	5
10119	12000017	29	2	14010017	5
10119	12000036	29	2	14010036	5
10119	12000023	29	1	14010023	5
10119	12000045	29	1	14010045	5
10120	12000007	29	2	14010007	5
10120	12000039	29	2	14010039	5
10120	12000035	29	1	14010035	5
10120	12000026	29	1	14010026	5
10121	12000010	29	2	14010010	5
10121	12000039	29	2	14010039	5
10121	12000031	29	1	14010031	5
10121	12000042	29	1	14010042	5
10122	12000002	29	2	14010002	5
10122	12000026	29	2	14010026	5
10122	12000028	29	1	14010028	5
10122	12000027	29	1	14010027	5
10123	12000001	29	2	14010001	5
10123	12000032	29	2	14010032	5
10123	12000038	29	1	14010038	5
10123	12000043	29	1	14010043	5
10124	12000018	29	2	14010018	5
10124	12000031	29	2	14010031	5
10124	12000040	29	1	14010040	5
10124	12000038	29	1	14010038	5
10125	12000017	29	2	14010017	5
10125	12000034	29	2	14010034	5
10125	12000040	29	1	14010040	5
10125	12000023	29	1	14010023	5
10126	12000009	29	2	14010009	5
10126	12000032	29	2	14010032	5
10126	12000023	29	1	14010023	5
10126	12000022	29	1	14010022	5
10127	12000017	29	2	14010017	5
10127	12000043	29	2	14010043	5
10127	12000035	29	1	14010035	5
10127	12000033	29	1	14010033	5
10128	12000005	29	2	14010005	5
10128	12000049	29	2	14010049	5
10128	12000026	29	1	14010026	5
10128	12000043	29	1	14010043	5
10129	12000012	29	2	14010012	5
10129	12000031	29	2	14010031	5
10129	12000042	29	1	14010042	5
10129	12000040	29	1	14010040	5
10130	12000003	30	4	14010003	6
10130	12000042	30	2	14010042	6
10130	12000035	30	2	14010035	6
10130	12000022	30	1	14010022	6
10131	12000015	30	4	14010015	6
10131	12000043	30	2	14010043	6
10131	12000032	30	2	14010032	6
10131	12000040	30	1	14010040	6
10132	12000017	30	4	14010017	6
10132	12000030	30	2	14010030	6
10132	12000040	30	2	14010040	6
10132	12000025	30	1	14010025	6
10133	12000014	30	4	14010014	6
10133	12000038	30	2	14010038	6
10133	12000049	30	2	14010049	6
10133	12000046	30	1	14010046	6
10134	12000009	30	4	14010009	6
10134	12000032	30	2	14010032	6
10134	12000022	30	2	14010022	6
10134	12000026	30	1	14010026	6
10135	12000014	30	4	14010014	6
10135	12000035	30	2	14010035	6
10135	12000037	30	2	14010037	6
10135	12000043	30	1	14010043	6
10136	12000021	30	4	14010021	6
10136	12000030	30	2	14010030	6
10136	12000024	30	2	14010024	6
10136	12000037	30	1	14010037	6
10137	12000006	30	4	14010006	6
10137	12000045	30	2	14010045	6
10137	12000040	30	2	14010040	6
10137	12000029	30	1	14010029	6
10138	12000008	30	4	14010008	6
10138	12000034	30	2	14010034	6
10138	12000036	30	2	14010036	6
10138	12000048	30	1	14010048	6
10139	12000008	30	4	14010008	6
10139	12000027	30	2	14010027	6
10139	12000026	30	2	14010026	6
10139	12000044	30	1	14010044	6
10140	12000018	30	4	14010018	6
10140	12000035	30	2	14010035	6
10140	12000040	30	2	14010040	6
10140	12000032	30	1	14010032	6
10141	12000020	30	4	14010020	6
10141	12000042	30	2	14010042	6
10141	12000038	30	2	14010038	6
10141	12000027	30	1	14010027	6
10142	12000017	30	4	14010017	6
10142	12000041	30	2	14010041	6
10142	12000045	30	2	14010045	6
10142	12000029	30	1	14010029	6
10143	12000009	30	4	14010009	6
10143	12000043	30	2	14010043	6
10143	12000023	30	2	14010023	6
10143	12000026	30	1	14010026	6
10144	12000018	30	4	14010018	6
10144	12000022	30	2	14010022	6
10144	12000024	30	2	14010024	6
10144	12000026	30	1	14010026	6
10145	12000021	30	4	14010021	6
10145	12000033	30	2	14010033	6
10145	12000036	30	2	14010036	6
10145	12000042	30	1	14010042	6
10146	12000019	30	4	14010019	6
10146	12000023	30	2	14010023	6
10146	12000024	30	2	14010024	6
10146	12000027	30	1	14010027	6
10147	12000004	30	4	14010004	6
10147	12000035	30	2	14010035	6
10147	12000037	30	2	14010037	6
10147	12000038	30	1	14010038	6
10148	12000014	30	4	14010014	6
10148	12000032	30	2	14010032	6
10148	12000026	30	2	14010026	6
10148	12000028	30	1	14010028	6
10149	12000011	30	4	14010011	6
10149	12000036	30	2	14010036	6
10149	12000026	30	2	14010026	6
10149	12000023	30	1	14010023	6
10150	12000019	30	4	14010019	6
10150	12000043	30	2	14010043	6
10150	12000042	30	2	14010042	6
10150	12000039	30	1	14010039	6
10151	12000019	30	4	14010019	6
10151	12000043	30	2	14010043	6
10151	12000049	30	2	14010049	6
10151	12000041	30	1	14010041	6
10152	12000017	30	4	14010017	6
10152	12000035	30	2	14010035	6
10152	12000039	30	2	14010039	6
10152	12000043	30	1	14010043	6
10153	12000005	30	4	14010005	6
10153	12000043	30	2	14010043	6
10153	12000039	30	2	14010039	6
10153	12000023	30	1	14010023	6
10154	12000021	30	4	14010021	6
10154	12000031	30	2	14010031	6
10154	12000048	30	2	14010048	6
10154	12000042	30	1	14010042	6
10155	12000015	30	4	14010015	6
10155	12000049	30	2	14010049	6
10155	12000045	30	2	14010045	6
10155	12000030	30	1	14010030	6
10156	12000015	30	4	14010015	6
10156	12000024	30	2	14010024	6
10156	12000032	30	2	14010032	6
10156	12000036	30	1	14010036	6
10157	12000002	30	4	14010002	6
10157	12000048	30	2	14010048	6
