#突破前装备id	突破后装备id	需要绿水晶个数	需要蓝水晶个数	需要紫水晶个数	材料id	材料数量
id	nextid	gcrystalnum	bcrystalnum	ycrystalnum	materialid	num
17030117	17030118	12	8	3	17010061	2
17030118	17030119	15	10	5	17030056	1
17030120	17030121	3	0	0	0	0
17030121	17030122	5	0	0	0	0
17030122	17030123	8	3	0	0	0
17030123	17030124	10	5	0	0	0
17030124	17030125	12	8	3	17010061	2
17030125	17030126	15	10	5	17030063	1
17030127	17030128	3	0	0	0	0
17030128	17030129	5	0	0	0	0
17030129	17030130	8	3	0	0	0
17030130	17030131	10	5	0	0	0
17030131	17030132	12	8	3	17010061	2
17030132	17030133	15	10	5	17030070	1
17030134	17030135	3	0	0	0	0
17030135	17030136	5	0	0	0	0
17030136	17030137	8	3	0	0	0
17030137	17030138	10	5	0	0	0
17030138	17030139	12	8	3	17010061	2
17030139	17030140	15	10	5	17030077	1
17030141	17030142	3	0	0	0	0
17030142	17030143	5	0	0	0	0
17030143	17030144	8	3	0	0	0
17030144	17030145	10	5	0	0	0
17030145	17030146	12	8	3	17010061	2
17030146	17030147	15	10	5	17030084	1
17030148	17030149	3	0	0	0	0
17030149	17030150	5	0	0	0	0
17030150	17030151	8	3	0	0	0
17030151	17030152	10	5	0	0	0
17030152	17030153	12	8	3	17010061	2
17030153	17030154	15	10	5	17030091	1
17030155	17030156	3	0	0	0	0
17030156	17030157	5	0	0	0	0
17030157	17030158	8	3	0	0	0
17030158	17030159	10	5	0	0	0
17030159	17030160	12	8	3	17010061	2
17030160	17030161	15	10	5	17030098	1
17030162	17030163	3	0	0	0	0
17030163	17030164	5	0	0	0	0
17030164	17030165	8	3	0	0	0
17030165	17030166	10	5	0	0	0
17030166	17030167	12	8	3	17010061	2
17030167	17030168	15	10	5	17030105	1
17030169	17030170	3	0	0	0	0
17030170	17030171	5	0	0	0	0
17030171	17030172	8	3	0	0	0
17030172	17030173	10	5	0	0	0
17030173	17030174	12	8	3	17010061	2
17030174	17030175	15	10	5	17030112	1
17030176	17030177	5	0	0	0	0
17030177	17030178	8	0	0	0	0
17030178	17030179	10	5	0	17010061	2
17030179	17030180	12	8	0	17010061	3
17030180	17030181	15	10	5	17010062	2
17030181	17030182	18	12	8	17030119	1
17030183	17030184	5	0	0	0	0
17030184	17030185	8	0	0	0	0
17030185	17030186	10	5	0	17010061	2
17030186	17030187	12	8	0	17010061	3
17030187	17030188	15	10	5	17010062	2
17030188	17030189	18	12	8	17030126	1
17030190	17030191	5	0	0	0	0
17030191	17030192	8	0	0	0	0
17030192	17030193	10	5	0	17010061	2
17030193	17030194	12	8	0	17010061	3
17030194	17030195	15	10	5	17010062	2
17030195	17030196	18	12	8	17030133	1
17030197	17030198	5	0	0	0	0
17030198	17030199	8	0	0	0	0
17030199	17030200	10	5	0	17010061	2
17030200	17030201	12	8	0	17010061	3
17030201	17030202	15	10	5	17010062	2
17030202	17030203	18	12	8	17030140	1
17030204	17030205	5	0	0	0	0
17030205	17030206	8	0	0	0	0
17030206	17030207	10	5	0	17010061	2
17030207	17030208	12	8	0	17010061	3
17030208	17030209	15	10	5	17010062	2
17030209	17030210	18	12	8	17030147	1
17030211	17030212	5	0	0	0	0
17030212	17030213	8	0	0	0	0
17030213	17030214	10	5	0	17010061	2
17030214	17030215	12	8	0	17010061	3
17030215	17030216	15	10	5	17010062	2
17030216	17030217	18	12	8	17030154	1
17030218	17030219	5	0	0	0	0
17030219	17030220	8	0	0	0	0
17030220	17030221	10	5	0	17010061	2
17030221	17030222	12	8	0	17010061	3
17030222	17030223	15	10	5	17010062	2
17030223	17030224	18	12	8	17030161	1
17030225	17030226	5	0	0	0	0
17030226	17030227	8	0	0	0	0
17030227	17030228	10	5	0	17010061	2
17030228	17030229	12	8	0	17010061	3
17030229	17030230	15	10	5	17010062	2
17030230	17030231	18	12	8	17030168	1
17030232	17030233	5	0	0	0	0
17030233	17030234	8	0	0	0	0
17030234	17030235	10	5	0	17010061	2
17030235	17030236	12	8	0	17010061	3
17030236	17030237	15	10	5	17010062	2
17030237	17030238	18	12	8	17030175	1
17030239	17030240	5	0	0	0	0
17030240	17030241	8	0	0	0	0
17030241	17030242	10	5	0	17010062	2
17030242	17030243	12	8	0	17010062	3
17030243	17030244	15	10	5	17010064	2
17030244	17030245	18	12	8	17030182	1
17030246	17030247	5	0	0	0	0
17030247	17030248	8	0	0	0	0
17030248	17030249	10	5	0	17010062	2
17030249	17030250	12	8	0	17010062	3
17030250	17030251	15	10	5	17010064	2
17030251	17030252	18	12	8	17030189	1
17030253	17030254	5	0	0	0	0
17030254	17030255	8	0	0	0	0
17030255	17030256	10	5	0	17010062	2
17030256	17030257	12	8	0	17010062	3
17030257	17030258	15	10	5	17010064	2
17030258	17030259	18	12	8	17030196	1
17030260	17030261	5	0	0	0	0
17030261	17030262	8	0	0	0	0
17030262	17030263	10	5	0	17010062	2
17030263	17030264	12	8	0	17010062	3
17030264	17030265	15	10	5	17010064	2
17030265	17030266	18	12	8	17030203	1
17030267	17030268	5	0	0	0	0
17030268	17030269	8	0	0	0	0
17030269	17030270	10	5	0	17010062	2
17030270	17030271	12	8	0	17010062	3
17030271	17030272	15	10	5	17010064	2
17030272	17030273	18	12	8	17030210	1
17030274	17030275	5	0	0	0	0
17030275	17030276	8	0	0	0	0
17030276	17030277	10	5	0	17010062	2
17030277	17030278	12	8	0	17010062	3
17030278	17030279	15	10	5	17010064	2
17030279	17030280	18	12	8	17030217	1
17030281	17030282	5	0	0	0	0
17030282	17030283	8	0	0	0	0
17030283	17030284	10	5	0	17010062	2
17030284	17030285	12	8	0	17010062	3
17030285	17030286	15	10	5	17010064	2
17030286	17030287	18	12	8	17030224	1
17030288	17030289	5	0	0	0	0
17030289	17030290	8	0	0	0	0
17030290	17030291	10	5	0	17010062	2
17030291	17030292	12	8	0	17010062	3
17030292	17030293	15	10	5	17010064	2
17030293	17030294	18	12	8	17030231	1
17030295	17030296	5	0	0	0	0
17030296	17030297	8	0	0	0	0
17030297	17030298	10	5	0	17010062	2
17030298	17030299	12	8	0	17010062	3
17030299	17030300	15	10	5	17010064	2
17030300	17030301	18	12	8	17030238	1
17030302	17030303	8	0	0	0	0
17030303	17030304	10	0	0	0	0
17030304	17030305	12	8	0	17010062	3
17030305	17030306	15	10	0	17010064	2
17030306	17030307	18	12	8	17010065	3
17030307	17030308	20	15	10	17030245	1
17030309	17030310	8	0	0	0	0
17030310	17030311	10	0	0	0	0
17030311	17030312	12	8	0	17010062	3
17030312	17030313	15	10	0	17010064	2
17030313	17030314	18	12	8	17010065	3
17030314	17030315	20	15	10	17030252	1
17030316	17030317	8	0	0	0	0
17030317	17030318	10	0	0	0	0
17030318	17030319	12	8	0	17010062	3
17030319	17030320	15	10	0	17010064	2
17030320	17030321	18	12	8	17010065	3
17030321	17030322	20	15	10	17030259	1
17030323	17030324	8	0	0	0	0
17030324	17030325	10	0	0	0	0
17030325	17030326	12	8	0	17010062	3
17030326	17030327	15	10	0	17010064	2
17030327	17030328	18	12	8	17010065	3
17030328	17030329	20	15	10	17030266	1
17030330	17030331	8	0	0	0	0
17030331	17030332	10	0	0	0	0
17030332	17030333	12	8	0	17010062	3
17030333	17030334	15	10	0	17010064	2
17030334	17030335	18	12	8	17010065	3
17030335	17030336	20	15	10	17030273	1
17030337	17030338	8	0	0	0	0
17030338	17030339	10	0	0	0	0
17030339	17030340	12	8	0	17010062	3
17030340	17030341	15	10	0	17010064	2
17030341	17030342	18	12	8	17010065	3
17030342	17030343	20	15	10	17030280	1
17030344	17030345	8	0	0	0	0
17030345	17030346	10	0	0	0	0
17030346	17030347	12	8	0	17010062	3
17030347	17030348	15	10	0	17010064	2
17030348	17030349	18	12	8	17010065	3
17030349	17030350	20	15	10	17030287	1
17030351	17030352	8	0	0	0	0
17030352	17030353	10	0	0	0	0
17030353	17030354	12	8	0	17010062	3
17030354	17030355	15	10	0	17010064	2
17030355	17030356	18	12	8	17010065	3
17030356	17030357	20	15	10	17030294	1
17030358	17030359	8	0	0	0	0
17030359	17030360	10	0	0	0	0
17030360	17030361	12	8	0	17010062	3
17030361	17030362	15	10	0	17010064	2
17030362	17030363	18	12	8	17010065	3
17030363	17030364	20	15	10	17030301	1
17030365	17030366	8	0	0	0	0
17030366	17030367	10	0	0	0	0
17030367	17030368	12	8	0	17010062	4
17030368	17030369	15	10	0	17010065	3
17030369	17030370	18	12	8	17010066	3
17030370	17030371	20	15	10	17030308	1
17030372	17030373	8	0	0	0	0
17030373	17030374	10	0	0	0	0
17030374	17030375	12	8	0	17010062	4
17030375	17030376	15	10	0	17010065	3
17030376	17030377	18	12	8	17010066	3
17030377	17030378	20	15	10	17030315	1
17030379	17030380	8	0	0	0	0
17030380	17030381	10	0	0	0	0
17030381	17030382	12	8	0	17010062	4
17030382	17030383	15	10	0	17010065	3
17030383	17030384	18	12	8	17010066	3
17030384	17030385	20	15	10	17030322	1
17030386	17030387	8	0	0	0	0
17030387	17030388	10	0	0	0	0
17030388	17030389	12	8	0	17010062	4
17030389	17030390	15	10	0	17010065	3
17030390	17030391	18	12	8	17010066	3
17030391	17030392	20	15	10	17030329	1
17030393	17030394	8	0	0	0	0
17030394	17030395	10	0	0	0	0
17030395	17030396	12	8	0	17010062	4
17030396	17030397	15	10	0	17010065	3
17030397	17030398	18	12	8	17010066	3
17030398	17030399	20	15	10	17030336	1
17030400	17030401	8	0	0	0	0
17030401	17030402	10	0	0	0	0
17030402	17030403	12	8	0	17010062	4
17030403	17030404	15	10	0	17010065	3
17030404	17030405	18	12	8	17010066	3
17030405	17030406	20	15	10	17030343	1
17030407	17030408	8	0	0	0	0
17030408	17030409	10	0	0	0	0
17030409	17030410	12	8	0	17010062	4
17030410	17030411	15	10	0	17010065	3
17030411	17030412	18	12	8	17010066	3
17030412	17030413	20	15	10	17030350	1
17030414	17030415	8	0	0	0	0
17030415	17030416	10	0	0	0	0
17030416	17030417	12	8	0	17010062	4
17030417	17030418	15	10	0	17010065	3
17030418	17030419	18	12	8	17010066	3
17030419	17030420	20	15	10	17030357	1
17030421	17030422	8	0	0	0	0
17030422	17030423	10	0	0	0	0
17030423	17030424	12	8	0	17010062	4
17030424	17030425	15	10	0	17010065	3
17030425	17030426	18	12	8	17010066	3
17030426	17030427	20	15	10	17030364	1
17030428	17030429	10	0	0	0	0
17030429	17030430	12	0	0	0	0
17030430	17030431	15	10	0	17010063	4
17030431	17030432	18	12	0	17010065	4
17030432	17030433	20	15	10	17010069	3
17030433	17030434	22	18	12	17030371	1
17030435	17030436	10	0	0	0	0
17030436	17030437	12	0	0	0	0
17030437	17030438	15	10	0	17010063	4
17030438	17030439	18	12	0	17010065	4
17030439	17030440	20	15	10	17010069	3
17030440	17030441	22	18	12	17030378	1
17030442	17030443	10	0	0	0	0
17030443	17030444	12	0	0	0	0
17030444	17030445	15	10	0	17010063	4
17030445	17030446	18	12	0	17010065	4
17030446	17030447	20	15	10	17010069	3
17030447	17030448	22	18	12	17030385	1
17030449	17030450	10	0	0	0	0
17030450	17030451	12	0	0	0	0
17030451	17030452	15	10	0	17010063	4
17030452	17030453	18	12	0	17010065	4
17030453	17030454	20	15	10	17010069	3
17030454	17030455	22	18	12	17030392	1
17030456	17030457	10	0	0	0	0
17030457	17030458	12	0	0	0	0
17030458	17030459	15	10	0	17010063	4
17030459	17030460	18	12	0	17010065	4
17030460	17030461	20	15	10	17010069	3
17030461	17030462	22	18	12	17030399	1
17030463	17030464	10	0	0	0	0
17030464	17030465	12	0	0	0	0
17030465	17030466	15	10	0	17010063	4
17030466	17030467	18	12	0	17010065	4
17030467	17030468	20	15	10	17010069	3
17030468	17030469	22	18	12	17030406	1
17030470	17030471	10	0	0	0	0
17030471	17030472	12	0	0	0	0
17030472	17030473	15	10	0	17010063	4
17030473	17030474	18	12	0	17010065	4
17030474	17030475	20	15	10	17010069	3
17030475	17030476	22	18	12	17030413	1
17030477	17030478	10	0	0	0	0
17030478	17030479	12	0	0	0	0
17030479	17030480	15	10	0	17010063	4
17030480	17030481	18	12	0	17010065	4
17030481	17030482	20	15	10	17010069	3
17030482	17030483	22	18	12	17030420	1
17030484	17030485	10	0	0	0	0
17030485	17030486	12	0	0	0	0
17030486	17030487	15	10	0	17010063	4
17030487	17030488	18	12	0	17010065	4
17030488	17030489	20	15	10	17010069	3
17030489	17030490	22	18	12	17030427	1
17030491	17030492	10	0	0	0	0
17030492	17030493	12	0	0	0	0
17030493	17030494	15	10	0	17010063	4
17030494	17030495	18	12	0	17010066	4
17030495	17030496	20	15	10	17010069	4
17030496	17030497	22	18	12	17030434	1
17030498	17030499	10	0	0	0	0
17030499	17030500	12	0	0	0	0
17030500	17030501	15	10	0	17010063	4
17030501	17030502	18	12	0	17010066	4
17030502	17030503	20	15	10	17010069	4
17030503	17030504	22	18	12	17030441	1
17030505	17030506	10	0	0	0	0
17030506	17030507	12	0	0	0	0
17030507	17030508	15	10	0	17010063	4
17030508	17030509	18	12	0	17010066	4
17030509	17030510	20	15	10	17010069	4
17030510	17030511	22	18	12	17030448	1
17030512	17030513	10	0	0	0	0
17030513	17030514	12	0	0	0	0
17030514	17030515	15	10	0	17010063	4
17030515	17030516	18	12	0	17010066	4
17030516	17030517	20	15	10	17010069	4
17030517	17030518	22	18	12	17030455	1
17030519	17030520	10	0	0	0	0
17030520	17030521	12	0	0	0	0
17030521	17030522	15	10	0	17010063	4
17030522	17030523	18	12	0	17010066	4
17030523	17030524	20	15	10	17010069	4
17030524	17030525	22	18	12	17030462	1
17030526	17030527	10	0	0	0	0
17030527	17030528	12	0	0	0	0
17030528	17030529	15	10	0	17010063	4
17030529	17030530	18	12	0	17010066	4
17030530	17030531	20	15	10	17010069	4
17030531	17030532	22	18	12	17030469	1
17030533	17030534	10	0	0	0	0
17030534	17030535	12	0	0	0	0
17030535	17030536	15	10	0	17010063	4
17030536	17030537	18	12	0	17010066	4
17030537	17030538	20	15	10	17010069	4
17030538	17030539	22	18	12	17030476	1
17030540	17030541	10	0	0	0	0
17030541	17030542	12	0	0	0	0
17030542	17030543	15	10	0	17010063	4
17030543	17030544	18	12	0	17010066	4
17030544	17030545	20	15	10	17010069	4
17030545	17030546	22	18	12	17030483	1
17030547	17030548	10	0	0	0	0
17030548	17030549	12	0	0	0	0
17030549	17030550	15	10	0	17010063	4
17030550	17030551	18	12	0	17010066	4
17030551	17030552	20	15	10	17010069	4
17030552	17030553	22	18	12	17030490	1
17030554	17030555	12	0	0	0	0
17030555	17030556	15	0	0	0	0
17030556	17030557	18	12	0	17010063	5
17030557	17030558	20	15	0	17010066	5
17030558	17030559	22	18	12	17010070	4
17030559	17030560	25	20	15	17030497	1
17030561	17030562	12	0	0	0	0
17030562	17030563	15	0	0	0	0
17030563	17030564	18	12	0	17010063	5
17030564	17030565	20	15	0	17010066	5
17030565	17030566	22	18	12	17010070	4
17030566	17030567	25	20	15	17030504	1
17030568	17030569	12	0	0	0	0
17030569	17030570	15	0	0	0	0
17030570	17030571	18	12	0	17010063	5
17030571	17030572	20	15	0	17010066	5
17030572	17030573	22	18	12	17010070	4
17030573	17030574	25	20	15	17030511	1
17030575	17030576	12	0	0	0	0
17030576	17030577	15	0	0	0	0
17030577	17030578	18	12	0	17010063	5
17030578	17030579	20	15	0	17010066	5
17030579	17030580	22	18	12	17010070	4
17030580	17030581	25	20	15	17030518	1
17030582	17030583	12	0	0	0	0
17030583	17030584	15	0	0	0	0
17030584	17030585	18	12	0	17010063	5
17030585	17030586	20	15	0	17010066	5
17030586	17030587	22	18	12	17010070	4
17030587	17030588	25	20	15	17030525	1
17030589	17030590	12	0	0	0	0
17030590	17030591	15	0	0	0	0
17030591	17030592	18	12	0	17010063	5
17030592	17030593	20	15	0	17010066	5
17030593	17030594	22	18	12	17010070	4
17030594	17030595	25	20	15	17030532	1
17030596	17030597	12	0	0	0	0
17030597	17030598	15	0	0	0	0
17030598	17030599	18	12	0	17010063	5
17030599	17030600	20	15	0	17010066	5
17030600	17030601	22	18	12	17010070	4
17030601	17030602	25	20	15	17030539	1
17030603	17030604	12	0	0	0	0
17030604	17030605	15	0	0	0	0
17030605	17030606	18	12	0	17010063	5
17030606	17030607	20	15	0	17010066	5
17030607	17030608	22	18	12	17010070	4
17030608	17030609	25	20	15	17030546	1
17030610	17030611	12	0	0	0	0
17030611	17030612	15	0	0	0	0
17030612	17030613	18	12	0	17010063	5
17030613	17030614	20	15	0	17010066	5
17030614	17030615	22	18	12	17010070	4
17030615	17030616	25	20	15	17030553	1
17030617	17030618	12	0	0	0	0
17030618	17030619	15	0	0	0	0
17030619	17030620	18	12	0	17010063	5
17030620	17030621	20	15	0	17010067	5
17030621	17030622	22	18	12	17010071	5
17030622	17030623	25	20	15	17030560	1
17030624	17030625	12	0	0	0	0
17030625	17030626	15	0	0	0	0
17030626	17030627	18	12	0	17010063	5
17030627	17030628	20	15	0	17010067	5
17030628	17030629	22	18	12	17010071	5
17030629	17030630	25	20	15	17030567	1
17030631	17030632	12	0	0	0	0
17030632	17030633	15	0	0	0	0
17030633	17030634	18	12	0	17010063	5
17030634	17030635	20	15	0	17010067	5
17030635	17030636	22	18	12	17010071	5
17030636	17030637	25	20	15	17030574	1
17030638	17030639	12	0	0	0	0
17030639	17030640	15	0	0	0	0
17030640	17030641	18	12	0	17010063	5
17030641	17030642	20	15	0	17010067	5
17030642	17030643	22	18	12	17010071	5
17030643	17030644	25	20	15	17030581	1
17030645	17030646	12	0	0	0	0
17030646	17030647	15	0	0	0	0
17030647	17030648	18	12	0	17010063	5
17030648	17030649	20	15	0	17010067	5
17030649	17030650	22	18	12	17010071	5
17030650	17030651	25	20	15	17030588	1
17030652	17030653	12	0	0	0	0
17030653	17030654	15	0	0	0	0
17030654	17030655	18	12	0	17010063	5
17030655	17030656	20	15	0	17010067	5
17030656	17030657	22	18	12	17010071	5
17030657	17030658	25	20	15	17030595	1
17030659	17030660	12	0	0	0	0
17030660	17030661	15	0	0	0	0
17030661	17030662	18	12	0	17010063	5
17030662	17030663	20	15	0	17010067	5
17030663	17030664	22	18	12	17010071	5
17030664	17030665	25	20	15	17030602	1
17030666	17030667	12	0	0	0	0
17030667	17030668	15	0	0	0	0
17030668	17030669	18	12	0	17010063	5
17030669	17030670	20	15	0	17010067	5
17030670	17030671	22	18	12	17010071	5
17030671	17030672	25	20	15	17030609	1
17030673	17030674	12	0	0	0	0
17030674	17030675	15	0	0	0	0
17030675	17030676	18	12	0	17010063	5
17030676	17030677	20	15	0	17010067	5
17030677	17030678	22	18	12	17010071	5
17030678	17030679	25	20	15	17030616	1
17030680	17030681	15	0	0	0	0
17030681	17030682	18	0	0	0	0
17030682	17030683	20	15	0	17010063	5
17030683	17030684	22	18	0	17010067	5
17030684	17030685	25	20	15	17010072	5
17030685	17030686	30	25	20	17030623	1
17030687	17030688	15	0	0	0	0
17030688	17030689	18	0	0	0	0
17030689	17030690	20	15	0	17010063	5
17030690	17030691	22	18	0	17010067	5
17030691	17030692	25	20	15	17010072	5
17030692	17030693	30	25	20	17030630	1
17030694	17030695	15	0	0	0	0
17030695	17030696	18	0	0	0	0
17030696	17030697	20	15	0	17010063	5
17030697	17030698	22	18	0	17010067	5
17030698	17030699	25	20	15	17010072	5
17030699	17030700	30	25	20	17030637	1
17030701	17030702	15	0	0	0	0
17030702	17030703	18	0	0	0	0
17030703	17030704	20	15	0	17010063	5
17030704	17030705	22	18	0	17010067	5
17030705	17030706	25	20	15	17010072	5
17030706	17030707	30	25	20	17030644	1
17030708	17030709	15	0	0	0	0
17030709	17030710	18	0	0	0	0
17030710	17030711	20	15	0	17010063	5
17030711	17030712	22	18	0	17010067	5
17030712	17030713	25	20	15	17010072	5
17030713	17030714	30	25	20	17030651	1
17030715	17030716	15	0	0	0	0
17030716	17030717	18	0	0	0	0
17030717	17030718	20	15	0	17010063	5
17030718	17030719	22	18	0	17010067	5
17030719	17030720	25	20	15	17010072	5
17030720	17030721	30	25	20	17030658	1
17030722	17030723	15	0	0	0	0
17030723	17030724	18	0	0	0	0
17030724	17030725	20	15	0	17010063	5
17030725	17030726	22	18	0	17010067	5
17030726	17030727	25	20	15	17010072	5
17030727	17030728	30	25	20	17030665	1
17030729	17030730	15	0	0	0	0
17030730	17030731	18	0	0	0	0
17030731	17030732	20	15	0	17010063	5
17030732	17030733	22	18	0	17010067	5
17030733	17030734	25	20	15	17010072	5
17030734	17030735	30	25	20	17030672	1
17030736	17030737	15	0	0	0	0
17030737	17030738	18	0	0	0	0
17030738	17030739	20	15	0	17010063	5
17030739	17030740	22	18	0	17010067	5
17030740	17030741	25	20	15	17010072	5
17030741	17030742	30	25	20	17030679	1
17030743	17030744	15	0	0	0	0
17030744	17030745	18	0	0	0	0
17030745	17030746	20	15	0	17010063	5
17030746	17030747	22	18	0	17010068	5
17030747	17030748	25	20	15	17010073	5
17030748	17030749	30	25	20	17030686	1
17030750	17030751	15	0	0	0	0
17030751	17030752	18	0	0	0	0
17030752	17030753	20	15	0	17010063	5
17030753	17030754	22	18	0	17010068	5
17030754	17030755	25	20	15	17010073	5
17030755	17030756	30	25	20	17030693	1
17030757	17030758	15	0	0	0	0
17030758	17030759	18	0	0	0	0
17030759	17030760	20	15	0	17010063	5
17030760	17030761	22	18	0	17010068	5
17030761	17030762	25	20	15	17010073	5
17030762	17030763	30	25	20	17030700	1
17030764	17030765	15	0	0	0	0
17030765	17030766	18	0	0	0	0
17030766	17030767	20	15	0	17010063	5
17030767	17030768	22	18	0	17010068	5
17030768	17030769	25	20	15	17010073	5
17030769	17030770	30	25	20	17030707	1
17030771	17030772	15	0	0	0	0
17030772	17030773	18	0	0	0	0
17030773	17030774	20	15	0	17010063	5
17030774	17030775	22	18	0	17010068	5
17030775	17030776	25	20	15	17010073	5
17030776	17030777	30	25	20	17030714	1
17030778	17030779	15	0	0	0	0
17030779	17030780	18	0	0	0	0
17030780	17030781	20	15	0	17010063	5
17030781	17030782	22	18	0	17010068	5
17030782	17030783	25	20	15	17010073	5
17030783	17030784	30	25	20	17030721	1
17030785	17030786	15	0	0	0	0
17030786	17030787	18	0	0	0	0
17030787	17030788	20	15	0	17010063	5
17030788	17030789	22	18	0	17010068	5
17030789	17030790	25	20	15	17010073	5
17030790	17030791	30	25	20	17030728	1
17030792	17030793	15	0	0	0	0
17030793	17030794	18	0	0	0	0
17030794	17030795	20	15	0	17010063	5
17030795	17030796	22	18	0	17010068	5
17030796	17030797	25	20	15	17010073	5
17030797	17030798	30	25	20	17030735	1
17030799	17030800	15	0	0	0	0
17030800	17030801	18	0	0	0	0
17030801	17030802	20	15	0	17010063	5
17030802	17030803	22	18	0	17010068	5
17030803	17030804	25	20	15	17010073	5
17030804	17030805	30	25	20	17030742	1
#						
17030056	17030119	15	10	5	17030118	1
17030063	17030126	15	10	5	17030125	1
17030070	17030133	15	10	5	17030132	1
17030077	17030140	15	10	5	17030139	1
17030084	17030147	15	10	5	17030146	1
17030091	17030154	15	10	5	17030153	1
17030098	17030161	15	10	5	17030160	1
17030105	17030168	15	10	5	17030167	1
17030112	17030175	15	10	5	17030174	1
17030119	17030182	15	10	5	17030181	1
17030126	17030189	15	10	5	17030188	1
17030133	17030196	15	10	5	17030195	1
17030140	17030203	15	10	5	17030202	1
17030147	17030210	15	10	5	17030209	1
17030154	17030217	15	10	5	17030216	1
17030161	17030224	15	10	5	17030223	1
17030168	17030231	15	10	5	17030230	1
17030175	17030238	15	10	5	17030237	1
17030182	17030245	18	12	8	17030244	1
17030189	17030252	18	12	8	17030251	1
17030196	17030259	18	12	8	17030258	1
17030203	17030266	18	12	8	17030265	1
17030210	17030273	18	12	8	17030272	1
17030217	17030280	18	12	8	17030279	1
17030224	17030287	18	12	8	17030286	1
17030231	17030294	18	12	8	17030293	1
17030238	17030301	18	12	8	17030300	1
17030245	17030308	18	12	8	17030307	1
17030252	17030315	18	12	8	17030314	1
17030259	17030322	18	12	8	17030321	1
17030266	17030329	18	12	8	17030328	1
17030273	17030336	18	12	8	17030335	1
17030280	17030343	18	12	8	17030342	1
17030287	17030350	18	12	8	17030349	1
17030294	17030357	18	12	8	17030356	1
17030301	17030364	18	12	8	17030363	1
17030308	17030371	20	15	10	17030370	1
17030315	17030378	20	15	10	17030377	1
17030322	17030385	20	15	10	17030384	1
17030329	17030392	20	15	10	17030391	1
17030336	17030399	20	15	10	17030398	1
17030343	17030406	20	15	10	17030405	1
17030350	17030413	20	15	10	17030412	1
17030357	17030420	20	15	10	17030419	1
17030364	17030427	20	15	10	17030426	1
17030371	17030434	20	15	10	17030433	1
17030378	17030441	20	15	10	17030440	1
17030385	17030448	20	15	10	17030447	1
17030392	17030455	20	15	10	17030454	1
17030399	17030462	20	15	10	17030461	1
17030406	17030469	20	15	10	17030468	1
17030413	17030476	20	15	10	17030475	1
17030420	17030483	20	15	10	17030482	1
17030427	17030490	20	15	10	17030489	1
17030434	17030497	22	18	12	17030496	1
17030441	17030504	22	18	12	17030503	1
17030448	17030511	22	18	12	17030510	1
17030455	17030518	22	18	12	17030517	1
17030462	17030525	22	18	12	17030524	1
17030469	17030532	22	18	12	17030531	1
17030476	17030539	22	18	12	17030538	1
17030483	17030546	22	18	12	17030545	1
17030490	17030553	22	18	12	17030552	1
17030497	17030560	22	18	12	17030559	1
17030504	17030567	22	18	12	17030566	1
17030511	17030574	22	18	12	17030573	1
17030518	17030581	22	18	12	17030580	1
17030525	17030588	22	18	12	17030587	1
