#状态ID	描述	特效ID	眩晕（概率）	沉默（概率）	即死概率	无敌(0否 1是)	屹立不倒(0否 1 是)	满血(0 否 1是)	加血减血（直接百分比）	满怒气(0 否 1是)	怒气	加怒气概率	物理攻击（百分比	法术攻击（百分比	物理防御（百分比	法术防御（百分比	提升的暴击	提升的闪避	提升的格挡	提升的反击	加血 通过武将的最高攻击来计算	减血 武将最高攻击与防御得出的伤害	持续回合	叠加(0不叠加 1叠加)	动画目录	动画帧数	动画播放类型（1、循环 2、播放一次 3、触发播放 4、不播放 5、播放一次+触发播放）	声音
statusid	description	icon	dizzy	silence	immediatelydead	god	cockroach	fullhp	addorsubhp	fullanger	anger	angerchance	phyatk	mgcatk	phydef	mgcdef	crit	dodge	block	counterattack	addhp	minushp	round	superposition	animationforld	animationFPS	animationtype	music
15020018	对敌方后排单体目标造成140%法术伤害，并使目标眩晕1回合	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	xuanyun_	13	1	
15020019	对敌方前排单体目标造成140%法术伤害，并眩晕1回合	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	xuanyun_	13	1	
15020020	对敌方所有人造成75%物理伤害并全体沉默2回合	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	chenmo_	12	1	
15020021	对敌方后排随机单体目标造成130%物理伤害并沉默该目标3回合	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	chenmo_	12	1	
15020022	优先对后列同排目标造成160%物理伤害，并在2回合内使目标沉默	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	chenmo_	12	1	
15020023	对敌方前排单体目标造成160%物理伤害，并在2回合内使目标沉默	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	chenmo_	12	1	
15020024	对敌方所有人造成75%法术伤害并全体沉默2回合	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	chenmo_	12	1	
15020025	对敌方后排随机单体目标造成130%法术伤害并沉默该目标3回合	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	chenmo_	12	1	
15020026	优先对后列同排目标造成160%法术伤害，并在2回合内使目标沉默	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	chenmo_	12	1	
15020027	对敌方前排单体目标造成160%法术伤害，并在2回合内使目标沉默	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	chenmo_	12	1	
15020028	对敌军后列造成110%物理伤害，并在2回合内提升自身35%闪避。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	0	0	0	0	2	0	shanbi_	16	2	
15020029	对敌方竖列所有人造成90%物理伤害，并在2回合内提升自身30%闪避	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	2	0	shanbi_	16	2	
15020030	对敌方后排造成140%的物理伤害，同2回合内提升自身30%闪避	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	2	0	shanbi_	16	2	
15020031	对敌方前排单体目标造成170%物理伤害，并在一回合内提升自身20%闪避	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	2	0	shanbi_	16	2	
15020032	对敌军后列造成110%法术伤害，并在2回合内提升自身35%闪避。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	0	0	0	0	2	0	shanbi_	16	2	
15020033	对敌方竖列所有人造成90%法术伤害，并在2回合内提升自身30%闪避	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	2	0	shanbi_	16	2	
15020034	对敌方后排造成140%的法术伤害，同2回合内提升自身30%闪避	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	2	0	shanbi_	16	2	
15020035	对敌方前排单体目标造成170%法术伤害，并在一回合内提升自身20%闪避	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	2	0	shanbi_	16	2	
15020036	对敌方后排单体造成140%的物理伤害，同时内提升自身50%格挡率2回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	2	0	gedang_	13	2	
15020037	对敌方横排所有人造成90%物理伤害，并在2回合内提升自身30%格挡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	2	0	gedang_	13	2	
15020038	对敌方竖列所有人造成90%物理伤害，并在2回合内提升自身30%格挡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	2	0	gedang_	13	2	
15020039	对敌方前排单体目标造成160%物理伤害，并在一回合内提升自身30%格挡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	1	0	gedang_	13	2	
15020040	对敌方后排单体造成140%的法术伤害，同时内提升自身50%格挡率2回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	2	0	gedang_	13	2	
15020041	对敌方横排所有人造成90%法术伤害，并在2回合内提升自身30%格挡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	2	0	gedang_	13	2	
15020042	对敌方竖列所有人造成90%法术伤害，并在2回合内提升自身30%格挡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	2	0	gedang_	13	2	
15020043	对敌方前排单体目标造成160%法术伤害，并在一回合内提升自身30%格挡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	1	0	gedang_	13	2	
15020044	根据自身法术攻击的70%治疗己方所有人	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	1	0	0	0	4	
15020045	根据自身法术攻击的80%来恢复HP最低的队友生命值，同时在1回合内提升自身50%闪避	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	1	0	shanbi_	16	2	
15020046	根据自身法术攻击的100%来恢复HP最低的队友生命值	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	
15020047	根据自身法术攻击的70%治疗己方前排所有人	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	1	0	0	0	4	
15020048	根据自身法术攻击的70%治疗己方一列所有人	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	1	0	0	0	4	
15020049	对敌方随机单体目标造成170%物理伤害并使该目标中毒。中毒状态下每回合损失造成10%的物理伤害，持续4回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	4	0	zhongdu_	13	3	zhongduZT.mp3
15020050	对敌方后排单体目标造成170%物理伤害并使该目标中毒。中毒状态下每回合造成10%的物理伤害，持续3回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	3	0	zhongdu_	13	3	zhongduZT.mp3
15020051	对敌方横排目标造成70%物理伤害，并使该目标中毒。中毒状态下每回合造成10%的物理伤害，持续2回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	2	0	zhongdu_	13	3	zhongduZT.mp3
15020052	对敌方竖列目标造成70%物理伤害，并使该目标中毒。中毒状态下每回合造成10%的物理伤害，持续2回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	2	0	zhongdu_	13	3	zhongduZT.mp3
15020053	对敌方随机单体目标造成170%法术伤害并使该目标中毒。中毒状态下每回合损失造成10%的法术伤害，持续4回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	4	0	zhongdu_	13	3	zhongduZT.mp3
15020054	对敌方后排单体目标造成170%法术伤害并使该目标中毒。中毒状态下每回合造成10%的法术伤害，持续3回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	3	0	zhongdu_	13	3	zhongduZT.mp3
15020055	对敌方横排目标造成70%法术伤害，并使该目标中毒。中毒状态下每回合造成10%的法术伤害，持续2回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	2	0	zhongdu_	13	3	zhongduZT.mp3
15020056	对敌方竖列目标造成70%法术伤害，并使该目标中毒。中毒状态下每回合造成10%的法术伤害，持续2回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	2	0	zhongdu_	13	3	zhongduZT.mp3
15020057	每个回合提升单个武将1点怒气，持续2个回合	0	0	0	0	0	0	0	0	0	1	10000	0	0	0	0	0	0	0	0	0	0	2	0	nuqizengjia_	13	5	jianuqiZT.mp3
15020058	每个回合提升后排单个武将1点怒气，持续2个回合	0	0	0	0	0	0	0	0	0	1	10000	0	0	0	0	0	0	0	0	0	0	2	0	nuqizengjia_	13	5	jianuqiZT.mp3
15020059	提升后排所有武将1点怒气，持续1回合	0	0	0	0	0	0	0	0	0	1	10000	0	0	0	0	0	0	0	0	0	0	1	0	nuqizengjia_	13	5	jianuqiZT.mp3
15020060	对敌军后列造成80%物理伤害，并降低对面一列怒气2点	0	0	0	0	0	0	0	0	0	-2	10000	0	0	0	0	0	0	0	0	0	0	1	0	nuqijianshao_	16	5	jiannuqiZT.mp3
15020061	对敌方单体目标造成150%物理伤害，并减少对方该武将怒气3点	0	0	0	0	0	0	0	0	0	-3	10000	0	0	0	0	0	0	0	0	0	0	1	0	nuqijianshao_	16	5	jiannuqiZT.mp3
15020062	对敌方单体目标造成160%物理伤害，持续降低对方一名武将怒气2回合，每回合1点	0	0	0	0	0	0	0	0	0	-1	10000	0	0	0	0	0	0	0	0	0	0	2	0	nuqijianshao_	16	5	jiannuqiZT.mp3
15020063	对敌军后列造成80%法术伤害，并降低对面一列怒气2点	0	0	0	0	0	0	0	0	0	-2	10000	0	0	0	0	0	0	0	0	0	0	1	0	nuqijianshao_	16	5	jiannuqiZT.mp3
15020064	对敌方单体目标造成150%法术伤害，并减少对方该武将怒气3点	0	0	0	0	0	0	0	0	0	-3	10000	0	0	0	0	0	0	0	0	0	0	1	0	nuqijianshao_	16	5	jiannuqiZT.mp3
15020065	对敌方单体目标造成160%法术伤害，持续降低对方一名武将怒气2回合，每回合1点	0	0	0	0	0	0	0	0	0	-1	10000	0	0	0	0	0	0	0	0	0	0	2	0	nuqijianshao_	16	5	jiannuqiZT.mp3
15020066	对敌方随机单体造成150%的物理伤害，同时2回合内提升自身30%物理防御&法术防御	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	2	0	wulifangyu_	8	2	
15020067	对敌方竖列所有人造成90%的物理伤害，同时提升自身20%物理防御，持续2回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	2	0	wulifangyu_	8	2	
15020068	对敌方横排所有人造成90%物理伤害，并在2回合内提升自身20%物理防御	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	2	0	wulifangyu_	8	2	
15020069	对敌方前排单体造成150%的物理伤害，同时2回合内提升自身20%物理防御&法术防御	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	2	0	wulifangyu_	8	2	
15020070	对敌方后排单体造成150%的物理伤害，同时2回合内提升自身20%物理防御&法术防御	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	2	0	wulifangyu_	8	2	
15020071	对敌方随机单体造成150%的法术伤害，同时2回合内提升自身30%物理防御&法术防御	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	2	0	wulifangyu_	8	2	
15020072	对敌方竖列所有人造成90%的法术伤害，同时提升自身20%物理防御，持续2回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	2	0	wulifangyu_	8	2	
15020073	对敌方横排所有人造成90%法术伤害，并在2回合内提升自身20%物理防御	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	2	0	wulifangyu_	8	2	
15020074	对敌方前排单体造成150%的法术伤害，同时2回合内提升自身20%物理防御&法术防御	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	2	0	wulifangyu_	8	2	
15020075	对敌方后排单体造成150%的法术伤害，同时2回合内提升自身20%物理防御&法术防御	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	2	0	wulifangyu_	8	2	
15020076	提升第一横排己军30%物理攻击&法术攻击2回合	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	0	0	2	0	gongjizengjia_	13	2	
15020077	提升自身及周围武将30%法术防御3回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	3	0	fashufangyu_	13	2	
15020078	提升己军后排20%物理攻击&法术攻击2回合	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	2	0	gongjizengjia_	13	2	
15020079	对敌方所有人造成75%物理伤害，并在2回合内降低敌方所有人20%物理防御	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	0	2	0	jiangdiwufang_	12	2	
15020080	对敌军前排单体目标造成160%物理伤害，并降低敌方前排35%物理防御&法术防御1回合	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35	-0.35	0	0	0	0	0	0	1	0	jiangdiwufang_	12	2	
