#矿点等级	矿点类型1、铜钱 2、科技币 3、元宝	产出物品ID	玩家等级	数量	产出间隔时间（秒）
minelevel	minetype	itemid	level	num	time
2	1	17010039	2	250	300
2	1	17010039	3	250	300
2	1	17010039	4	250	300
2	1	17010039	5	250	300
2	1	17010039	6	250	300
2	1	17010039	7	250	300
2	1	17010039	8	250	300
2	1	17010039	9	250	300
2	1	17010039	10	250	300
2	1	17010039	11	250	300
2	1	17010039	12	250	300
2	1	17010039	13	250	300
2	1	17010039	14	250	300
2	1	17010039	15	250	300
2	1	17010039	16	250	300
2	1	17010039	17	250	300
2	1	17010039	18	250	300
2	1	17010039	19	250	300
2	1	17010039	20	250	300
2	1	17010039	21	250	300
2	1	17010039	22	250	300
2	1	17010039	23	250	300
2	1	17010039	24	250	300
2	1	17010039	25	250	300
2	1	17010039	26	250	300
2	1	17010039	27	250	300
2	1	17010039	28	250	300
2	1	17010039	29	250	300
2	1	17010039	30	250	300
2	1	17010039	31	250	300
2	1	17010039	32	250	300
2	1	17010039	33	250	300
2	1	17010039	34	250	300
2	1	17010039	35	250	300
2	1	17010039	36	250	300
2	1	17010039	37	250	300
2	1	17010039	38	250	300
2	1	17010039	39	250	300
2	1	17010039	40	250	300
2	1	17010039	41	250	300
2	1	17010039	42	250	300
2	1	17010039	43	250	300
2	1	17010039	44	250	300
2	1	17010039	45	250	300
2	1	17010039	46	250	300
2	1	17010039	47	250	300
2	1	17010039	48	250	300
2	1	17010039	49	250	300
2	1	17010039	50	250	300
2	1	17010039	51	250	300
2	1	17010039	52	250	300
2	1	17010039	53	250	300
2	1	17010039	54	250	300
2	1	17010039	55	250	300
2	1	17010039	56	250	300
2	1	17010039	57	250	300
2	1	17010039	58	250	300
2	1	17010039	59	250	300
2	1	17010039	60	250	300
2	1	17010039	61	250	300
2	1	17010039	62	250	300
2	1	17010039	63	250	300
2	1	17010039	64	250	300
2	1	17010039	65	250	300
2	1	17010039	66	250	300
2	1	17010039	67	250	300
2	1	17010039	68	250	300
2	1	17010039	69	250	300
2	1	17010039	70	250	300
2	1	17010039	71	250	300
2	1	17010039	72	250	300
2	1	17010039	73	250	300
2	1	17010039	74	250	300
2	1	17010039	75	250	300
2	1	17010039	76	250	300
2	1	17010039	77	250	300
2	1	17010039	78	250	300
2	1	17010039	79	250	300
2	1	17010039	80	250	300
3	1	17010039	1	300	300
3	1	17010039	2	300	300
3	1	17010039	3	300	300
3	1	17010039	4	300	300
3	1	17010039	5	300	300
3	1	17010039	6	300	300
3	1	17010039	7	300	300
3	1	17010039	8	300	300
3	1	17010039	9	300	300
3	1	17010039	10	300	300
3	1	17010039	11	300	300
3	1	17010039	12	300	300
3	1	17010039	13	300	300
3	1	17010039	14	300	300
3	1	17010039	15	300	300
3	1	17010039	16	300	300
3	1	17010039	17	300	300
3	1	17010039	18	300	300
3	1	17010039	19	300	300
3	1	17010039	20	300	300
3	1	17010039	21	300	300
3	1	17010039	22	300	300
3	1	17010039	23	300	300
3	1	17010039	24	300	300
3	1	17010039	25	300	300
3	1	17010039	26	300	300
3	1	17010039	27	300	300
3	1	17010039	28	300	300
3	1	17010039	29	300	300
3	1	17010039	30	300	300
3	1	17010039	31	300	300
3	1	17010039	32	300	300
3	1	17010039	33	300	300
3	1	17010039	34	300	300
3	1	17010039	35	300	300
3	1	17010039	36	300	300
3	1	17010039	37	300	300
3	1	17010039	38	300	300
3	1	17010039	39	300	300
3	1	17010039	40	300	300
3	1	17010039	41	300	300
3	1	17010039	42	300	300
3	1	17010039	43	300	300
3	1	17010039	44	300	300
3	1	17010039	45	300	300
3	1	17010039	46	300	300
3	1	17010039	47	300	300
3	1	17010039	48	300	300
3	1	17010039	49	300	300
3	1	17010039	50	300	300
3	1	17010039	51	300	300
3	1	17010039	52	300	300
3	1	17010039	53	300	300
3	1	17010039	54	300	300
3	1	17010039	55	300	300
3	1	17010039	56	300	300
3	1	17010039	57	300	300
3	1	17010039	58	300	300
3	1	17010039	59	300	300
3	1	17010039	60	300	300
3	1	17010039	61	300	300
3	1	17010039	62	300	300
3	1	17010039	63	300	300
3	1	17010039	64	300	300
3	1	17010039	65	300	300
3	1	17010039	66	300	300
3	1	17010039	67	300	300
3	1	17010039	68	300	300
3	1	17010039	69	300	300
3	1	17010039	70	300	300
3	1	17010039	71	300	300
3	1	17010039	72	300	300
3	1	17010039	73	300	300
3	1	17010039	74	300	300
3	1	17010039	75	300	300
3	1	17010039	76	300	300
3	1	17010039	77	300	300
3	1	17010039	78	300	300
3	1	17010039	79	300	300
3	1	17010039	80	300	300
4	1	17010039	1	350	300
4	1	17010039	2	350	300
4	1	17010039	3	350	300
4	1	17010039	4	350	300
4	1	17010039	5	350	300
4	1	17010039	6	350	300
4	1	17010039	7	350	300
4	1	17010039	8	350	300
4	1	17010039	9	350	300
4	1	17010039	10	350	300
4	1	17010039	11	350	300
4	1	17010039	12	350	300
4	1	17010039	13	350	300
4	1	17010039	14	350	300
4	1	17010039	15	350	300
4	1	17010039	16	350	300
4	1	17010039	17	350	300
4	1	17010039	18	350	300
4	1	17010039	19	350	300
4	1	17010039	20	350	300
4	1	17010039	21	350	300
4	1	17010039	22	350	300
4	1	17010039	23	350	300
4	1	17010039	24	350	300
4	1	17010039	25	350	300
4	1	17010039	26	350	300
4	1	17010039	27	350	300
4	1	17010039	28	350	300
4	1	17010039	29	350	300
4	1	17010039	30	350	300
4	1	17010039	31	350	300
4	1	17010039	32	350	300
4	1	17010039	33	350	300
4	1	17010039	34	350	300
4	1	17010039	35	350	300
4	1	17010039	36	350	300
4	1	17010039	37	350	300
4	1	17010039	38	350	300
4	1	17010039	39	350	300
4	1	17010039	40	350	300
4	1	17010039	41	350	300
4	1	17010039	42	350	300
4	1	17010039	43	350	300
4	1	17010039	44	350	300
4	1	17010039	45	350	300
4	1	17010039	46	350	300
4	1	17010039	47	350	300
4	1	17010039	48	350	300
4	1	17010039	49	350	300
4	1	17010039	50	350	300
4	1	17010039	51	350	300
4	1	17010039	52	350	300
4	1	17010039	53	350	300
4	1	17010039	54	350	300
4	1	17010039	55	350	300
4	1	17010039	56	350	300
4	1	17010039	57	350	300
4	1	17010039	58	350	300
4	1	17010039	59	350	300
4	1	17010039	60	350	300
4	1	17010039	61	350	300
4	1	17010039	62	350	300
4	1	17010039	63	350	300
4	1	17010039	64	350	300
4	1	17010039	65	350	300
4	1	17010039	66	350	300
4	1	17010039	67	350	300
4	1	17010039	68	350	300
4	1	17010039	69	350	300
4	1	17010039	70	350	300
4	1	17010039	71	350	300
4	1	17010039	72	350	300
4	1	17010039	73	350	300
4	1	17010039	74	350	300
4	1	17010039	75	350	300
4	1	17010039	76	350	300
4	1	17010039	77	350	300
4	1	17010039	78	350	300
4	1	17010039	79	350	300
4	1	17010039	80	350	300
5	1	17010039	1	400	300
5	1	17010039	2	400	300
5	1	17010039	3	400	300
5	1	17010039	4	400	300
5	1	17010039	5	400	300
5	1	17010039	6	400	300
5	1	17010039	7	400	300
5	1	17010039	8	400	300
5	1	17010039	9	400	300
5	1	17010039	10	400	300
5	1	17010039	11	400	300
5	1	17010039	12	400	300
5	1	17010039	13	400	300
5	1	17010039	14	400	300
5	1	17010039	15	400	300
5	1	17010039	16	400	300
5	1	17010039	17	400	300
5	1	17010039	18	400	300
5	1	17010039	19	400	300
5	1	17010039	20	400	300
5	1	17010039	21	400	300
5	1	17010039	22	400	300
5	1	17010039	23	400	300
5	1	17010039	24	400	300
5	1	17010039	25	400	300
5	1	17010039	26	400	300
5	1	17010039	27	400	300
5	1	17010039	28	400	300
5	1	17010039	29	400	300
5	1	17010039	30	400	300
5	1	17010039	31	400	300
5	1	17010039	32	400	300
5	1	17010039	33	400	300
5	1	17010039	34	400	300
5	1	17010039	35	400	300
5	1	17010039	36	400	300
5	1	17010039	37	400	300
5	1	17010039	38	400	300
5	1	17010039	39	400	300
5	1	17010039	40	400	300
5	1	17010039	41	400	300
5	1	17010039	42	400	300
5	1	17010039	43	400	300
5	1	17010039	44	400	300
5	1	17010039	45	400	300
5	1	17010039	46	400	300
5	1	17010039	47	400	300
5	1	17010039	48	400	300
5	1	17010039	49	400	300
5	1	17010039	50	400	300
5	1	17010039	51	400	300
5	1	17010039	52	400	300
5	1	17010039	53	400	300
5	1	17010039	54	400	300
5	1	17010039	55	400	300
5	1	17010039	56	400	300
5	1	17010039	57	400	300
5	1	17010039	58	400	300
5	1	17010039	59	400	300
5	1	17010039	60	400	300
5	1	17010039	61	400	300
5	1	17010039	62	400	300
5	1	17010039	63	400	300
5	1	17010039	64	400	300
5	1	17010039	65	400	300
5	1	17010039	66	400	300
5	1	17010039	67	400	300
5	1	17010039	68	400	300
5	1	17010039	69	400	300
5	1	17010039	70	400	300
5	1	17010039	71	400	300
5	1	17010039	72	400	300
5	1	17010039	73	400	300
5	1	17010039	74	400	300
5	1	17010039	75	400	300
5	1	17010039	76	400	300
5	1	17010039	77	400	300
5	1	17010039	78	400	300
5	1	17010039	79	400	300
5	1	17010039	80	400	300
1	2	17010040	1	22	300
1	2	17010040	2	22	300
1	2	17010040	3	22	300
1	2	17010040	4	22	300
1	2	17010040	5	22	300
1	2	17010040	6	22	300
1	2	17010040	7	22	300
1	2	17010040	8	22	300
1	2	17010040	9	22	300
1	2	17010040	10	22	300
1	2	17010040	11	22	300
1	2	17010040	12	22	300
1	2	17010040	13	22	300
1	2	17010040	14	22	300
1	2	17010040	15	22	300
1	2	17010040	16	22	300
1	2	17010040	17	22	300
1	2	17010040	18	22	300
1	2	17010040	19	22	300
1	2	17010040	20	22	300
1	2	17010040	21	22	300
1	2	17010040	22	22	300
1	2	17010040	23	22	300
1	2	17010040	24	22	300
1	2	17010040	25	22	300
1	2	17010040	26	22	300
1	2	17010040	27	22	300
1	2	17010040	28	22	300
1	2	17010040	29	22	300
1	2	17010040	30	22	300
1	2	17010040	31	22	300
1	2	17010040	32	22	300
1	2	17010040	33	22	300
1	2	17010040	34	22	300
1	2	17010040	35	22	300
1	2	17010040	36	22	300
1	2	17010040	37	22	300
1	2	17010040	38	22	300
1	2	17010040	39	22	300
1	2	17010040	40	22	300
1	2	17010040	41	22	300
1	2	17010040	42	22	300
1	2	17010040	43	22	300
1	2	17010040	44	22	300
1	2	17010040	45	22	300
1	2	17010040	46	22	300
1	2	17010040	47	22	300
1	2	17010040	48	22	300
1	2	17010040	49	22	300
1	2	17010040	50	22	300
1	2	17010040	51	22	300
1	2	17010040	52	22	300
1	2	17010040	53	22	300
1	2	17010040	54	22	300
1	2	17010040	55	22	300
1	2	17010040	56	22	300
1	2	17010040	57	22	300
1	2	17010040	58	22	300
1	2	17010040	59	22	300
1	2	17010040	60	22	300
1	2	17010040	61	22	300
1	2	17010040	62	22	300
1	2	17010040	63	22	300
1	2	17010040	64	22	300
1	2	17010040	65	22	300
1	2	17010040	66	22	300
1	2	17010040	67	22	300
1	2	17010040	68	22	300
1	2	17010040	69	22	300
1	2	17010040	70	22	300
1	2	17010040	71	22	300
1	2	17010040	72	22	300
1	2	17010040	73	22	300
1	2	17010040	74	22	300
1	2	17010040	75	22	300
1	2	17010040	76	22	300
1	2	17010040	77	22	300
1	2	17010040	78	22	300
1	2	17010040	79	22	300
1	2	17010040	80	22	300
2	2	17010040	1	26	300
2	2	17010040	2	26	300
2	2	17010040	3	26	300
2	2	17010040	4	26	300
2	2	17010040	5	26	300
2	2	17010040	6	26	300
2	2	17010040	7	26	300
2	2	17010040	8	26	300
2	2	17010040	9	26	300
2	2	17010040	10	26	300
2	2	17010040	11	26	300
2	2	17010040	12	26	300
2	2	17010040	13	26	300
2	2	17010040	14	26	300
2	2	17010040	15	26	300
2	2	17010040	16	26	300
2	2	17010040	17	26	300
2	2	17010040	18	26	300
2	2	17010040	19	26	300
2	2	17010040	20	26	300
2	2	17010040	21	26	300
2	2	17010040	22	26	300
2	2	17010040	23	26	300
2	2	17010040	24	26	300
2	2	17010040	25	26	300
2	2	17010040	26	26	300
2	2	17010040	27	26	300
2	2	17010040	28	26	300
2	2	17010040	29	26	300
2	2	17010040	30	26	300
2	2	17010040	31	26	300
2	2	17010040	32	26	300
2	2	17010040	33	26	300
2	2	17010040	34	26	300
2	2	17010040	35	26	300
2	2	17010040	36	26	300
2	2	17010040	37	26	300
2	2	17010040	38	26	300
2	2	17010040	39	26	300
2	2	17010040	40	26	300
2	2	17010040	41	26	300
2	2	17010040	42	26	300
2	2	17010040	43	26	300
2	2	17010040	44	26	300
2	2	17010040	45	26	300
2	2	17010040	46	26	300
2	2	17010040	47	26	300
2	2	17010040	48	26	300
2	2	17010040	49	26	300
2	2	17010040	50	26	300
2	2	17010040	51	26	300
2	2	17010040	52	26	300
2	2	17010040	53	26	300
2	2	17010040	54	26	300
2	2	17010040	55	26	300
2	2	17010040	56	26	300
2	2	17010040	57	26	300
2	2	17010040	58	26	300
2	2	17010040	59	26	300
2	2	17010040	60	26	300
2	2	17010040	61	26	300
2	2	17010040	62	26	300
2	2	17010040	63	26	300
2	2	17010040	64	26	300
2	2	17010040	65	26	300
2	2	17010040	66	26	300
2	2	17010040	67	26	300
2	2	17010040	68	26	300
2	2	17010040	69	26	300
2	2	17010040	70	26	300
2	2	17010040	71	26	300
2	2	17010040	72	26	300
2	2	17010040	73	26	300
2	2	17010040	74	26	300
2	2	17010040	75	26	300
2	2	17010040	76	26	300
2	2	17010040	77	26	300
2	2	17010040	78	26	300
2	2	17010040	79	26	300
2	2	17010040	80	26	300
3	2	17010040	1	30	300
3	2	17010040	2	30	300
3	2	17010040	3	30	300
3	2	17010040	4	30	300
3	2	17010040	5	30	300
3	2	17010040	6	30	300
3	2	17010040	7	30	300
3	2	17010040	8	30	300
3	2	17010040	9	30	300
3	2	17010040	10	30	300
3	2	17010040	11	30	300
3	2	17010040	12	30	300
3	2	17010040	13	30	300
3	2	17010040	14	30	300
3	2	17010040	15	30	300
3	2	17010040	16	30	300
3	2	17010040	17	30	300
3	2	17010040	18	30	300
3	2	17010040	19	30	300
3	2	17010040	20	30	300
3	2	17010040	21	30	300
3	2	17010040	22	30	300
3	2	17010040	23	30	300
3	2	17010040	24	30	300
3	2	17010040	25	30	300
3	2	17010040	26	30	300
3	2	17010040	27	30	300
3	2	17010040	28	30	300
3	2	17010040	29	30	300
3	2	17010040	30	30	300
3	2	17010040	31	30	300
3	2	17010040	32	30	300
3	2	17010040	33	30	300
3	2	17010040	34	30	300
3	2	17010040	35	30	300
3	2	17010040	36	30	300
3	2	17010040	37	30	300
3	2	17010040	38	30	300
3	2	17010040	39	30	300
3	2	17010040	40	30	300
3	2	17010040	41	30	300
3	2	17010040	42	30	300
3	2	17010040	43	30	300
3	2	17010040	44	30	300
3	2	17010040	45	30	300
3	2	17010040	46	30	300
3	2	17010040	47	30	300
3	2	17010040	48	30	300
3	2	17010040	49	30	300
3	2	17010040	50	30	300
3	2	17010040	51	30	300
3	2	17010040	52	30	300
3	2	17010040	53	30	300
3	2	17010040	54	30	300
3	2	17010040	55	30	300
3	2	17010040	56	30	300
3	2	17010040	57	30	300
3	2	17010040	58	30	300
3	2	17010040	59	30	300
3	2	17010040	60	30	300
3	2	17010040	61	30	300
3	2	17010040	62	30	300
3	2	17010040	63	30	300
3	2	17010040	64	30	300
3	2	17010040	65	30	300
3	2	17010040	66	30	300
3	2	17010040	67	30	300
3	2	17010040	68	30	300
3	2	17010040	69	30	300
3	2	17010040	70	30	300
3	2	17010040	71	30	300
3	2	17010040	72	30	300
3	2	17010040	73	30	300
3	2	17010040	74	30	300
3	2	17010040	75	30	300
3	2	17010040	76	30	300
3	2	17010040	77	30	300
3	2	17010040	78	30	300
3	2	17010040	79	30	300
3	2	17010040	80	30	300
4	2	17010040	1	34	300
4	2	17010040	2	34	300
4	2	17010040	3	34	300
4	2	17010040	4	34	300
4	2	17010040	5	34	300
4	2	17010040	6	34	300
4	2	17010040	7	34	300
4	2	17010040	8	34	300
4	2	17010040	9	34	300
4	2	17010040	10	34	300
4	2	17010040	11	34	300
4	2	17010040	12	34	300
4	2	17010040	13	34	300
4	2	17010040	14	34	300
4	2	17010040	15	34	300
4	2	17010040	16	34	300
4	2	17010040	17	34	300
4	2	17010040	18	34	300
4	2	17010040	19	34	300
4	2	17010040	20	34	300
4	2	17010040	21	34	300
4	2	17010040	22	34	300
4	2	17010040	23	34	300
4	2	17010040	24	34	300
4	2	17010040	25	34	300
4	2	17010040	26	34	300
4	2	17010040	27	34	300
4	2	17010040	28	34	300
4	2	17010040	29	34	300
4	2	17010040	30	34	300
4	2	17010040	31	34	300
4	2	17010040	32	34	300
4	2	17010040	33	34	300
4	2	17010040	34	34	300
4	2	17010040	35	34	300
4	2	17010040	36	34	300
4	2	17010040	37	34	300
4	2	17010040	38	34	300
4	2	17010040	39	34	300
4	2	17010040	40	34	300
4	2	17010040	41	34	300
4	2	17010040	42	34	300
4	2	17010040	43	34	300
4	2	17010040	44	34	300
4	2	17010040	45	34	300
4	2	17010040	46	34	300
4	2	17010040	47	34	300
4	2	17010040	48	34	300
4	2	17010040	49	34	300
4	2	17010040	50	34	300
4	2	17010040	51	34	300
4	2	17010040	52	34	300
4	2	17010040	53	34	300
4	2	17010040	54	34	300
4	2	17010040	55	34	300
4	2	17010040	56	34	300
4	2	17010040	57	34	300
4	2	17010040	58	34	300
4	2	17010040	59	34	300
4	2	17010040	60	34	300
4	2	17010040	61	34	300
4	2	17010040	62	34	300
4	2	17010040	63	34	300
4	2	17010040	64	34	300
4	2	17010040	65	34	300
4	2	17010040	66	34	300
4	2	17010040	67	34	300
4	2	17010040	68	34	300
4	2	17010040	69	34	300
4	2	17010040	70	34	300
4	2	17010040	71	34	300
4	2	17010040	72	34	300
4	2	17010040	73	34	300
4	2	17010040	74	34	300
4	2	17010040	75	34	300
4	2	17010040	76	34	300
4	2	17010040	77	34	300
4	2	17010040	78	34	300
4	2	17010040	79	34	300
4	2	17010040	80	34	300
5	2	17010040	1	38	300
5	2	17010040	2	38	300
5	2	17010040	3	38	300
5	2	17010040	4	38	300
5	2	17010040	5	38	300
5	2	17010040	6	38	300
5	2	17010040	7	38	300
5	2	17010040	8	38	300
5	2	17010040	9	38	300
5	2	17010040	10	38	300
5	2	17010040	11	38	300
5	2	17010040	12	38	300
5	2	17010040	13	38	300
5	2	17010040	14	38	300
5	2	17010040	15	38	300
5	2	17010040	16	38	300
5	2	17010040	17	38	300
5	2	17010040	18	38	300
5	2	17010040	19	38	300
5	2	17010040	20	38	300
5	2	17010040	21	38	300
5	2	17010040	22	38	300
5	2	17010040	23	38	300
5	2	17010040	24	38	300
5	2	17010040	25	38	300
5	2	17010040	26	38	300
5	2	17010040	27	38	300
5	2	17010040	28	38	300
5	2	17010040	29	38	300
5	2	17010040	30	38	300
5	2	17010040	31	38	300
5	2	17010040	32	38	300
5	2	17010040	33	38	300
5	2	17010040	34	38	300
5	2	17010040	35	38	300
5	2	17010040	36	38	300
5	2	17010040	37	38	300
5	2	17010040	38	38	300
5	2	17010040	39	38	300
5	2	17010040	40	38	300
5	2	17010040	41	38	300
5	2	17010040	42	38	300
5	2	17010040	43	38	300
5	2	17010040	44	38	300
5	2	17010040	45	38	300
5	2	17010040	46	38	300
5	2	17010040	47	38	300
5	2	17010040	48	38	300
5	2	17010040	49	38	300
5	2	17010040	50	38	300
5	2	17010040	51	38	300
5	2	17010040	52	38	300
5	2	17010040	53	38	300
5	2	17010040	54	38	300
5	2	17010040	55	38	300
5	2	17010040	56	38	300
5	2	17010040	57	38	300
5	2	17010040	58	38	300
5	2	17010040	59	38	300
5	2	17010040	60	38	300
5	2	17010040	61	38	300
5	2	17010040	62	38	300
5	2	17010040	63	38	300
5	2	17010040	64	38	300
5	2	17010040	65	38	300
5	2	17010040	66	38	300
5	2	17010040	67	38	300
5	2	17010040	68	38	300
5	2	17010040	69	38	300
5	2	17010040	70	38	300
5	2	17010040	71	38	300
5	2	17010040	72	38	300
5	2	17010040	73	38	300
5	2	17010040	74	38	300
5	2	17010040	75	38	300
5	2	17010040	76	38	300
5	2	17010040	77	38	300
5	2	17010040	78	38	300
5	2	17010040	79	38	300
5	2	17010040	80	38	300
1	3	17010038	1	5	2000
1	3	17010038	2	5	2000
1	3	17010038	3	5	2000
1	3	17010038	4	5	2000
1	3	17010038	5	5	2000
1	3	17010038	6	5	2000
1	3	17010038	7	5	2000
1	3	17010038	8	5	2000
1	3	17010038	9	5	2000
1	3	17010038	10	5	2000
1	3	17010038	11	5	2000
1	3	17010038	12	5	2000
1	3	17010038	13	5	2000
1	3	17010038	14	5	2000
1	3	17010038	15	5	2000
1	3	17010038	16	5	2000
1	3	17010038	17	5	2000
1	3	17010038	18	5	2000
1	3	17010038	19	5	2000
1	3	17010038	20	5	2000
1	3	17010038	21	5	2000
1	3	17010038	22	5	2000
1	3	17010038	23	5	2000
1	3	17010038	24	5	2000
1	3	17010038	25	5	2000
1	3	17010038	26	5	2000
1	3	17010038	27	5	2000
1	3	17010038	28	5	2000
1	3	17010038	29	5	2000
1	3	17010038	30	5	2000
1	3	17010038	31	5	2000
1	3	17010038	32	5	2000
1	3	17010038	33	5	2000
1	3	17010038	34	5	2000
1	3	17010038	35	5	2000
1	3	17010038	36	5	2000
1	3	17010038	37	5	2000
1	3	17010038	38	5	2000
1	3	17010038	39	5	2000
1	3	17010038	40	5	2000
1	3	17010038	41	5	2000
1	3	17010038	42	5	2000
1	3	17010038	43	5	2000
1	3	17010038	44	5	2000
1	3	17010038	45	5	2000
1	3	17010038	46	5	2000
1	3	17010038	47	5	2000
1	3	17010038	48	5	2000
1	3	17010038	49	5	2000
1	3	17010038	50	5	2000
1	3	17010038	51	5	2000
1	3	17010038	52	5	2000
1	3	17010038	53	5	2000
1	3	17010038	54	5	2000
1	3	17010038	55	5	2000
1	3	17010038	56	5	2000
1	3	17010038	57	5	2000
1	3	17010038	58	5	2000
1	3	17010038	59	5	2000
1	3	17010038	60	5	2000
1	3	17010038	61	5	2000
1	3	17010038	62	5	2000
1	3	17010038	63	5	2000
1	3	17010038	64	5	2000
1	3	17010038	65	5	2000
1	3	17010038	66	5	2000
1	3	17010038	67	5	2000
1	3	17010038	68	5	2000
1	3	17010038	69	5	2000
1	3	17010038	70	5	2000
1	3	17010038	71	5	2000
1	3	17010038	72	5	2000
1	3	17010038	73	5	2000
1	3	17010038	74	5	2000
1	3	17010038	75	5	2000
1	3	17010038	76	5	2000
1	3	17010038	77	5	2000
1	3	17010038	78	5	2000
1	3	17010038	79	5	2000
1	3	17010038	80	5	2000
2	3	17010038	1	6	2000
2	3	17010038	2	6	2000
2	3	17010038	3	6	2000
2	3	17010038	4	6	2000
2	3	17010038	5	6	2000
2	3	17010038	6	6	2000
2	3	17010038	7	6	2000
2	3	17010038	8	6	2000
2	3	17010038	9	6	2000
2	3	17010038	10	6	2000
2	3	17010038	11	6	2000
2	3	17010038	12	6	2000
2	3	17010038	13	6	2000
2	3	17010038	14	6	2000
2	3	17010038	15	6	2000
2	3	17010038	16	6	2000
2	3	17010038	17	6	2000
2	3	17010038	18	6	2000
2	3	17010038	19	6	2000
2	3	17010038	20	6	2000
2	3	17010038	21	6	2000
2	3	17010038	22	6	2000
2	3	17010038	23	6	2000
2	3	17010038	24	6	2000
2	3	17010038	25	6	2000
2	3	17010038	26	6	2000
2	3	17010038	27	6	2000
2	3	17010038	28	6	2000
2	3	17010038	29	6	2000
2	3	17010038	30	6	2000
2	3	17010038	31	6	2000
2	3	17010038	32	6	2000
2	3	17010038	33	6	2000
2	3	17010038	34	6	2000
2	3	17010038	35	6	2000
2	3	17010038	36	6	2000
2	3	17010038	37	6	2000
2	3	17010038	38	6	2000
2	3	17010038	39	6	2000
2	3	17010038	40	6	2000
2	3	17010038	41	6	2000
2	3	17010038	42	6	2000
2	3	17010038	43	6	2000
2	3	17010038	44	6	2000
2	3	17010038	45	6	2000
2	3	17010038	46	6	2000
2	3	17010038	47	6	2000
2	3	17010038	48	6	2000
2	3	17010038	49	6	2000
2	3	17010038	50	6	2000
2	3	17010038	51	6	2000
2	3	17010038	52	6	2000
2	3	17010038	53	6	2000
2	3	17010038	54	6	2000
2	3	17010038	55	6	2000
2	3	17010038	56	6	2000
2	3	17010038	57	6	2000
2	3	17010038	58	6	2000
2	3	17010038	59	6	2000
2	3	17010038	60	6	2000
2	3	17010038	61	6	2000
2	3	17010038	62	6	2000
2	3	17010038	63	6	2000
2	3	17010038	64	6	2000
2	3	17010038	65	6	2000
2	3	17010038	66	6	2000
2	3	17010038	67	6	2000
2	3	17010038	68	6	2000
2	3	17010038	69	6	2000
2	3	17010038	70	6	2000
2	3	17010038	71	6	2000
2	3	17010038	72	6	2000
2	3	17010038	73	6	2000
2	3	17010038	74	6	2000
2	3	17010038	75	6	2000
2	3	17010038	76	6	2000
2	3	17010038	77	6	2000
2	3	17010038	78	6	2000
2	3	17010038	79	6	2000
2	3	17010038	80	6	2000
3	3	17010038	1	7	2000
3	3	17010038	2	7	2000
3	3	17010038	3	7	2000
3	3	17010038	4	7	2000
3	3	17010038	5	7	2000
3	3	17010038	6	7	2000
3	3	17010038	7	7	2000
3	3	17010038	8	7	2000
3	3	17010038	9	7	2000
3	3	17010038	10	7	2000
3	3	17010038	11	7	2000
3	3	17010038	12	7	2000
3	3	17010038	13	7	2000
3	3	17010038	14	7	2000
3	3	17010038	15	7	2000
3	3	17010038	16	7	2000
