#阵型ID	阵型index	名称	等级	位置	状态ID	概率	出手顺序ID(战斗服务器中的formationtactics.txt)	描述	当前阵型	效果描述图片
id	index	name	level	pos	statusid	random	tactics	memo	front	effect
16000006	6	八卦阵	6	7	15030027	10000	1	quanr.png	防御降低7%	jzx.png
16000006	6	八卦阵	6	8	15030027	10000	1	quanr.png	防御降低7%	jzx.png
16000006	6	八卦阵	6	9	15030027	10000	1	quanr.png	防御降低7%	jzx.png
16000007	6	八卦阵	7	1	15030028	10000	1	quang.png	防御增加35%	zzx.png
16000007	6	八卦阵	7	2	15030028	10000	1	quang.png	防御增加35%	zzx.png
16000007	6	八卦阵	7	3	15030028	10000	1	quang.png	防御增加35%	zzx.png
16000007	6	八卦阵	7	4	15030029	10000	1	quanr.png	防御降低17%	jzx.png
16000007	6	八卦阵	7	5	15030029	10000	1	quanr.png	防御降低17%	jzx.png
16000007	6	八卦阵	7	6	15030029	10000	1	quanr.png	防御降低17%	jzx.png
16000007	6	八卦阵	7	7	15030030	10000	1	quanr.png	防御降低8%	jzx.png
16000007	6	八卦阵	7	8	15030030	10000	1	quanr.png	防御降低8%	jzx.png
16000007	6	八卦阵	7	9	15030030	10000	1	quanr.png	防御降低8%	jzx.png
16000008	6	八卦阵	8	1	15030031	10000	1	quang.png	防御增加40%	zzx.png
16000008	6	八卦阵	8	2	15030031	10000	1	quang.png	防御增加40%	zzx.png
16000008	6	八卦阵	8	3	15030031	10000	1	quang.png	防御增加40%	zzx.png
16000008	6	八卦阵	8	4	15030032	10000	1	quanr.png	防御降低19%	jzx.png
16000008	6	八卦阵	8	5	15030032	10000	1	quanr.png	防御降低19%	jzx.png
16000008	6	八卦阵	8	6	15030032	10000	1	quanr.png	防御降低19%	jzx.png
16000008	6	八卦阵	8	7	15030033	10000	1	quanr.png	防御降低9%	jzx.png
16000008	6	八卦阵	8	8	15030033	10000	1	quanr.png	防御降低9%	jzx.png
16000008	6	八卦阵	8	9	15030033	10000	1	quanr.png	防御降低9%	jzx.png
16000009	6	八卦阵	9	1	15030034	10000	1	quang.png	防御增加45%	zzx.png
16000009	6	八卦阵	9	2	15030034	10000	1	quang.png	防御增加45%	zzx.png
16000009	6	八卦阵	9	3	15030034	10000	1	quang.png	防御增加45%	zzx.png
16000009	6	八卦阵	9	4	15030035	10000	1	quanr.png	防御降低23%	jzx.png
16000009	6	八卦阵	9	5	15030035	10000	1	quanr.png	防御降低23%	jzx.png
16000009	6	八卦阵	9	6	15030035	10000	1	quanr.png	防御降低23%	jzx.png
16000009	6	八卦阵	9	7	15030036	10000	1	quanr.png	防御降低11%	jzx.png
16000009	6	八卦阵	9	8	15030036	10000	1	quanr.png	防御降低11%	jzx.png
16000009	6	八卦阵	9	9	15030036	10000	1	quanr.png	防御降低11%	jzx.png
16000010	6	八卦阵	10	1	15030037	10000	1	quang.png	防御增加50%	zzx.png
16000010	6	八卦阵	10	2	15030037	10000	1	quang.png	防御增加50%	zzx.png
16000010	6	八卦阵	10	3	15030037	10000	1	quang.png	防御增加50%	zzx.png
16000010	6	八卦阵	10	4	15030038	10000	1	quanr.png	防御降低25%	jzx.png
16000010	6	八卦阵	10	5	15030038	10000	1	quanr.png	防御降低25%	jzx.png
16000010	6	八卦阵	10	6	15030038	10000	1	quanr.png	防御降低25%	jzx.png
16000010	6	八卦阵	10	7	15030039	10000	1	quanr.png	防御降低13%	jzx.png
16000010	6	八卦阵	10	8	15030039	10000	1	quanr.png	防御降低13%	jzx.png
16000010	6	八卦阵	10	9	15030039	10000	1	quanr.png	防御降低13%	jzx.png
16000011	5	四象阵	1	2	15030040	10000	5	quang.png	暴击增加20%	zzx.png
16000012	5	四象阵	2	2	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000013	5	四象阵	3	2	15030042	10000	5	quang.png	暴击增加30%	zzx.png
16000014	5	四象阵	4	1	15030043	10000	5	quang.png	暴击增加15%	zzx.png
16000014	5	四象阵	4	2	15030042	10000	5	quang.png	暴击增加30%	zzx.png
16000014	5	四象阵	4	3	15030043	10000	5	quang.png	暴击增加15%	zzx.png
16000015	5	四象阵	5	1	15030044	10000	5	quang.png	暴击增加17%	zzx.png
16000015	5	四象阵	5	2	15030042	10000	5	quang.png	暴击增加30%	zzx.png
16000015	5	四象阵	5	3	15030044	10000	5	quang.png	暴击增加17%	zzx.png
16000016	5	四象阵	6	1	15030045	10000	5	quang.png	暴击增加19%	zzx.png
16000016	5	四象阵	6	2	15030042	10000	5	quang.png	暴击增加30%	zzx.png
16000016	5	四象阵	6	3	15030045	10000	5	quang.png	暴击增加19%	zzx.png
16000017	5	四象阵	7	1	15030046	10000	5	quang.png	暴击增加21%	zzx.png
16000017	5	四象阵	7	2	15030042	10000	5	quang.png	暴击增加30%	zzx.png
16000017	5	四象阵	7	3	15030046	10000	5	quang.png	暴击增加21%	zzx.png
16000018	5	四象阵	8	1	15030047	10000	5	quang.png	暴击增加23%	zzx.png
16000018	5	四象阵	8	2	15030042	10000	5	quang.png	暴击增加30%	zzx.png
16000018	5	四象阵	8	3	15030047	10000	5	quang.png	暴击增加23%	zzx.png
16000019	5	四象阵	9	1	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000019	5	四象阵	9	2	15030042	10000	5	quang.png	暴击增加30%	zzx.png
16000019	5	四象阵	9	3	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000020	5	四象阵	10	1	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000020	5	四象阵	10	2	15030048	10000	5	quang.png	暴击增加35%	zzx.png
16000020	5	四象阵	10	3	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000021	5	四象阵	11	1	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000021	5	四象阵	11	2	15030049	10000	5	quang.png	暴击增加40%	zzx.png
16000021	5	四象阵	11	3	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000022	5	四象阵	12	1	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000022	5	四象阵	12	2	15030050	10000	5	quang.png	暴击增加45%	zzx.png
16000022	5	四象阵	12	3	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000023	5	四象阵	13	1	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000023	5	四象阵	13	2	15030051	10000	5	quang.png	暴击增加50%	zzx.png
16000023	5	四象阵	13	3	15030041	10000	5	quang.png	暴击增加25%	zzx.png
16000024	4	连环阵	1	5	15030053	2000	2	quang.png	20%几率每回合增加1点怒气	zzx.png
16000025	4	连环阵	2	5	15030054	3000	2	quang.png	30%几率每回合增加1点怒气	zzx.png
16000026	4	连环阵	3	5	15030055	4000	2	quang.png	40%几率每回合增加1点怒气	zzx.png
16000027	4	连环阵	4	5	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000028	4	连环阵	5	2	15030053	2000	2	quang.png	20%几率每回合增加1点怒气	zzx.png
16000028	4	连环阵	5	5	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000028	4	连环阵	5	8	15030053	2000	2	quang.png	20%几率每回合增加1点怒气	zzx.png
16000029	4	连环阵	6	2	15030054	3000	2	quang.png	30%几率每回合增加1点怒气	zzx.png
16000029	4	连环阵	6	5	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000029	4	连环阵	6	8	15030054	3000	2	quang.png	30%几率每回合增加1点怒气	zzx.png
16000030	4	连环阵	7	2	15030055	4000	2	quang.png	40%几率每回合增加1点怒气	zzx.png
16000030	4	连环阵	7	5	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000030	4	连环阵	7	8	15030055	4000	2	quang.png	40%几率每回合增加1点怒气	zzx.png
16000031	4	连环阵	8	2	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000031	4	连环阵	8	5	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000031	4	连环阵	8	8	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000032	4	连环阵	9	2	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000032	4	连环阵	9	5	15030056	6000	2	quang.png	60%几率每回合增加1点怒气	zzx.png
16000032	4	连环阵	9	8	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000033	4	连环阵	10	2	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000033	4	连环阵	10	5	15030057	7000	2	quang.png	70%几率每回合增加1点怒气	zzx.png
16000033	4	连环阵	10	8	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000034	4	连环阵	11	2	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000034	4	连环阵	11	5	15030058	8000	2	quang.png	80%几率每回合增加1点怒气	zzx.png
16000034	4	连环阵	11	8	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000035	4	连环阵	12	2	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000035	4	连环阵	12	5	15030059	9000	2	quang.png	90%几率每回合增加1点怒气	zzx.png
16000035	4	连环阵	12	8	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000036	4	连环阵	13	2	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000036	4	连环阵	13	5	15030060	10000	2	quang.png	100%几率每回合增加1点怒气	zzx.png
16000036	4	连环阵	13	8	15030052	5000	2	quang.png	50%几率每回合增加1点怒气	zzx.png
16000037	3	生死阵	1	8	15030061	10000	4	quano.png	攻击增加5%，防御降低1%	zjzx.png
16000038	3	生死阵	2	8	15030062	10000	4	quano.png	攻击增加10%，防御降低5%	zjzx.png
16000039	3	生死阵	3	8	15030063	10000	4	quano.png	攻击增加15%，防御降低10%	zjzx.png
16000040	3	生死阵	4	8	15030064	10000	4	quano.png	攻击增加20%，防御降低15%	zjzx.png
16000041	3	生死阵	5	8	15030065	10000	4	quano.png	攻击增加25%，防御降低20%	zjzx.png
16000042	3	生死阵	6	8	15030066	10000	4	quano.png	攻击增加30%，防御降低25%	zjzx.png
16000043	3	生死阵	7	7	15030061	10000	4	quano.png	攻击增加5%，防御降低1%	zjzx.png
16000043	3	生死阵	7	8	15030066	10000	4	quano.png	攻击增加30%，防御降低25%	zjzx.png
16000043	3	生死阵	7	9	15030061	10000	4	quano.png	攻击增加5%，防御降低1%	zjzx.png
16000044	3	生死阵	8	7	15030062	10000	4	quano.png	攻击增加10%，防御降低5%	zjzx.png
16000044	3	生死阵	8	8	15030066	10000	4	quano.png	攻击增加30%，防御降低25%	zjzx.png
16000044	3	生死阵	8	9	15030062	10000	4	quano.png	攻击增加10%，防御降低5%	zjzx.png
16000045	3	生死阵	9	7	15030062	10000	4	quano.png	攻击增加15%，防御降低10%	zjzx.png
16000045	3	生死阵	9	8	15030066	10000	4	quano.png	攻击增加30%，防御降低25%	zjzx.png
16000045	3	生死阵	9	9	15030062	10000	4	quano.png	攻击增加15%，防御降低10%	zjzx.png
16000046	3	生死阵	10	7	15030064	10000	4	quano.png	攻击增加20%，防御降低15%	zjzx.png
16000046	3	生死阵	10	8	15030066	10000	4	quano.png	攻击增加30%，防御降低25%	zjzx.png
16000046	3	生死阵	10	9	15030064	10000	4	quano.png	攻击增加20%，防御降低15%	zjzx.png
16000047	3	生死阵	11	7	15030064	10000	4	quano.png	攻击增加25%，防御降低20%	zjzx.png
16000047	3	生死阵	11	8	15030066	10000	4	quano.png	攻击增加30%，防御降低25%	zjzx.png
16000047	3	生死阵	11	9	15030064	10000	4	quano.png	攻击增加25%，防御降低20%	zjzx.png
16000048	3	生死阵	12	7	15030064	10000	4	quano.png	攻击增加30%，防御降低25%	zjzx.png
16000048	3	生死阵	12	8	15030066	10000	4	quano.png	攻击增加30%，防御降低25%	zjzx.png
16000048	3	生死阵	12	9	15030064	10000	4	quano.png	攻击增加30%，防御降低25%	zjzx.png
16000049	3	生死阵	13	7	15030067	10000	4	quano.png	攻击增加35%，防御降低30%	zjzx.png
16000049	3	生死阵	13	8	15030067	10000	4	quano.png	攻击增加35%，防御降低30%	zjzx.png
16000049	3	生死阵	13	9	15030067	10000	4	quano.png	攻击增加35%，防御降低30%	zjzx.png
16000050	3	生死阵	14	7	15030068	10000	4	quano.png	攻击增加40%，防御降低35%	zjzx.png
16000050	3	生死阵	14	8	15030068	10000	4	quano.png	攻击增加40%，防御降低35%	zjzx.png
16000050	3	生死阵	14	9	15030068	10000	4	quano.png	攻击增加40%，防御降低35%	zjzx.png
16000051	3	生死阵	15	7	15030069	10000	4	quano.png	攻击增加45%，防御降低40%	zjzx.png
16000051	3	生死阵	15	8	15030069	10000	4	quano.png	攻击增加45%，防御降低40%	zjzx.png
16000051	3	生死阵	15	9	15030069	10000	4	quano.png	攻击增加45%，防御降低40%	zjzx.png
16000052	3	生死阵	16	7	15030070	10000	4	quano.png	攻击增加50%，防御降低45%	zjzx.png
16000052	3	生死阵	16	8	15030070	10000	4	quano.png	攻击增加50%，防御降低45%	zjzx.png
16000052	3	生死阵	16	9	15030070	10000	4	quano.png	攻击增加50%，防御降低45%	zjzx.png
16000053	2	落魂阵	1	5	15030071	10000	3	quang.png	攻击增加5%	zzx.png
16000054	2	落魂阵	2	5	15030072	10000	3	quang.png	攻击增加10%	zzx.png
16000055	2	落魂阵	3	5	15030073	10000	3	quang.png	攻击增加15%	zzx.png
16000056	2	落魂阵	4	4	15030071	10000	3	quang.png	攻击增加5%	zzx.png
16000056	2	落魂阵	4	5	15030073	10000	3	quang.png	攻击增加15%	zzx.png
16000056	2	落魂阵	4	6	15030071	10000	3	quang.png	攻击增加5%	zzx.png
16000057	2	落魂阵	5	4	15030074	10000	3	quang.png	攻击增加7%	zzx.png
16000057	2	落魂阵	5	5	15030073	10000	3	quang.png	攻击增加15%	zzx.png
16000057	2	落魂阵	5	6	15030074	10000	3	quang.png	攻击增加7%	zzx.png
16000058	2	落魂阵	6	4	15030075	10000	3	quang.png	攻击增加9%	zzx.png
16000058	2	落魂阵	6	5	15030073	10000	3	quang.png	攻击增加15%	zzx.png
16000058	2	落魂阵	6	6	15030075	10000	3	quang.png	攻击增加9%	zzx.png
16000059	2	落魂阵	7	4	15030076	10000	3	quang.png	攻击增加12%	zzx.png
16000059	2	落魂阵	7	5	15030073	10000	3	quang.png	攻击增加15%	zzx.png
16000059	2	落魂阵	7	6	15030076	10000	3	quang.png	攻击增加12%	zzx.png
16000060	2	落魂阵	8	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000060	2	落魂阵	8	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000060	2	落魂阵	8	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000061	2	落魂阵	9	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000061	2	落魂阵	9	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000061	2	落魂阵	9	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000061	2	落魂阵	9	8	15030071	10000	3	quang.png	攻击增加5%	zzx.png
16000062	2	落魂阵	10	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000062	2	落魂阵	10	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000062	2	落魂阵	10	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000062	2	落魂阵	10	8	15030074	10000	3	quang.png	攻击增加7%	zzx.png
16000063	2	落魂阵	11	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000063	2	落魂阵	11	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000063	2	落魂阵	11	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000063	2	落魂阵	11	8	15030075	10000	3	quang.png	攻击增加9%	zzx.png
16000064	2	落魂阵	12	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000064	2	落魂阵	12	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000064	2	落魂阵	12	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000064	2	落魂阵	12	8	15030076	10000	3	quang.png	攻击增加12%	zzx.png
16000065	2	落魂阵	13	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000065	2	落魂阵	13	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000065	2	落魂阵	13	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000065	2	落魂阵	13	8	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000066	2	落魂阵	14	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000066	2	落魂阵	14	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000066	2	落魂阵	14	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000066	2	落魂阵	14	7	15030071	10000	3	quang.png	攻击增加5%	zzx.png
16000066	2	落魂阵	14	8	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000066	2	落魂阵	14	9	15030071	10000	3	quang.png	攻击增加5%	zzx.png
16000067	2	落魂阵	15	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000067	2	落魂阵	15	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000067	2	落魂阵	15	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000067	2	落魂阵	15	7	15030074	10000	3	quang.png	攻击增加7%	zzx.png
16000067	2	落魂阵	15	8	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000067	2	落魂阵	15	9	15030074	10000	3	quang.png	攻击增加7%	zzx.png
16000068	2	落魂阵	16	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000068	2	落魂阵	16	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000068	2	落魂阵	16	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000068	2	落魂阵	16	7	15030077	10000	3	quang.png	攻击增加9%	zzx.png
16000068	2	落魂阵	16	8	15030075	10000	3	quang.png	攻击增加15%	zzx.png
16000068	2	落魂阵	16	9	15030077	10000	3	quang.png	攻击增加9%	zzx.png
16000069	2	落魂阵	17	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000069	2	落魂阵	17	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000069	2	落魂阵	17	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000069	2	落魂阵	17	7	15030077	10000	3	quang.png	攻击增加12%	zzx.png
16000069	2	落魂阵	17	8	15030076	10000	3	quang.png	攻击增加15%	zzx.png
16000069	2	落魂阵	17	9	15030077	10000	3	quang.png	攻击增加12%	zzx.png
16000070	2	落魂阵	18	4	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000070	2	落魂阵	18	5	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000070	2	落魂阵	18	6	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000070	2	落魂阵	18	7	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000070	2	落魂阵	18	8	15030076	10000	3	quang.png	攻击增加15%	zzx.png
16000070	2	落魂阵	18	9	15030077	10000	3	quang.png	攻击增加15%	zzx.png
16000101	1	六合阵	1	1	15030001	0	5	没有属性改变		
16000101	1	六合阵	1	2	15030001	0	5	没有属性改变		
16000101	1	六合阵	1	3	15030001	0	5	没有属性改变		
16000101	1	六合阵	1	4	15030001	0	5	没有属性改变		
16000101	1	六合阵	1	5	15030001	0	5	没有属性改变		
16000101	1	六合阵	1	6	15030001	0	5	没有属性改变		
16000101	1	六合阵	1	7	15030001	0	5	没有属性改变		
16000101	1	六合阵	1	8	15030001	0	5	没有属性改变		
16000101	1	六合阵	1	9	15030001	0	5	没有属性改变		
