#怪物组ID	怪物名称	"阵型ID,对应fromation.txt"	位置	怪物ID	主将(是1，不是0)
id	name	formationid	pos	soldierid	leader
23010406	枪骑兵	16000101	2	24010082	0
23010406	长弓兵	16000101	5	24010083	0
23010406	水计谋士	16000101	3	24010084	0
23010407	重步兵	16000101	1	24010085	0
23010407	崔琐	16000101	3	24010086	1
23010407	火计谋士	16000101	7	24010087	0
23010407	医疗兵	16000101	6	24010088	0
23010408	甘宁	16000101	8	24010089	1
23010408	枪骑兵	16000101	2	24010090	0
23010408	长弓兵	16000101	5	24010091	0
23010408	水计谋士	16000101	6	24010092	0
23010501	黄巾力士	16000101	1	24010093	0
23010501	霍峻	16000101	3	24010094	1
23010501	连弩兵	16000101	5	24010095	0
23010501	火计谋士	16000101	7	24010096	0
23010502	冯紞	16000101	2	24010097	1
23010502	连弩兵	16000101	4	24010098	0
23010502	雷计谋士	16000101	8	24010099	0
23010502	医疗兵	16000101	5	24010100	0
23010503	黄巾力士	16000101	1	24010101	0
23010503	重步兵	16000101	2	24010102	0
23010503	蒯良	16000101	4	24010103	1
23010503	水计谋士	16000101	5	24010104	0
23010504	颜良	16000101	4	24010628	1
23010504	黄巾力士	16000101	2	24010109	0
23010504	长弓兵	16000101	3	24010106	0
23010504	雷计谋士	16000101	7	24010099	0
23010505	重骑兵	16000101	2	24010105	0
23010505	弓骑兵	16000101	8	24010106	0
23010505	孙歆	16000101	5	24010107	1
23010505	医疗兵	16000101	6	24010108	0
23010506	黄巾力士	16000101	2	24010109	0
23010506	留赞	16000101	3	24010110	1
23010506	连弩兵	16000101	5	24010111	0
23010506	火计谋士	16000101	7	24010112	0
23010507	重步兵	16000101	1	24010113	0
23010507	重骑兵	16000101	3	24010114	0
23010507	蒋斌	16000101	4	24010115	1
23010507	火计谋士	16000101	6	24010116	0
23010508	姜维	16000101	5	24010117	1
23010508	重步兵	16000101	1	24010118	0
23010508	重骑兵	16000101	2	24010119	0
23010508	医疗兵	16000101	7	24010120	0
23010601	夏恽	16000101	1	24010121	1
23010601	枪骑兵	16000101	2	24010122	0
23010601	长弓兵	16000101	5	24010123	0
23010601	医疗兵	16000101	8	24010125	0
23010602	禁军	16000101	2	24010126	0
23010602	李大目	16000101	4	24010127	1
23010602	长弓兵	16000101	5	24010128	0
23010602	医疗兵	16000101	8	24010130	0
23010603	雷计谋士	16000101	5	24010131	0
23010603	华雄	16000101	2	24010132	1
23010603	弓骑兵	16000101	4	24010133	0
23010603	水计谋士	16000101	7	24010134	0
23010603	医疗兵	16000101	9	24010135	0
23010604	庞统	16000101	8	24010629	1
23010604	禁军	16000101	1	24010126	0
23010604	弓骑兵	16000101	5	24010133	0
23010604	医疗兵	16000101	7	24010135	0
23010605	重步兵	16000101	3	24010136	0
23010605	长弓兵	16000101	6	24010137	0
23010605	牛辅	16000101	5	24010139	1
23010605	水计谋士	16000101	8	24010140	0
23010606	贺齐	16000101	1	24010141	1
23010606	枪骑兵	16000101	3	24010142	0
23010606	长弓兵	16000101	4	24010143	0
23010606	水计谋士	16000101	9	24010145	0
23010607	重步兵	16000101	1	24010146	0
23010607	枪骑兵	16000101	2	24010147	0
23010607	薛礼	16000101	4	24010148	1
23010607	火计谋士	16000101	5	24010149	0
23010608	夏侯渊	16000101	9	24010151	1
23010608	枪骑兵	16000101	3	24010152	0
23010608	长弓兵	16000101	4	24010153	0
23010608	水计谋士	16000101	6	24010155	0
23010701	黄巾力士	16000101	1	24010156	0
23010701	高顺	16000101	2	24010157	1
23010701	弓骑兵	16000101	5	24010159	0
23010701	火计谋士	16000101	7	24010160	0
23010701	水计谋士	16000101	8	24010161	0
23010702	颜良	16000101	1	24010162	1
23010702	重骑兵	16000101	3	24010164	0
23010702	连弩兵	16000101	4	24010165	0
23010702	雷计谋士	16000101	8	24010166	0
23010702	医疗兵	16000101	6	24010167	0
23010703	黄巾力士	16000101	1	24010168	0
23010703	重步兵	16000101	2	24010169	0
23010703	杨秋	16000101	4	24010171	1
23010703	水计谋士	16000101	7	24010172	0
23010703	医疗兵	16000101	9	24010173	0
23010704	周泰	16000101	4	24010630	1
23010704	重步兵	16000101	1	24010169	0
23010704	连弩兵	16000101	2	24010165	0
23010704	弓骑兵	16000101	5	24010176	0
23010704	雷计谋士	16000101	7	24010166	0
23010705	重步兵	16000101	1	24010174	0
23010705	重骑兵	16000101	3	24010175	0
23010705	弓骑兵	16000101	4	24010176	0
23010705	刘综	16000101	6	24010177	1
23010705	医疗兵	16000101	9	24010179	0
23010706	黄巾力士	16000101	1	24010180	0
23010706	尹楷	16000101	2	24010181	1
23010706	连弩兵	16000101	4	24010182	0
23010706	雷计谋士	16000101	7	24010184	0
23010706	水计谋士	16000101	8	24010185	0
23010707	连弩兵	16000101	5	24010186	0
23010707	重步兵	16000101	2	24010187	0
23010707	重骑兵	16000101	3	24010188	0
23010707	张横	16000101	4	24010189	1
23010707	火计谋士	16000101	6	24010190	0
23010708	大乔	16000101	5	24010192	1
23010708	重步兵	16000101	1	24010193	0
23010708	骑射手	16000101	7	24010195	0
23010708	水计谋士	16000101	8	24010196	0
23010708	医疗兵	16000101	9	24010197	0
23010801	黄巾力士	16000101	1	24010198	0
23010801	重骑兵	16000101	2	24010199	0
23010801	蔡瑁	16000101	4	24010200	1
23010801	雷计谋士	16000101	5	24010201	0
23010801	水计谋士	16000101	6	24010202	0
23010802	重骑兵	16000101	2	24010204	0
23010802	连弩兵	16000101	4	24010205	0
23010802	骑射手	16000101	5	24010206	0
23010802	火计谋士	16000101	8	24010208	0
23010802	刘表	16000101	7	24010209	1
23010803	黄巾力士	16000101	2	24010211	0
23010803	马腾	16000101	3	24010212	1
23010803	骑射手	16000101	4	24010213	0
23010803	雷计谋士	16000101	6	24010214	0
23010803	医疗兵	16000101	9	24010215	0
23010804	贾诩	16000101	8	24010631	1
23010804	黄巾力士	16000101	1	24010211	0
23010804	连弩兵	16000101	2	24010205	0
23010804	雷计谋士	16000101	7	24010214	0
23010804	医疗兵	16000101	9	24010215	0
23010805	重步兵	16000101	1	24010217	0
23010805	重骑兵	16000101	3	24010218	0
23010805	弓骑兵	16000101	4	24010219	0
23010805	高干	16000101	6	24010220	1
23010805	水计谋士	16000101	8	24010221	0
23010806	黄巾力士	16000101	2	24010222	0
23010806	重步兵	16000101	3	24010223	0
23010806	袁胤	16000101	5	24010224	1
23010806	火计谋士	16000101	6	24010225	0
23010806	医疗兵	16000101	9	24010227	0
23010807	重步兵	16000101	3	24010229	0
23010807	骑射手	16000101	4	24010230	0
23010807	纪灵	16000101	6	24010231	1
23010807	雷计谋士	16000101	7	24010232	0
23010807	水计谋士	16000101	9	24010233	0
23010808	太史慈	16000101	9	24010234	1
23010808	黄巾力士	16000101	2	24010235	0
23010808	重骑兵	16000101	3	24010236	0
23010808	弓骑兵	16000101	6	24010238	0
23010808	医疗兵	16000101	7	24010239	0
23010901	车下虎士	16000101	1	24010240	0
23010901	禁卫军	16000101	3	24010241	0
23010901	连弩兵	16000101	4	24010242	0
23010901	孙观	16000101	8	24010245	1
23010901	水计谋士	16000101	9	24010246	0
23010902	车下虎士	16000101	1	24010247	0
23010902	邓羲	16000101	3	24010249	1
23010902	连弩兵	16000101	4	24010250	0
23010902	弓骑兵	16000101	6	24010252	0
23010902	医疗兵	16000101	8	24010253	0
23010903	车下虎士	16000101	1	24010254	0
23010903	黄巾力士	16000101	2	24010255	0
23010903	田畴	16000101	5	24010257	1
23010903	弓骑兵	16000101	8	24010259	0
23010903	火计谋士	16000101	9	24010260	0
23010904	张辽	16000101	7	24010632	1
23010904	车下虎士	16000101	1	24010254	0
23010904	禁卫军	16000101	2	24010256	0
23010904	骑射手	16000101	4	24010258	0
23010904	火计谋士	16000101	6	24010260	0
23010905	车下虎士	16000101	1	24010261	0
23010905	邓芝	16000101	2	24010262	1
23010905	骑射手	16000101	6	24010264	0
23010905	雷计谋士	16000101	7	24010265	0
23010905	医疗兵	16000101	9	24010267	0
23010906	黄巾力士	16000101	1	24010268	0
23010906	禁卫军	16000101	2	24010269	0
23010906	连弩兵	16000101	4	24010270	0
23010906	谯周	16000101	7	24010273	1
23010906	水计谋士	16000101	8	24010274	0
23010907	车下虎士	16000101	2	24010276	0
23010907	霍峻	16000101	3	24010277	1
23010907	连弩兵	16000101	7	24010278	0
23010907	雷计谋士	16000101	8	24010279	0
23010907	医疗兵	16000101	4	24010281	0
23010908	魏延	16000101	4	24010282	1
23010908	车下虎士	16000101	2	24010283	0
23010908	连弩兵	16000101	1	24010285	0
23010908	弓骑兵	16000101	5	24010286	0
23010908	医疗兵	16000101	9	24010288	0
23011001	车下虎士	16000101	1	24010289	0
23011001	黄巾力士	16000101	3	24010290	0
23011001	崔勇	16000101	4	24010291	1
23011001	骑射手	16000101	6	24010292	0
23011001	水计谋士	16000101	9	24010295	0
23011002	车下虎士	16000101	1	24010296	0
23011002	黄巾力士	16000101	2	24010297	0
23011002	骑射手	16000101	4	24010298	0
23011002	火计谋士	16000101	7	24010300	0
23011002	陈宫	16000101	9	24010302	1
23011003	车下虎士	16000101	3	24010304	0
23011003	连弩兵	16000101	4	24010305	0
23011003	弓骑兵	16000101	5	24010306	0
23011003	火计谋士	16000101	7	24010307	0
23011003	步练师	16000101	8	24010308	1
23011004	文丑	16000101	5	24010633	1
23011004	车下虎士	16000101	1	24010304	0
23011004	黄巾力士	16000101	3	24010297	0
23011004	骑射手	16000101	4	24010298	0
23011004	火计谋士	16000101	6	24010307	0
23011005	车下虎士	16000101	2	24010310	0
23011005	邓羲	16000101	3	24010311	1
23011005	连弩兵	16000101	5	24010312	0
23011005	雷计谋士	16000101	8	24010315	0
23011005	医疗兵	16000101	9	24010316	0
23011006	车下虎士	16000101	1	24010317	0
23011006	禁卫军	16000101	3	24010319	0
23011006	骑射手	16000101	4	24010320	0
23011006	法正	16000101	6	24010322	1
23011006	医疗兵	16000101	8	24010323	0
23011007	黄巾力士	16000101	2	24010325	0
23011007	禁卫军	16000101	3	24010326	0
23011007	张羡	16000101	4	24010327	1
23011007	火计谋士	16000101	5	24010328	0
23011007	水计谋士	16000101	9	24010330	0
23011008	甘宁	16000101	7	24010331	1
23011008	车下虎士	16000101	2	24010332	0
23011008	禁卫军	16000101	5	24010334	0
23011008	骑射手	16000101	4	24010335	0
23011008	火计谋士	16000101	6	24010336	0
23011101	丹阳兵	16000101	1	24010338	0
23011101	西凉铁骑	16000101	3	24010340	0
23011101	元戎射手	16000101	5	24010341	0
23011101	刘石	16000101	6	24010342	1
23011101	雷计谋士	16000101	8	24010344	0
23011102	丹阳兵	16000101	2	24010346	0
23011102	元戎射手	16000101	4	24010348	0
23011102	廖化	16000101	6	24010350	1
23011102	水计谋士	16000101	8	24010352	0
23011102	医疗兵	16000101	9	24010353	0
23011103	尹楷	16000101	2	24010356	1
23011103	西凉铁骑	16000101	3	24010357	0
23011103	羽林卫	16000101	4	24010358	0
23011103	弓骑兵	16000101	7	24010359	0
23011103	火计谋士	16000101	6	24010360	0
23011104	颜良	16000101	6	24010634	1
23011104	西凉铁骑	16000101	3	24010357	0
23011104	元戎射手	16000101	5	24010354	0
23011104	羽林卫	16000101	7	24010358	0
23011104	医疗兵	16000101	9	24010353	0
23011105	车下虎士	16000101	1	24010362	0
23011105	羽林卫	16000101	4	24010364	0
23011105	雷计谋士	16000101	7	24010367	0
23011105	步练师	16000101	8	24010368	1
23011105	医疗兵	16000101	9	24010369	0
23011106	王平	16000101	1	24010370	1
23011106	车下虎士	16000101	2	24010371	0
23011106	元戎射手	16000101	4	24010373	0
23011106	弓骑兵	16000101	6	24010375	0
23011106	火计谋士	16000101	7	24010376	0
23011107	刘璋	16000101	1	24010379	1
23011107	西凉铁骑	16000101	2	24010380	0
23011107	羽林卫	16000101	4	24010381	0
23011107	火计谋士	16000101	7	24010383	0
23011107	水计谋士	16000101	9	24010385	0
23011108	黄月英	16000101	8	24010386	1
23011108	丹阳兵	16000101	2	24010387	0
23011108	元戎射手	16000101	1	24010389	0
23011108	雷计谋士	16000101	7	24010391	0
23011108	水计谋士	16000101	4	24010392	0
23011201	丹阳兵	16000101	1	24010394	0
23011201	车下虎士	16000101	2	24010395	0
23011201	高翔	16000101	3	24010396	1
23011201	羽林卫	16000101	6	24010398	0
23011201	火计谋士	16000101	4	24010399	0
23011201	医疗兵	16000101	9	24010401	0
23011202	丹阳兵	16000101	1	24010402	0
23011202	车下虎士	16000101	2	24010403	0
23011202	弓骑兵	16000101	4	24010405	0
23011202	火计谋士	16000101	6	24010406	0
23011202	陈宫	16000101	8	24010408	1
23011202	医疗兵	16000101	9	24010409	0
23011203	丹阳兵	16000101	2	24010410	0
23011203	西凉铁骑	16000101	3	24010411	0
23011203	元戎射手	16000101	4	24010412	0
23011203	马休	16000101	6	24010414	1
23011203	火计谋士	16000101	7	24010415	0
23011203	医疗兵	16000101	9	24010417	0
23011204	庞统	16000101	8	24010635	1
23011204	丹阳兵	16000101	1	24010410	0
23011204	车下虎士	16000101	2	24010403	0
23011204	羽林卫	16000101	4	24010413	0
23011204	雷计谋士	16000101	6	24010407	0
23011204	水计谋士	16000101	7	24010416	0
23011205	庞义	16000101	2	24010419	1
23011205	西凉铁骑	16000101	3	24010420	0
23011205	元戎射手	16000101	4	24010421	0
23011205	弓骑兵	16000101	5	24010422	0
23011205	火计谋士	16000101	6	24010423	0
23011205	水计谋士	16000101	9	24010425	0
23011206	车下虎士	16000101	2	24010426	0
23011206	孟宗	16000101	3	24010427	1
23011206	弓骑兵	16000101	5	24010429	0
23011206	火计谋士	16000101	6	24010430	0
23011206	雷计谋士	16000101	7	24010431	0
23011206	医疗兵	16000101	9	24010433	0
23011207	丹阳兵	16000101	2	24010435	0
23011207	车下虎士	16000101	3	24010436	0
23011207	西凉铁骑	16000101	4	24010437	0
23011207	元戎射手	16000101	5	24010438	0
23011207	弓骑兵	16000101	7	24010439	0
23011207	谯周	16000101	8	24010440	1
23011208	小乔	16000101	5	24010442	1
23011208	车下虎士	16000101	2	24010443	0
23011208	西凉铁骑	16000101	3	24010444	0
23011208	元戎射手	16000101	4	24010445	0
23011208	弓骑兵	16000101	7	24010447	0
23011208	火计谋士	16000101	8	24010448	0
23011301	藤甲兵	16000101	1	24010450	0
23011301	白马义从	16000101	3	24010452	0
23011301	关兴	16000101	4	24010453	1
23011301	神臂弓兵	16000101	5	24010454	0
23011301	雷计谋士	16000101	6	24010455	0
23011301	医疗兵	16000101	9	24010457	0
23011302	藤甲兵	16000101	1	24010458	0
23011302	丹阳兵	16000101	3	24010459	0
23011302	元戎射手	16000101	4	24010460	0
23011302	神臂弓兵	16000101	6	24010462	0
23011302	诸葛瑾	16000101	7	24010463	1
23011302	雷计谋士	16000101	8	24010464	0
23011303	藤甲兵	16000101	1	24010467	0
23011303	程秉	16000101	2	24010468	1
23011303	羽林卫	16000101	4	24010470	0
23011303	神臂弓兵	16000101	7	24010471	0
23011303	雷计谋士	16000101	8	24010472	0
23011303	医疗兵	16000101	9	24010473	0
23011304	夏侯渊	16000101	5	24010636	1
23011304	藤甲兵	16000101	1	24010467	0
23011304	白马义从	16000101	3	24010469	0
23011304	羽林卫	16000101	4	24010470	0
23011304	雷计谋士	16000101	7	24010472	0
23011304	医疗兵	16000101	9	24010473	0
23011304	藤甲兵	16000101	1	24010474	0
23011305	马岱	16000101	3	24010476	1
23011305	元戎射手	16000101	4	24010477	0
23011305	神臂弓兵	16000101	7	24010479	0
23011305	火计谋士	16000101	8	24010480	0
23011305	水计谋士	16000101	9	24010481	0
23011306	丹阳兵	16000101	2	24010482	0
23011306	白马义从	16000101	3	24010483	0
23011306	关索	16000101	4	24010484	1
23011306	神臂弓兵	16000101	5	24010485	0
23011306	水计谋士	16000101	8	24010488	0
23011306	医疗兵	16000101	9	24010489	0
23011307	元戎射手	16000101	5	24010490	0
23011307	白马义从	16000101	3	24010493	0
23011307	羽林卫	16000101	4	24010494	0
23011307	雷计谋士	16000101	6	24010495	0
23011307	伍延	16000101	7	24010496	1
23011307	医疗兵	16000101	9	24010497	0
23011308	夏侯惇	16000101	5	24010498	1
23011308	藤甲兵	16000101	1	24010499	0
23011308	丹阳兵	16000101	2	24010500	0
23011308	羽林卫	16000101	4	24010502	0
23011308	火计谋士	16000101	7	24010503	0
23011308	水计谋士	16000101	6	24010504	0
23011401	陆抗	16000101	2	24010506	1
23011401	白马义从	16000101	3	24010507	0
23011401	元戎射手	16000101	7	24010508	0
23011401	神臂弓兵	16000101	9	24010510	0
23011401	雷计谋士	16000101	5	24010512	0
23011401	医疗兵	16000101	6	24010513	0
23011402	藤甲兵	16000101	1	24010514	0
23011402	白马义从	16000101	3	24010516	0
23011402	元戎射手	16000101	4	24010517	0
23011402	羽林卫	16000101	5	24010518	0
23011402	火计谋士	16000101	6	24010519	0
23011402	杨奉	16000101	8	24010521	1
23011403	藤甲兵	16000101	1	24010523	0
23011403	荀攸	16000101	3	24010525	1
23011403	元戎射手	16000101	4	24010526	0
23011403	羽林卫	16000101	5	24010527	0
23011403	火计谋士	16000101	6	24010528	0
23011403	医疗兵	16000101	9	24010529	0
23011404	周泰	16000101	4	24010637	1
23011404	藤甲兵	16000101	3	24010523	0
23011404	丹阳兵	16000101	2	24010524	0
23011404	白马义从	16000101	1	24010516	0
23011404	羽林卫	16000101	5	24010527	0
23011404	雷计谋士	16000101	7	24010520	0
23011405	丹阳兵	16000101	1	24010530	0
23011405	白马义从	16000101	3	24010531	0
23011405	田畴	16000101	4	24010532	1
23011405	神臂弓兵	16000101	6	24010534	0
23011405	火计谋士	16000101	7	24010535	0
23011405	医疗兵	16000101	9	24010537	0
23011406	藤甲兵	16000101	1	24010538	0
23011406	丹阳兵	16000101	2	24010539	0
23011406	姜维	16000101	3	24010540	1
23011406	神臂弓兵	16000101	9	24010542	0
23011406	雷计谋士	16000101	5	24010544	0
23011406	医疗兵	16000101	6	24010545	0
23011407	马谡	16000101	1	24010547	1
23011407	丹阳兵	16000101	2	24010548	0
23011407	白马义从	16000101	3	24010549	0
23011407	元戎射手	16000101	7	24010550	0
23011407	火计谋士	16000101	4	24010551	0
23011407	水计谋士	16000101	6	24010553	0
23011408	孙权	16000101	7	24010554	1
23011408	藤甲兵	16000101	1	24010555	0
23011408	白马义从	16000101	3	24010556	0
23011408	羽林卫	16000101	2	24010557	0
23011408	火计谋士	16000101	5	24010558	0
23011408	水计谋士	16000101	4	24010560	0
23011501	陷阵营	16000101	1	24010562	0
23011501	文丑	16000101	2	24010563	1
23011501	并州铁骑	16000101	3	24010564	0
23011501	无当飞军	16000101	7	24010565	0
23011501	雷计谋士	16000101	5	24010568	0
23011501	医疗兵	16000101	8	24010570	0
23011502	陷阵营	16000101	1	24010571	0
23011502	锦衣卫	16000101	2	24010572	0
23011502	神臂弓兵	16000101	7	24010574	0
23011502	羽林卫	16000101	9	24010576	0
23011502	火计谋士	16000101	4	24010577	0
23011502	傅巽	16000101	6	24010579	1
23011503	锦衣卫	16000101	3	24010582	0
23011503	并州铁骑	16000101	5	24010583	0
23011503	文聘	16000101	4	24010584	1
23011503	无当飞军	16000101	6	24010585	0
23011503	火计谋士	16000101	7	24010586	0
23011503	医疗兵	16000101	9	24010588	0
23011504	贾诩	16000101	9	24010638	1
23011504	陷阵营	16000101	1	24010581	0
23011504	锦衣卫	16000101	3	24010582	0
23011504	神臂弓兵	16000101	4	24010574	0
23011504	羽林卫	16000101	7	24010576	0
23011504	医疗兵	16000101	8	24010588	0
23011505	陷阵营	16000101	1	24010589	0
23011505	潘凤	16000101	3	24010591	1
23011505	神臂弓兵	16000101	4	24010592	0
23011505	无当飞军	16000101	5	24010593	0
23011505	火计谋士	16000101	7	24010595	0
23011505	水计谋士	16000101	9	24010597	0
23011506	锦衣卫	16000101	2	24010599	0
23011506	并州铁骑	16000101	3	24010600	0
23011506	无当飞军	16000101	7	24010601	0
23011506	火计谋士	16000101	9	24010603	0
23011506	高览	16000101	5	24010605	1
23011506	医疗兵	16000101	6	24010606	0
23011507	陷阵营	16000101	1	24010607	0
23011507	并州铁骑	16000101	3	24010609	0
23011507	神臂弓兵	16000101	4	24010610	0
23011507	羽林卫	16000101	6	24010612	0
23011507	刘琦	16000101	5	24010613	1
23011507	水计谋士	16000101	7	24010614	0
23011508	刘备	16000101	8	24010616	1
23011508	陷阵营	16000101	1	24010617	0
23011508	锦衣卫	16000101	2	24010618	0
23011508	无当飞军	16000101	4	24010620	0
23011508	火计谋士	16000101	6	24010622	0
23011508	医疗兵	16000101	9	24010624	0
23020101	丁奉	16000101	7	24020000	1
23020101	刀盾兵	16000101	5	24020001	0
23020101	轻骑兵	16000101	2	24020002	0
23020102	邓茂	16000101	4	24020003	1
23020102	弓骑兵	16000101	5	24020004	0
23020102	水计谋士	16000101	6	24020005	0
23020103	曹植	16000101	1	24020006	1
23020103	刀盾兵	16000101	2	24020007	0
23020103	弓骑兵	16000101	5	24020008	0
23020104	张角	16000101	7	24020009	1
23020104	长弓兵	16000101	2	24020010	0
23020104	火计谋士	16000101	5	24020011	0
23020105	吕布	16000101	4	24020012	1
23020105	轻骑兵	16000101	2	24020013	0
23020105	火计谋士	16000101	7	24020014	0
23020106	董卓	16000101	7	24020015	1
23020106	轻步兵	16000101	1	24020016	0
23020106	弓骑兵	16000101	6	24020017	0
23020201	孟获	16000101	4	24020018	1
23020201	轻骑兵	16000101	2	24020019	0
23020201	轻骑兵	16000101	1	24020019	0
23020201	水计谋士	16000101	5	24020020	0
23020202	高顺	16000101	2	24020021	1
23020202	刀盾兵	16000101	1	24020022	0
23020202	长弓兵	16000101	7	24020023	0
23020202	长弓兵	16000101	4	24020023	0
23020203	孙策	16000101	1	24020024	1
23020203	轻步兵	16000101	2	24020025	0
23020203	雷计谋士	16000101	5	24020026	0
23020203	雷计谋士	16000101	7	24020026	0
23020204	程普	16000101	6	24020027	1
23020204	轻骑兵	16000101	9	24020028	0
23020204	弓骑兵	16000101	4	24020029	0
23020204	医疗兵	16000101	5	24020030	0
23020205	曹操	16000101	2	24020031	1
23020205	刀盾兵	16000101	9	24020032	0
23020205	长弓兵	16000101	3	24020033	0
23020205	火计谋士	16000101	7	24020034	0
23020206	司马懿	16000101	6	24020035	1
23020206	轻骑兵	16000101	3	24020036	0
23020206	雷计谋士	16000101	8	24020037	0
23020206	水计谋士	16000101	5	24020038	0
23020301	李典	16000101	1	24020039	1
23020301	刀盾兵	16000101	2	24020040	0
23020301	长弓兵	16000101	4	24020041	0
23020301	医疗兵	16000101	7	24020042	0
23020302	夏侯渊	16000101	7	24020043	1
23020302	轻步兵	16000101	1	24020044	0
23020302	轻骑兵	16000101	2	24020045	0
23020302	火计谋士	16000101	5	24020046	0
23020303	贾诩	16000101	4	24020047	1
23020303	轻骑兵	16000101	3	24020048	0
23020303	水计谋士	16000101	8	24020049	0
23020303	医疗兵	16000101	5	24020050	0
23020304	徐晃	16000101	1	24020051	1
23020304	刀盾兵	16000101	2	24020052	0
23020304	弓骑兵	16000101	4	24020053	0
23020304	雷计谋士	16000101	7	24020054	0
23020305	张颌	16000101	8	24020055	1
23020305	轻步兵	16000101	9	24020056	0
23020305	弓骑兵	16000101	2	24020057	0
23020305	水计谋士	16000101	3	24020058	0
23020306	于禁	16000101	4	24020059	1
23020306	刀盾兵	16000101	5	24020060	0
23020306	长弓兵	16000101	6	24020061	0
23020306	弓骑兵	16000101	8	24020062	0
23020401	典韦	16000101	3	24020063	1
23020401	重步兵	16000101	1	24020064	0
23020401	长弓兵	16000101	5	24020065	0
23020401	火计谋士	16000101	7	24020066	0
23020402	夏侯惇	16000101	4	24020067	1
23020402	禁军	16000101	1	24020068	0
23020402	长弓兵	16000101	6	24020069	0
