#ID(1:活动礼包；2：公会礼包；3：普通礼包；4：高级礼包；5：200元宝礼包)	奖励（相同ID的激活码具有相同的奖励）	激活码	开始时间（相同ID的激活码具有相同的开始结束时间）	结束时间
id	reward	key	bgtime	endtime
1	22170301	79UX9A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	97CM8Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	95FM3K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94YQ8X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	92HA5V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	87EN4S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29FS7E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	84YA8L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	74EE3K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	32BT8N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	78RT9T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	24JR7P	2015/12/7 0:00	2016/2/8 23:59
1	22170301	39PR5U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	49AA4H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	25FA9V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58VR8T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88AU2A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88NV3X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	77KJ9D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94XX8K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	34QM8C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88XX5B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54YD9F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93BU9M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	99CJ5P	2015/12/7 0:00	2016/2/8 23:59
1	22170301	89TL9E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	79JV7Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	73YU3T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	48EL5J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	24TH5K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	28FB4D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	27VB9J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	74KE5X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93FC8W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	44SN4Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	43HW5R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	37CB5F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94LU4L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54VJ3X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	77JC9R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	92TX3H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58ZV7N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	99FY4S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	23ZA4B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	57ZE7R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	43FN2K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	35UA5K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	47WW3T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54WF4Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	39XY9B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29PW3Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	28JK2Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	44KS9Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	98DQ4C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53MD3J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	52VU2D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	87JF8W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54ND3D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54CT3D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	35CN4T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	48HQ3L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29UX7D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	84MC9Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	57MS8N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	23BF4A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	42EH9K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	25WM2V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	48QD2Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	89LM7Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	79ML7F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	77QK4B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	73MK8A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	37EP7R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	39VX9Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93KF5E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33DB2T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94QF4C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	74UK9C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	25PR9M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	34QA7D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	48NF2M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38AF3S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22FY2Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	87DL2X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	99JX4W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	98NV4P	2015/12/7 0:00	2016/2/8 23:59
1	22170301	85FR4C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	32XS8A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	75HH7X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29QR8K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58PF8C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38DL3H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	57HC8D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	37ZW9H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93KX7E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	73PJ8U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	75NR5K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	48HD3T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	23FM5J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	79WV5A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	57TK2A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33DU8K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38XV5B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93EW7P	2015/12/7 0:00	2016/2/8 23:59
1	22170301	87EE2M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	27KJ9F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	92NH4B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	95QZ5R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53ZQ5K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	44UM4V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38CF5L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	79TQ9S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	79SQ9T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88TA3N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	43ZJ8R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22DL8H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	42BM5V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	48UN8F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	75QS9A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	48CW7A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	47NQ5C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54PZ5R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	28LJ9C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	95NZ8Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93QZ8Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	43DT7J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	25MF3C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29MR2Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54ST5Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53XS9K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	75LN4Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33YS9Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	73BM8P	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38UV8H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94AA5H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88JQ4U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	49FJ7S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	28YN5C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	89DT5W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94SQ7B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22SF8X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53QD3C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	42QW8N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	98ZF2A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	45VH2J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33YJ9X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	85VH3P	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93RN4Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33TN7N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22QF2M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93LQ4W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	74VV3X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58PJ9N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53FN2L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	28PK7A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	99VQ2N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94CJ2L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29CW7D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	75VF4C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	24DW3V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38AW5D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33BQ7K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	23YB3X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33BX8V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94FP3U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	72BS3F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	45HJ2C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	24TF7X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	77UU4J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54ZC4F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38AA4Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	35BR2V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	74DR2L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	25XE4K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	82SY5E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29KY9A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38UY2K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	44RU3W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	24FS3J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58XR7W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	79TZ7N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	87DJ8F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58VE2P	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94AL4B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88KL8T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	48FD9S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	34VW7S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22PM5K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	97AV9W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22ZP8B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	97VN9K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93KM3X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93NA9L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58ZK9W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	75XC7A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54YZ2W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	35TU2T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54ZH4L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94DJ7B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	89WE9T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	77ME2Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	52CV5L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	45QQ4U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	78MX4B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	83KW9M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	99RR7F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93NW5Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	78YV7H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	85HH7K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22DV7E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	24SR2E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	92CB7S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	24SF8K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54TX4E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	82DW4D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	85SZ7C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	27WW3T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	98FF5Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	59PC3D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	42AN9Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	83AA3R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54JB4X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93ZR7V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38ZZ2E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	82WA9N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	45BZ8P	2015/12/7 0:00	2016/2/8 23:59
1	22170301	98ZK5E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	95CN3U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	99PR2H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	77EA4E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	37SE8Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	77CW9T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	47CV8V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	72XH4F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58XT4X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	45AW2C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	87MJ4L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	97AA3L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53DJ9U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88KC9U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	35WB5L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33MS5R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	24WF9L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	74JA8H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29KJ4T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	32EV4R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	98EM9Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	32BZ9W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	57LF8K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33NU3W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	25BX3H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	24LU5T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	97WX3H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	78YT7D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	57JA7J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	75MM4N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	34QP4M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94EQ5E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	97LB8B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	79MF2C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	37UK3N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53RL7B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	55KU3W	2015/12/7 0:00	2016/2/8 23:59
1	22170301	84SK4K	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22LL5E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	77XT2A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	32KB4P	2015/12/7 0:00	2016/2/8 23:59
1	22170301	72ZB4Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	83CS3E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	35NY2B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	27XM4X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	84WJ8V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	47NZ8U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	27ZR2E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	34LT3V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	23ZT7E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	35VR9V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53HS5Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	49JV4R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	99WT5F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	45PM8T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	55VE2L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	43FY5E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	59NN4U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	73MY7H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	43FZ3X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53QQ9L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53EM9X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	74RQ9C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22NJ2T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	97QH5X	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29FL2C	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58BZ7Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88RL2J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	73EN2Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88XF2Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22HA4U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58CE7U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29BM2B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	84VC3D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	37JX5N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	87HC8U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29HR2S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	78TS7S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	32QB2U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38UN5A	2015/12/7 0:00	2016/2/8 23:59
1	22170301	55AP9Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	89HC9U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	84WL7F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	47KH5R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33ST2B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	38YD5T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	87JL8M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	52XY9H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	25ND5N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	74CJ8R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33BY5F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	92KB5J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	93SS3M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	82YZ9D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	82SS8Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	99LD7Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	74KW5Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	79HX2B	2015/12/7 0:00	2016/2/8 23:59
1	22170301	89XH3D	2015/12/7 0:00	2016/2/8 23:59
1	22170301	98JQ7F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	84FD8Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	59KJ4R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	94CP3U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	49AS5R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	92JB4J	2015/12/7 0:00	2016/2/8 23:59
1	22170301	32JY3E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	35ZT2M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	32FU9F	2015/12/7 0:00	2016/2/8 23:59
1	22170301	34RV7V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	83BT9L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53MT7Y	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33TS5U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	89NJ7T	2015/12/7 0:00	2016/2/8 23:59
1	22170301	34ME3S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	72BJ4U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	53KY5H	2015/12/7 0:00	2016/2/8 23:59
1	22170301	78LX8E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	47MV7L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	49NR9N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	57QS9Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88RS9S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	29AD7E	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54DK8L	2015/12/7 0:00	2016/2/8 23:59
1	22170301	85NS8U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	95PY2Q	2015/12/7 0:00	2016/2/8 23:59
1	22170301	58ZK7R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	88FU4M	2015/12/7 0:00	2016/2/8 23:59
1	22170301	84CN8P	2015/12/7 0:00	2016/2/8 23:59
1	22170301	22WP5S	2015/12/7 0:00	2016/2/8 23:59
1	22170301	95NT7Z	2015/12/7 0:00	2016/2/8 23:59
1	22170301	54UX7V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	95PH4N	2015/12/7 0:00	2016/2/8 23:59
1	22170301	87UF5V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	33XP4R	2015/12/7 0:00	2016/2/8 23:59
1	22170301	24SS3U	2015/12/7 0:00	2016/2/8 23:59
1	22170301	87TJ3V	2015/12/7 0:00	2016/2/8 23:59
1	22170301	44AF4P	2015/12/7 0:00	2016/2/8 23:59
