#武将id	武将品质	将魂id	将魂数量	材料1_id	材料1_数量	材料2_id	材料2_数量	材料3_id	材料3_数量	材料4_id	材料4_数量	下一级品质
id	quality	soul_item_id	soul_item_num	item_1_id	item_1_num	item_2_id	item_2_num	item_3_id	item_3_num	item_4_id	item_4_num	nextquality
12000010	1	17020010	10	17010000	10	0	0	0	0	0	0	2
12000010	2	17020010	20	17010000	20	17010014	10	0	0	0	0	3
12000010	3	17020010	30	17010010	30	17010026	20	17010030	10	0	0	4
12000010	4	17020010	40	17010008	40	17010020	30	17010030	20	0	0	5
12000010	5	17020010	40	17010014	40	17010074	30	17010030	20	17010035	2	6
12000010	6	17020010	40	17010026	40	17010074	30	17010030	20	17010035	2	7
12000010	7	17020010	40	17010026	40	17010074	30	17010030	20	17010035	2	8
12000010	8	17020010	40	17010026	40	17010074	30	17010030	20	17010035	4	9
12000010	9	17020010	40	17010026	40	17010074	30	17010030	20	17010035	4	10
12000010	10	17020010	40	17010026	40	17010074	30	17010030	20	17010035	4	11
12000010	11	17020010	40	17010026	40	17010074	30	17010030	20	17010035	6	12
12000010	12	17020010	40	17010026	40	17010074	30	17010030	20	17010035	6	13
12000010	13	17020010	40	17010026	40	17010074	30	17010030	20	17010035	6	14
12000010	14	17020010	40	17010026	40	17010074	30	17010030	20	17010035	8	15
12000010	15	17020010	40	17010026	40	17010074	30	17010030	20	17010035	8	16
12000010	16	17020010	40	17010026	40	17010074	30	17010030	20	17010035	8	17
12000010	17	17020010	40	17010026	40	17010074	30	17010030	20	17010035	10	18
12000010	18	17020010	40	17010026	40	17010074	30	17010030	20	17010035	10	0
12000011	1	17020011	10	17010001	10	0	0	0	0	0	0	2
12000011	2	17020011	20	17010001	20	17010015	10	0	0	0	0	3
12000011	3	17020011	30	17010011	30	17010023	20	17010030	10	0	0	4
12000011	4	17020011	40	17010002	40	17010021	30	17010030	20	0	0	5
12000011	5	17020011	40	17010018	40	17010075	30	17010030	20	17010035	2	6
12000011	6	17020011	40	17010024	40	17010075	30	17010030	20	17010035	2	7
12000011	7	17020011	40	17010024	40	17010075	30	17010030	20	17010035	2	8
12000011	8	17020011	40	17010024	40	17010075	30	17010030	20	17010035	4	9
12000011	9	17020011	40	17010024	40	17010075	30	17010030	20	17010035	4	10
12000011	10	17020011	40	17010024	40	17010075	30	17010030	20	17010035	4	11
12000011	11	17020011	40	17010024	40	17010075	30	17010030	20	17010035	6	12
12000011	12	17020011	40	17010024	40	17010075	30	17010030	20	17010035	6	13
12000011	13	17020011	40	17010024	40	17010075	30	17010030	20	17010035	6	14
12000011	14	17020011	40	17010024	40	17010075	30	17010030	20	17010035	8	15
12000011	15	17020011	40	17010024	40	17010075	30	17010030	20	17010035	8	16
12000011	16	17020011	40	17010024	40	17010075	30	17010030	20	17010035	8	17
12000011	17	17020011	40	17010024	40	17010075	30	17010030	20	17010035	10	18
12000011	18	17020011	40	17010024	40	17010075	30	17010030	20	17010035	10	0
12000012	1	17020012	10	17010002	10	0	0	0	0	0	0	2
12000012	2	17020012	20	17010002	20	17010013	10	0	0	0	0	3
12000012	3	17020012	30	17010012	30	17010023	20	17010030	10	0	0	4
12000012	4	17020012	40	17010004	40	17010022	30	17010030	20	0	0	5
12000012	5	17020012	40	17010016	40	17010076	30	17010030	20	17010035	2	6
12000012	6	17020012	40	17010023	40	17010076	30	17010030	20	17010035	2	7
12000012	7	17020012	40	17010023	40	17010076	30	17010030	20	17010035	2	8
12000012	8	17020012	40	17010023	40	17010076	30	17010030	20	17010035	4	9
12000012	9	17020012	40	17010023	40	17010076	30	17010030	20	17010035	4	10
12000012	10	17020012	40	17010023	40	17010076	30	17010030	20	17010035	4	11
12000012	11	17020012	40	17010023	40	17010076	30	17010030	20	17010035	6	12
12000012	12	17020012	40	17010023	40	17010076	30	17010030	20	17010035	6	13
12000012	13	17020012	40	17010023	40	17010076	30	17010030	20	17010035	6	14
12000012	14	17020012	40	17010023	40	17010076	30	17010030	20	17010035	8	15
12000012	15	17020012	40	17010023	40	17010076	30	17010030	20	17010035	8	16
12000012	16	17020012	40	17010023	40	17010076	30	17010030	20	17010035	8	17
12000012	17	17020012	40	17010023	40	17010076	30	17010030	20	17010035	10	18
12000012	18	17020012	40	17010023	40	17010076	30	17010030	20	17010035	10	0
12000013	1	17020013	10	17010003	10	0	0	0	0	0	0	2
12000013	2	17020013	20	17010003	20	17010018	10	0	0	0	0	3
12000013	3	17020013	30	17010013	30	17010021	20	17010030	10	0	0	4
12000013	4	17020013	40	17010005	40	17010023	30	17010030	20	0	0	5
12000013	5	17020013	40	17010019	40	17010077	30	17010030	20	17010035	2	6
12000013	6	17020013	40	17010021	40	17010077	30	17010030	20	17010035	2	7
12000013	7	17020013	40	17010021	40	17010077	30	17010030	20	17010035	2	8
12000013	8	17020013	40	17010021	40	17010077	30	17010030	20	17010035	4	9
12000013	9	17020013	40	17010021	40	17010077	30	17010030	20	17010035	4	10
12000013	10	17020013	40	17010021	40	17010077	30	17010030	20	17010035	4	11
12000013	11	17020013	40	17010021	40	17010077	30	17010030	20	17010035	6	12
12000013	12	17020013	40	17010021	40	17010077	30	17010030	20	17010035	6	13
12000013	13	17020013	40	17010021	40	17010077	30	17010030	20	17010035	6	14
12000013	14	17020013	40	17010021	40	17010077	30	17010030	20	17010035	8	15
12000013	15	17020013	40	17010021	40	17010077	30	17010030	20	17010035	8	16
12000013	16	17020013	40	17010021	40	17010077	30	17010030	20	17010035	8	17
12000013	17	17020013	40	17010021	40	17010077	30	17010030	20	17010035	10	18
12000013	18	17020013	40	17010021	40	17010077	30	17010030	20	17010035	10	0
12000014	1	17020014	10	17010004	10	0	0	0	0	0	0	2
12000014	2	17020014	20	17010004	20	17010016	10	0	0	0	0	3
12000014	3	17020014	30	17010014	30	17010029	20	17010030	10	0	0	4
12000014	4	17020014	40	17010009	40	17010024	30	17010030	20	0	0	5
12000014	5	17020014	40	17010015	40	17010078	30	17010030	20	17010035	2	6
12000014	6	17020014	40	17010029	40	17010078	30	17010030	20	17010035	2	7
12000014	7	17020014	40	17010029	40	17010078	30	17010030	20	17010035	2	8
12000014	8	17020014	40	17010029	40	17010078	30	17010030	20	17010035	4	9
12000014	9	17020014	40	17010029	40	17010078	30	17010030	20	17010035	4	10
12000014	10	17020014	40	17010029	40	17010078	30	17010030	20	17010035	4	11
12000014	11	17020014	40	17010029	40	17010078	30	17010030	20	17010035	6	12
12000014	12	17020014	40	17010029	40	17010078	30	17010030	20	17010035	6	13
12000014	13	17020014	40	17010029	40	17010078	30	17010030	20	17010035	6	14
12000014	14	17020014	40	17010029	40	17010078	30	17010030	20	17010035	8	15
12000014	15	17020014	40	17010029	40	17010078	30	17010030	20	17010035	8	16
12000014	16	17020014	40	17010029	40	17010078	30	17010030	20	17010035	8	17
12000014	17	17020014	40	17010029	40	17010078	30	17010030	20	17010035	10	18
12000014	18	17020014	40	17010029	40	17010078	30	17010030	20	17010035	10	0
12000015	1	17020015	10	17010005	10	0	0	0	0	0	0	2
12000015	2	17020015	20	17010005	20	17010019	10	0	0	0	0	3
12000015	3	17020015	30	17010015	30	17010022	20	17010030	10	0	0	4
12000015	4	17020015	40	17010002	40	17010025	30	17010030	20	0	0	5
12000015	5	17020015	40	17010014	40	17010079	30	17010030	20	17010035	2	6
12000015	6	17020015	40	17010022	40	17010079	30	17010030	20	17010035	2	7
12000015	7	17020015	40	17010022	40	17010079	30	17010030	20	17010035	2	8
12000015	8	17020015	40	17010022	40	17010079	30	17010030	20	17010035	4	9
12000015	9	17020015	40	17010022	40	17010079	30	17010030	20	17010035	4	10
12000015	10	17020015	40	17010022	40	17010079	30	17010030	20	17010035	4	11
12000015	11	17020015	40	17010022	40	17010079	30	17010030	20	17010035	6	12
12000015	12	17020015	40	17010022	40	17010079	30	17010030	20	17010035	6	13
12000015	13	17020015	40	17010022	40	17010079	30	17010030	20	17010035	6	14
12000015	14	17020015	40	17010022	40	17010079	30	17010030	20	17010035	8	15
12000015	15	17020015	40	17010022	40	17010079	30	17010030	20	17010035	8	16
12000015	16	17020015	40	17010022	40	17010079	30	17010030	20	17010035	8	17
12000015	17	17020015	40	17010022	40	17010079	30	17010030	20	17010035	10	18
12000015	18	17020015	40	17010022	40	17010079	30	17010030	20	17010035	10	0
12000016	1	17020016	10	17010006	10	0	0	0	0	0	0	2
12000016	2	17020016	20	17010006	20	17010014	10	0	0	0	0	3
12000016	3	17020016	30	17010016	30	17010024	20	17010030	10	0	0	4
12000016	4	17020016	40	17010007	40	17010026	30	17010030	20	0	0	5
12000016	5	17020016	40	17010017	40	17010080	30	17010030	20	17010035	2	6
12000016	6	17020016	40	17010024	40	17010080	30	17010030	20	17010035	2	7
12000016	7	17020016	40	17010024	40	17010080	30	17010030	20	17010035	2	8
12000016	8	17020016	40	17010024	40	17010080	30	17010030	20	17010035	4	9
12000016	9	17020016	40	17010024	40	17010080	30	17010030	20	17010035	4	10
12000016	10	17020016	40	17010024	40	17010080	30	17010030	20	17010035	4	11
12000016	11	17020016	40	17010024	40	17010080	30	17010030	20	17010035	6	12
12000016	12	17020016	40	17010024	40	17010080	30	17010030	20	17010035	6	13
12000016	13	17020016	40	17010024	40	17010080	30	17010030	20	17010035	6	14
12000016	14	17020016	40	17010024	40	17010080	30	17010030	20	17010035	8	15
12000016	15	17020016	40	17010024	40	17010080	30	17010030	20	17010035	8	16
12000016	16	17020016	40	17010024	40	17010080	30	17010030	20	17010035	8	17
12000016	17	17020016	40	17010024	40	17010080	30	17010030	20	17010035	10	18
12000016	18	17020016	40	17010024	40	17010080	30	17010030	20	17010035	10	0
12000017	1	17020017	10	17010007	10	0	0	0	0	0	0	2
12000017	2	17020017	20	17010007	20	17010010	10	0	0	0	0	3
12000017	3	17020017	30	17010017	30	17010028	20	17010030	10	0	0	4
12000017	4	17020017	40	17010001	40	17010027	30	17010030	20	0	0	5
12000017	5	17020017	40	17010012	40	17010081	30	17010030	20	17010035	2	6
12000017	6	17020017	40	17010028	40	17010081	30	17010030	20	17010035	2	7
12000017	7	17020017	40	17010028	40	17010081	30	17010030	20	17010035	2	8
12000017	8	17020017	40	17010028	40	17010081	30	17010030	20	17010035	4	9
12000017	9	17020017	40	17010028	40	17010081	30	17010030	20	17010035	4	10
12000017	10	17020017	40	17010028	40	17010081	30	17010030	20	17010035	4	11
12000017	11	17020017	40	17010028	40	17010081	30	17010030	20	17010035	6	12
12000017	12	17020017	40	17010028	40	17010081	30	17010030	20	17010035	6	13
12000017	13	17020017	40	17010028	40	17010081	30	17010030	20	17010035	6	14
12000017	14	17020017	40	17010028	40	17010081	30	17010030	20	17010035	8	15
12000017	15	17020017	40	17010028	40	17010081	30	17010030	20	17010035	8	16
12000017	16	17020017	40	17010028	40	17010081	30	17010030	20	17010035	8	17
12000017	17	17020017	40	17010028	40	17010081	30	17010030	20	17010035	10	18
12000017	18	17020017	40	17010028	40	17010081	30	17010030	20	17010035	10	0
12000018	1	17020018	10	17010008	10	0	0	0	0	0	0	2
12000018	2	17020018	20	17010008	20	17010015	10	0	0	0	0	3
12000018	3	17020018	30	17010018	30	17010020	20	17010030	10	0	0	4
12000018	4	17020018	40	17010006	40	17010028	30	17010030	20	0	0	5
12000018	5	17020018	40	17010013	40	17010082	30	17010030	20	17010035	2	6
12000018	6	17020018	40	17010020	40	17010082	30	17010030	20	17010035	2	7
12000018	7	17020018	40	17010020	40	17010082	30	17010030	20	17010035	2	8
12000018	8	17020018	40	17010020	40	17010082	30	17010030	20	17010035	4	9
12000018	9	17020018	40	17010020	40	17010082	30	17010030	20	17010035	4	10
12000018	10	17020018	40	17010020	40	17010082	30	17010030	20	17010035	4	11
12000018	11	17020018	40	17010020	40	17010082	30	17010030	20	17010035	6	12
12000018	12	17020018	40	17010020	40	17010082	30	17010030	20	17010035	6	13
12000018	13	17020018	40	17010020	40	17010082	30	17010030	20	17010035	6	14
12000018	14	17020018	40	17010020	40	17010082	30	17010030	20	17010035	8	15
12000018	15	17020018	40	17010020	40	17010082	30	17010030	20	17010035	8	16
12000018	16	17020018	40	17010020	40	17010082	30	17010030	20	17010035	8	17
12000018	17	17020018	40	17010020	40	17010082	30	17010030	20	17010035	10	18
12000018	18	17020018	40	17010020	40	17010082	30	17010030	20	17010035	10	0
12000019	1	17020019	10	17010009	10	0	0	0	0	0	0	2
12000019	2	17020019	20	17010009	20	17010013	10	0	0	0	0	3
12000019	3	17020019	30	17010019	30	17010023	20	17010030	10	0	0	4
12000019	4	17020019	40	17010001	40	17010029	30	17010030	20	0	0	5
12000019	5	17020019	40	17010018	40	17010083	30	17010030	20	17010035	2	6
12000019	6	17020019	40	17010023	40	17010083	30	17010030	20	17010035	2	7
12000019	7	17020019	40	17010023	40	17010083	30	17010030	20	17010035	2	8
12000019	8	17020019	40	17010023	40	17010083	30	17010030	20	17010035	4	9
12000019	9	17020019	40	17010023	40	17010083	30	17010030	20	17010035	4	10
12000019	10	17020019	40	17010023	40	17010083	30	17010030	20	17010035	4	11
12000019	11	17020019	40	17010023	40	17010083	30	17010030	20	17010035	6	12
12000019	12	17020019	40	17010023	40	17010083	30	17010030	20	17010035	6	13
12000019	13	17020019	40	17010023	40	17010083	30	17010030	20	17010035	6	14
12000019	14	17020019	40	17010023	40	17010083	30	17010030	20	17010035	8	15
12000019	15	17020019	40	17010023	40	17010083	30	17010030	20	17010035	8	16
12000019	16	17020019	40	17010023	40	17010083	30	17010030	20	17010035	8	17
12000019	17	17020019	40	17010023	40	17010083	30	17010030	20	17010035	10	18
12000019	18	17020019	40	17010023	40	17010083	30	17010030	20	17010035	10	0
12000020	1	17020020	10	17010000	10	0	0	0	0	0	0	2
12000020	2	17020020	20	17010000	20	17010018	10	0	0	0	0	3
12000020	3	17020020	30	17010010	30	17010026	20	17010030	10	0	0	4
12000020	4	17020020	40	17010008	40	17010020	30	17010030	20	0	0	5
12000020	5	17020020	40	17010015	40	17010074	30	17010030	20	17010035	2	6
12000020	6	17020020	40	17010026	40	17010074	30	17010030	20	17010035	2	7
12000020	7	17020020	40	17010026	40	17010074	30	17010030	20	17010035	2	8
12000020	8	17020020	40	17010026	40	17010074	30	17010030	20	17010035	4	9
