#武将id	培养等级	物理攻击	物理防御	法术攻击	法术防御	生命	培养消耗
id	edulevel	eduphyatk	eduphydef	edumgcatk	edumgcdef	eduhp	educost
12000002	64	0	76	1073	75	6348	5062
12000002	65	0	77	1090	76	6447	7593
12000002	66	0	79	1107	77	6546	7593
12000002	67	0	80	1124	79	6645	7593
12000002	68	0	81	1141	80	6745	7593
12000002	69	0	82	1157	81	6844	7593
12000002	70	0	83	1174	82	6943	7593
12000002	71	0	85	1191	83	7042	7593
12000002	72	0	86	1208	85	7141	7593
12000002	73	0	87	1224	86	7241	7593
12000002	74	0	88	1241	87	7340	7593
12000002	75	0	89	1258	88	7439	7593
12000002	76	0	91	1275	89	7538	11389
12000002	77	0	92	1292	90	7637	11389
12000002	78	0	93	1308	92	7736	11389
12000002	79	0	94	1325	93	7836	11389
12000002	80	0	95	1342	94	7935	11389
12000003	1	14	2	0	1	143	500
12000003	2	27	5	0	2	285	500
12000003	3	41	7	0	3	428	500
12000003	4	55	10	0	4	570	500
12000003	5	68	12	0	5	713	500
12000003	6	82	15	0	6	856	500
12000003	7	96	17	0	7	998	500
12000003	8	109	20	0	8	1141	500
12000003	9	123	22	0	9	1283	500
12000003	10	137	25	0	10	1426	500
12000003	11	150	27	0	11	1569	1000
12000003	12	164	30	0	12	1711	1000
12000003	13	178	32	0	13	1854	1000
12000003	14	191	34	0	15	1996	1000
12000003	15	205	37	0	16	2139	1000
12000003	16	219	39	0	17	2281	1000
12000003	17	232	42	0	18	2424	1000
12000003	18	246	44	0	19	2567	1000
12000003	19	260	47	0	20	2709	1000
12000003	20	273	49	0	21	2852	1000
12000003	21	287	52	0	22	2994	1500
12000003	22	301	54	0	23	3137	1500
12000003	23	314	57	0	24	3280	1500
12000003	24	328	59	0	25	3422	1500
12000003	25	341	61	0	26	3565	1500
12000003	26	355	64	0	27	3707	1500
12000003	27	369	66	0	28	3850	1500
12000003	28	382	69	0	29	3993	1500
12000003	29	396	71	0	30	4135	1500
12000003	30	410	74	0	31	4278	1500
12000003	31	423	76	0	32	4420	1500
12000003	32	437	79	0	33	4563	2250
12000003	33	451	81	0	34	4706	2250
12000003	34	464	84	0	35	4848	2250
12000003	35	478	86	0	36	4991	2250
12000003	36	492	89	0	37	5133	2250
12000003	37	505	91	0	38	5276	2250
12000003	38	519	93	0	39	5418	2250
12000003	39	533	96	0	40	5561	2250
12000003	40	546	98	0	41	5704	2250
12000003	41	560	101	0	43	5846	2250
12000003	42	574	103	0	44	5989	2250
12000003	43	587	106	0	45	6131	3375
12000003	44	601	108	0	46	6274	3375
12000003	45	615	111	0	47	6417	3375
12000003	46	628	113	0	48	6559	3375
12000003	47	642	116	0	49	6702	3375
12000003	48	656	118	0	50	6844	3375
12000003	49	669	120	0	51	6987	3375
12000003	50	683	123	0	52	7130	3375
12000003	51	697	125	0	53	7272	3375
12000003	52	710	128	0	54	7415	3375
12000003	53	724	130	0	55	7557	3375
12000003	54	738	133	0	56	7700	5062
12000003	55	751	135	0	57	7843	5062
12000003	56	765	138	0	58	7985	5062
12000003	57	779	140	0	59	8128	5062
12000003	58	792	143	0	60	8270	5062
12000003	59	806	145	0	61	8413	5062
12000003	60	820	148	0	62	8556	5062
12000003	61	833	150	0	63	8698	5062
12000003	62	847	152	0	64	8841	5062
12000003	63	861	155	0	65	8983	5062
12000003	64	874	157	0	66	9126	5062
12000003	65	888	160	0	67	9268	7593
12000003	66	902	162	0	68	9411	7593
12000003	67	915	165	0	69	9554	7593
12000003	68	929	167	0	70	9696	7593
12000003	69	943	170	0	72	9839	7593
12000003	70	956	172	0	73	9981	7593
12000003	71	970	175	0	74	10124	7593
12000003	72	983	177	0	75	10267	7593
12000003	73	997	179	0	76	10409	7593
12000003	74	1011	182	0	77	10552	7593
12000003	75	1024	184	0	78	10694	7593
12000003	76	1038	187	0	79	10837	11389
12000003	77	1052	189	0	80	10980	11389
12000003	78	1065	192	0	81	11122	11389
12000003	79	1079	194	0	82	11265	11389
12000003	80	1093	197	0	83	11407	11389
12000004	1	14	2	0	1	143	500
12000004	2	27	5	0	2	285	500
12000004	3	41	7	0	3	428	500
12000004	4	55	10	0	4	570	500
12000004	5	68	12	0	5	713	500
12000004	6	82	15	0	6	856	500
12000004	7	96	17	0	7	998	500
12000004	8	109	20	0	8	1141	500
12000004	9	123	22	0	9	1283	500
12000004	10	137	25	0	10	1426	500
12000004	11	150	27	0	11	1569	1000
12000004	12	164	30	0	12	1711	1000
12000004	13	178	32	0	13	1854	1000
12000004	14	191	34	0	15	1996	1000
12000004	15	205	37	0	16	2139	1000
12000004	16	219	39	0	17	2281	1000
12000004	17	232	42	0	18	2424	1000
12000004	18	246	44	0	19	2567	1000
12000004	19	260	47	0	20	2709	1000
12000004	20	273	49	0	21	2852	1000
12000004	21	287	52	0	22	2994	1500
12000004	22	301	54	0	23	3137	1500
12000004	23	314	57	0	24	3280	1500
12000004	24	328	59	0	25	3422	1500
12000004	25	341	61	0	26	3565	1500
12000004	26	355	64	0	27	3707	1500
12000004	27	369	66	0	28	3850	1500
12000004	28	382	69	0	29	3993	1500
12000004	29	396	71	0	30	4135	1500
12000004	30	410	74	0	31	4278	1500
12000004	31	423	76	0	32	4420	1500
12000004	32	437	79	0	33	4563	2250
12000004	33	451	81	0	34	4706	2250
12000004	34	464	84	0	35	4848	2250
12000004	35	478	86	0	36	4991	2250
12000004	36	492	89	0	37	5133	2250
12000004	37	505	91	0	38	5276	2250
12000004	38	519	93	0	39	5418	2250
12000004	39	533	96	0	40	5561	2250
12000004	40	546	98	0	41	5704	2250
12000004	41	560	101	0	43	5846	2250
12000004	42	574	103	0	44	5989	2250
12000004	43	587	106	0	45	6131	3375
12000004	44	601	108	0	46	6274	3375
12000004	45	615	111	0	47	6417	3375
12000004	46	628	113	0	48	6559	3375
12000004	47	642	116	0	49	6702	3375
12000004	48	656	118	0	50	6844	3375
12000004	49	669	120	0	51	6987	3375
12000004	50	683	123	0	52	7130	3375
12000004	51	697	125	0	53	7272	3375
12000004	52	710	128	0	54	7415	3375
12000004	53	724	130	0	55	7557	3375
12000004	54	738	133	0	56	7700	5062
12000004	55	751	135	0	57	7843	5062
12000004	56	765	138	0	58	7985	5062
12000004	57	779	140	0	59	8128	5062
12000004	58	792	143	0	60	8270	5062
12000004	59	806	145	0	61	8413	5062
12000004	60	820	148	0	62	8556	5062
12000004	61	833	150	0	63	8698	5062
12000004	62	847	152	0	64	8841	5062
12000004	63	861	155	0	65	8983	5062
12000004	64	874	157	0	66	9126	5062
12000004	65	888	160	0	67	9268	7593
12000004	66	902	162	0	68	9411	7593
12000004	67	915	165	0	69	9554	7593
12000004	68	929	167	0	70	9696	7593
12000004	69	943	170	0	72	9839	7593
12000004	70	956	172	0	73	9981	7593
12000004	71	970	175	0	74	10124	7593
12000004	72	983	177	0	75	10267	7593
12000004	73	997	179	0	76	10409	7593
12000004	74	1011	182	0	77	10552	7593
12000004	75	1024	184	0	78	10694	7593
12000004	76	1038	187	0	79	10837	11389
12000004	77	1052	189	0	80	10980	11389
12000004	78	1065	192	0	81	11122	11389
12000004	79	1079	194	0	82	11265	11389
12000004	80	1093	197	0	83	11407	11389
12000005	1	0	1	17	1	99	500
12000005	2	0	2	34	2	198	500
12000005	3	0	4	50	4	298	500
12000005	4	0	5	67	5	397	500
12000005	5	0	6	84	6	496	500
12000005	6	0	7	101	7	595	500
12000005	7	0	8	117	8	694	500
12000005	8	0	10	134	9	793	500
12000005	9	0	11	151	11	893	500
12000005	10	0	12	168	12	992	500
12000005	11	0	13	185	13	1091	1000
12000005	12	0	14	201	14	1190	1000
12000005	13	0	15	218	15	1289	1000
12000005	14	0	17	235	16	1389	1000
12000005	15	0	18	252	18	1488	1000
12000005	16	0	19	268	19	1587	1000
12000005	17	0	20	285	20	1686	1000
12000005	18	0	21	302	21	1785	1000
12000005	19	0	23	319	22	1885	1000
12000005	20	0	24	335	23	1984	1000
12000005	21	0	25	352	25	2083	1500
12000005	22	0	26	369	26	2182	1500
12000005	23	0	27	386	27	2281	1500
12000005	24	0	29	403	28	2380	1500
12000005	25	0	30	419	29	2480	1500
12000005	26	0	31	436	31	2579	1500
12000005	27	0	32	453	32	2678	1500
12000005	28	0	33	470	33	2777	1500
12000005	29	0	35	486	34	2876	1500
12000005	30	0	36	503	35	2976	1500
12000005	31	0	37	520	36	3075	1500
12000005	32	0	38	537	38	3174	2250
12000005	33	0	39	554	39	3273	2250
12000005	34	0	41	570	40	3372	2250
12000005	35	0	42	587	41	3471	2250
12000005	36	0	43	604	42	3571	2250
12000005	37	0	44	621	43	3670	2250
12000005	38	0	45	637	45	3769	2250
12000005	39	0	46	654	46	3868	2250
12000005	40	0	48	671	47	3967	2250
12000005	41	0	49	688	48	4067	2250
12000005	42	0	50	704	49	4166	2250
12000005	43	0	51	721	50	4265	3375
12000005	44	0	52	738	52	4364	3375
12000005	45	0	54	755	53	4463	3375
12000005	46	0	55	772	54	4563	3375
12000005	47	0	56	788	55	4662	3375
12000005	48	0	57	805	56	4761	3375
12000005	49	0	58	822	58	4860	3375
12000005	50	0	60	839	59	4959	3375
12000005	51	0	61	855	60	5058	3375
12000005	52	0	62	872	61	5158	3375
12000005	53	0	63	889	62	5257	3375
12000005	54	0	64	906	63	5356	5062
12000005	55	0	66	923	65	5455	5062
12000005	56	0	67	939	66	5554	5062
12000005	57	0	68	956	67	5654	5062
12000005	58	0	69	973	68	5753	5062
12000005	59	0	70	990	69	5852	5062
12000005	60	0	71	1006	70	5951	5062
12000005	61	0	73	1023	72	6050	5062
12000005	62	0	74	1040	73	6149	5062
12000005	63	0	75	1057	74	6249	5062
12000005	64	0	76	1073	75	6348	5062
12000005	65	0	77	1090	76	6447	7593
12000005	66	0	79	1107	77	6546	7593
12000005	67	0	80	1124	79	6645	7593
12000005	68	0	81	1141	80	6745	7593
12000005	69	0	82	1157	81	6844	7593
12000005	70	0	83	1174	82	6943	7593
12000005	71	0	85	1191	83	7042	7593
12000005	72	0	86	1208	85	7141	7593
12000005	73	0	87	1224	86	7241	7593
12000005	74	0	88	1241	87	7340	7593
12000005	75	0	89	1258	88	7439	7593
12000005	76	0	91	1275	89	7538	11389
12000005	77	0	92	1292	90	7637	11389
12000005	78	0	93	1308	92	7736	11389
12000005	79	0	94	1325	93	7836	11389
12000005	80	0	95	1342	94	7935	11389
12000006	1	17	2	0	1	103	500
12000006	2	35	3	0	2	205	500
12000006	3	52	5	0	3	308	500
12000006	4	69	7	0	3	411	500
12000006	5	86	9	0	4	514	500
12000006	6	104	10	0	5	616	500
12000006	7	121	12	0	6	719	500
12000006	8	138	14	0	7	822	500
12000006	9	155	16	0	8	925	500
12000006	10	173	17	0	9	1027	500
12000006	11	190	19	0	10	1130	1000
12000006	12	207	21	0	10	1233	1000
12000006	13	225	22	0	11	1336	1000
12000006	14	242	24	0	12	1438	1000
12000006	15	259	26	0	13	1541	1000
12000006	16	276	28	0	14	1644	1000
12000006	17	294	29	0	15	1747	1000
12000006	18	311	31	0	16	1849	1000
12000006	19	328	33	0	16	1952	1000
12000006	20	346	35	0	17	2055	1000
12000006	21	363	36	0	18	2158	1500
12000006	22	380	38	0	19	2260	1500
12000006	23	397	40	0	20	2363	1500
12000006	24	415	41	0	21	2466	1500
12000006	25	432	43	0	22	2569	1500
12000006	26	449	45	0	22	2671	1500
12000006	27	466	47	0	23	2774	1500
12000006	28	484	48	0	24	2877	1500
12000006	29	501	50	0	25	2980	1500
12000006	30	518	52	0	26	3082	1500
12000006	31	536	54	0	27	3185	1500
12000006	32	553	55	0	28	3288	2250
12000006	33	570	57	0	29	3390	2250
12000006	34	587	59	0	29	3493	2250
12000006	35	605	60	0	30	3596	2250
12000006	36	622	62	0	31	3699	2250
12000006	37	639	64	0	32	3801	2250
12000006	38	657	66	0	33	3904	2250
12000006	39	674	67	0	34	4007	2250
12000006	40	691	69	0	35	4110	2250
12000006	41	708	71	0	35	4212	2250
12000006	42	726	73	0	36	4315	2250
12000006	43	743	74	0	37	4418	3375
12000006	44	760	76	0	38	4521	3375
12000006	45	777	78	0	39	4623	3375
12000006	46	795	79	0	40	4726	3375
12000006	47	812	81	0	41	4829	3375
12000006	48	829	83	0	41	4932	3375
12000006	49	847	85	0	42	5034	3375
12000006	50	864	86	0	43	5137	3375
12000006	51	881	88	0	44	5240	3375
12000006	52	898	90	0	45	5343	3375
12000006	53	916	92	0	46	5445	3375
12000006	54	933	93	0	47	5548	5062
12000006	55	950	95	0	48	5651	5062
12000006	56	968	97	0	48	5754	5062
12000006	57	985	98	0	49	5856	5062
12000006	58	1002	100	0	50	5959	5062
12000006	59	1019	102	0	51	6062	5062
12000006	60	1037	104	0	52	6165	5062
12000006	61	1054	105	0	53	6267	5062
12000006	62	1071	107	0	54	6370	5062
12000006	63	1088	109	0	54	6473	5062
12000006	64	1106	111	0	55	6576	5062
12000006	65	1123	112	0	56	6678	7593
12000006	66	1140	114	0	57	6781	7593
12000006	67	1158	116	0	58	6884	7593
12000006	68	1175	117	0	59	6986	7593
12000006	69	1192	119	0	60	7089	7593
12000006	70	1209	121	0	60	7192	7593
12000006	71	1227	123	0	61	7295	7593
12000006	72	1244	124	0	62	7397	7593
12000006	73	1261	126	0	63	7500	7593
12000006	74	1279	128	0	64	7603	7593
12000006	75	1296	130	0	65	7706	7593
12000006	76	1313	131	0	66	7808	11389
12000006	77	1330	133	0	67	7911	11389
12000006	78	1348	135	0	67	8014	11389
12000006	79	1365	136	0	68	8117	11389
12000006	80	1382	138	0	69	8219	11389
12000007	1	0	1	17	1	99	500
12000007	2	0	2	34	2	198	500
12000007	3	0	4	50	4	298	500
12000007	4	0	5	67	5	397	500
12000007	5	0	6	84	6	496	500
12000007	6	0	7	101	7	595	500
12000007	7	0	8	117	8	694	500
12000007	8	0	10	134	9	793	500
12000007	9	0	11	151	11	893	500
12000007	10	0	12	168	12	992	500
12000007	11	0	13	185	13	1091	1000
12000007	12	0	14	201	14	1190	1000
12000007	13	0	15	218	15	1289	1000
12000007	14	0	17	235	16	1389	1000
12000007	15	0	18	252	18	1488	1000
12000007	16	0	19	268	19	1587	1000
12000007	17	0	20	285	20	1686	1000
12000007	18	0	21	302	21	1785	1000
12000007	19	0	23	319	22	1885	1000
12000007	20	0	24	335	23	1984	1000
12000007	21	0	25	352	25	2083	1500
12000007	22	0	26	369	26	2182	1500
12000007	23	0	27	386	27	2281	1500
12000007	24	0	29	403	28	2380	1500
12000007	25	0	30	419	29	2480	1500
12000007	26	0	31	436	31	2579	1500
12000007	27	0	32	453	32	2678	1500
12000007	28	0	33	470	33	2777	1500
12000007	29	0	35	486	34	2876	1500
12000007	30	0	36	503	35	2976	1500
12000007	31	0	37	520	36	3075	1500
12000007	32	0	38	537	38	3174	2250
12000007	33	0	39	554	39	3273	2250
12000007	34	0	41	570	40	3372	2250
12000007	35	0	42	587	41	3471	2250
12000007	36	0	43	604	42	3571	2250
12000007	37	0	44	621	43	3670	2250
12000007	38	0	45	637	45	3769	2250
12000007	39	0	46	654	46	3868	2250
12000007	40	0	48	671	47	3967	2250
12000007	41	0	49	688	48	4067	2250
12000007	42	0	50	704	49	4166	2250
12000007	43	0	51	721	50	4265	3375
12000007	44	0	52	738	52	4364	3375
12000007	45	0	54	755	53	4463	3375
12000007	46	0	55	772	54	4563	3375
12000007	47	0	56	788	55	4662	3375
12000007	48	0	57	805	56	4761	3375
12000007	49	0	58	822	58	4860	3375
12000007	50	0	60	839	59	4959	3375
12000007	51	0	61	855	60	5058	3375
12000007	52	0	62	872	61	5158	3375
12000007	53	0	63	889	62	5257	3375
12000007	54	0	64	906	63	5356	5062
12000007	55	0	66	923	65	5455	5062
12000007	56	0	67	939	66	5554	5062
12000007	57	0	68	956	67	5654	5062
12000007	58	0	69	973	68	5753	5062
12000007	59	0	70	990	69	5852	5062
12000007	60	0	71	1006	70	5951	5062
12000007	61	0	73	1023	72	6050	5062
12000007	62	0	74	1040	73	6149	5062
12000007	63	0	75	1057	74	6249	5062
12000007	64	0	76	1073	75	6348	5062
12000007	65	0	77	1090	76	6447	7593
12000007	66	0	79	1107	77	6546	7593
12000007	67	0	80	1124	79	6645	7593
12000007	68	0	81	1141	80	6745	7593
12000007	69	0	82	1157	81	6844	7593
12000007	70	0	83	1174	82	6943	7593
12000007	71	0	85	1191	83	7042	7593
12000007	72	0	86	1208	85	7141	7593
12000007	73	0	87	1224	86	7241	7593
12000007	74	0	88	1241	87	7340	7593
12000007	75	0	89	1258	88	7439	7593
12000007	76	0	91	1275	89	7538	11389
12000007	77	0	92	1292	90	7637	11389
12000007	78	0	93	1308	92	7736	11389
12000007	79	0	94	1325	93	7836	11389
12000007	80	0	95	1342	94	7935	11389
12000008	1	14	2	0	1	143	500
12000008	2	27	5	0	2	285	500
12000008	3	41	7	0	3	428	500
12000008	4	55	10	0	4	570	500
12000008	5	68	12	0	5	713	500
12000008	6	82	15	0	6	856	500
12000008	7	96	17	0	7	998	500
12000008	8	109	20	0	8	1141	500
12000008	9	123	22	0	9	1283	500
12000008	10	137	25	0	10	1426	500
12000008	11	150	27	0	11	1569	1000
12000008	12	164	30	0	12	1711	1000
12000008	13	178	32	0	13	1854	1000
12000008	14	191	34	0	15	1996	1000
12000008	15	205	37	0	16	2139	1000
12000008	16	219	39	0	17	2281	1000
12000008	17	232	42	0	18	2424	1000
12000008	18	246	44	0	19	2567	1000
12000008	19	260	47	0	20	2709	1000
12000008	20	273	49	0	21	2852	1000
12000008	21	287	52	0	22	2994	1500
12000008	22	301	54	0	23	3137	1500
12000008	23	314	57	0	24	3280	1500
12000008	24	328	59	0	25	3422	1500
12000008	25	341	61	0	26	3565	1500
12000008	26	355	64	0	27	3707	1500
12000008	27	369	66	0	28	3850	1500
12000008	28	382	69	0	29	3993	1500
12000008	29	396	71	0	30	4135	1500
12000008	30	410	74	0	31	4278	1500
12000008	31	423	76	0	32	4420	1500
12000008	32	437	79	0	33	4563	2250
12000008	33	451	81	0	34	4706	2250
12000008	34	464	84	0	35	4848	2250
12000008	35	478	86	0	36	4991	2250
12000008	36	492	89	0	37	5133	2250
12000008	37	505	91	0	38	5276	2250
12000008	38	519	93	0	39	5418	2250
12000008	39	533	96	0	40	5561	2250
12000008	40	546	98	0	41	5704	2250
12000008	41	560	101	0	43	5846	2250
12000008	42	574	103	0	44	5989	2250
12000008	43	587	106	0	45	6131	3375
12000008	44	601	108	0	46	6274	3375
12000008	45	615	111	0	47	6417	3375
12000008	46	628	113	0	48	6559	3375
12000008	47	642	116	0	49	6702	3375
12000008	48	656	118	0	50	6844	3375
12000008	49	669	120	0	51	6987	3375
12000008	50	683	123	0	52	7130	3375
12000008	51	697	125	0	53	7272	3375
12000008	52	710	128	0	54	7415	3375
12000008	53	724	130	0	55	7557	3375
12000008	54	738	133	0	56	7700	5062
